q0_branch,q0_basis,q0,g_function,Q_target,incremental_cost_flops_per_token,D_B1_min_tokens,C_Q_at_D_B1_min_flops,D_B1_median_tokens,C_Q_at_D_B1_median_flops,D_B1_max_tokens,C_Q_at_D_B1_max_flops
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,logarithmic,0.9,1026730676.0646687,134000000,1.375819105926656e+17,146801000000,1.5072508997696943e+20,299893000000,3.079093426370617e+20
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,logarithmic,0.95,1124311004.403532,134000000,1.5065767459007328e+17,146801000000,1.650499797574429e+20,299893000000,3.371730000435884e+20
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,logarithmic,1.0,1217351035.6733189,134000000,1.6312503878022474e+17,146801000000,1.787083493878789e+20,299893000000,3.6507505414117864e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,exponential,0.496567443226065,0.0,134000000,0.0,146801000000,0.0,299893000000,0.0
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,exponential,0.5,4094377.4756893516,134000000,548646581742373.1,146801000000,6.010587078086725e+17,299893000000,1.2278751443169068e+18
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,exponential,0.55,74365397.45039159,134000000,9964963258352474.0,146801000000,1.0916914711114936e+19,299893000000,2.2301662137590284e+19
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,exponential,0.6,169221352.68059242,134000000,2.2675661259199384e+16,146801000000,2.484186379486365e+19,299893000000,5.0748299119440904e+19
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,exponential,0.65,297263499.2991146,134000000,3.983330890608135e+16,146801000000,4.363857896060932e+19,299893000000,8.914724259530937e+19
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,exponential,0.7,470102318.65306365,134000000,6.299371069951053e+16,146801000000,6.90114904805884e+19,299893000000,1.4098039464782322e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,exponential,0.75,703410321.2490308,134000000,9.425698304737013e+16,146801000000,1.0326133856967898e+20,299893000000,2.109478314703356e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,exponential,0.8,1018343183.4311625,134000000,1.3645798657977578e+17,146801000000,1.494937976708781e+20,299893000000,3.053939923087216e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,exponential,0.85,1443458081.2428298,134000000,1.934233828865392e+17,146801000000,2.1190108978452867e+20,299893000000,4.3288297435815595e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,exponential,0.9,2017303170.285684,134000000,2.7031862481828166e+17,146801000000,2.9614212270110874e+20,299893000000,6.049750996464847e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,exponential,0.95,2791913017.9144125,134000000,3.7411634440053126e+17,146801000000,4.098556229428537e+20,299893000000,8.372751706814069e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,exponential,1.0,3837526943.1711636,134000000,5.1422861038493594e+17,146801000000,5.6335279278446995e+20,299893000000,1.1508474675684298e+21
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,power4,0.496567443226065,0.0,134000000,0.0,146801000000,0.0,299893000000,0.0
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,power4,0.5,8493427.334808707,134000000,1138119262864366.8,146801000000,1.246843626177253e+18,299893000000,2.5471194037177876e+18
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,power4,0.55,153524677.33480883,134000000,2.0572306762864384e+16,146801000000,2.253757615742727e+19,299893000000,4.604097605996782e+19
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,power4,0.6,343993427.3348087,134000000,4.609511926286437e+16,146801000000,5.049857912617725e+19,299893000000,1.0316122090371778e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,power4,0.65,588524677.3348088,134000000,7.886230676286438e+16,146801000000,8.639601115742727e+19,299893000000,1.7649443105996784e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,power4,0.7,896493427.3348085,134000000,1.2013011926286434e+17,146801000000,1.3160613162617722e+20,299893000000,2.6885210340371772e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,power4,0.75,1278024677.3348088,134000000,1.712553067628644e+17,146801000000,1.876153006574273e+20,299893000000,3.8327065455996784e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,power4,0.8,1743993427.3348093,134000000,2.3369511926286445e+17,146801000000,2.5601997912617733e+20,299893000000,5.23011420903718e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,power4,0.85,2306024677.3348083,134000000,3.090073067628643e+17,146801000000,3.385267286574272e+20,299893000000,6.915606585599677e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,power4,0.9,2976493427.334809,134000000,3.988501192628644e+17,146801000000,4.3695221162617727e+20,299893000000,8.926295434037178e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,power4,0.95,3768524677.3348083,134000000,5.049823067628643e+17,146801000000,5.532231911574272e+20,299893000000,1.1301541710599676e+21
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,power4,1.0,4695993427.334808,134000000,6.292631192628643e+17,146801000000,6.893765311261772e+20,299893000000,1.4082955569037176e+21
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,logarithmic,0.496567443226065,0.0,134000000,0.0,146801000000,0.0,299893000000,0.0
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,logarithmic,0.5,11474710.294755936,134000000,1537611179497295.5,146801000000,1.6844989459804662e+18,299893000000,3.4411852944252416e+18
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,logarithmic,0.55,171560125.64182854,134000000,2.2989056836005024e+16,146801000000,2.5185198004346073e+19,299893000000,5.144968075910489e+19
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,logarithmic,0.6,319776069.94927263,134000000,4.2849993373202536e+16,146801000000,4.6943446844623176e+19,299893000000,9.589860494529721e+19
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,logarithmic,0.65,457761812.92317533,134000000,6.1340082931705496e+16,146801000000,6.719989189893506e+19,299893000000,1.3727956336296981e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,logarithmic,0.7,586838855.1983175,134000000,7.863640659657454e+16,146801000000,8.61485307819682e+19,299893000000,1.7598886480198903e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,logarithmic,0.75,708088098.8311872,134000000,9.488380524337909e+16,146801000000,1.0394804099651712e+20,299893000000,2.1235066422278124e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,logarithmic,0.8,822404926.5110855,134000000,1.1020226015248546e+17,146801000000,1.2072986561675387e+20,299893000000,2.4663348062618898e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,logarithmic,0.85,930539369.0516367,134000000,1.2469227545291931e+17,146801000000,1.3660410991614932e+20,299893000000,2.790622430030025e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,logarithmic,0.9,1033125957.8267374,134000000,1.3843887834878282e+17,146801000000,1.516639237349229e+20,299893000000,3.098272428705338e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,logarithmic,0.95,1130706286.1656008,134000000,1.515146423461905e+17,146801000000,1.6598881351539635e+20,299893000000,3.390909002770605e+20
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,logarithmic,1.0,1223746317.4353876,134000000,1.6398200653634195e+17,146801000000,1.7964718314583235e+20,299893000000,3.669929543746507e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,exponential,0.5004265176398414,0.0,134000000,0.0,146801000000,0.0,299893000000,0.0
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,exponential,0.55,69756351.56190777,134000000,9347351109295640.0,146801000000,1.0240302165639623e+19,299893000000,2.0919441538955207e+19
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,exponential,0.6,164612306.7921086,134000000,2.205804911014255e+16,146801000000,2.4165251249388335e+19,299893000000,4.936607852080583e+19
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,exponential,0.65,292654453.41063076,134000000,3.921569675702452e+16,146801000000,4.296196641513401e+19,299893000000,8.776502199667429e+19
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,exponential,0.7,465493272.76457983,134000000,6.23760985504537e+16,146801000000,6.8334877935113085e+19,299893000000,1.3959817404918813e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,exponential,0.75,698801275.3605471,134000000,9.363937089831331e+16,146801000000,1.0258472602420367e+20,299893000000,2.0956561087170055e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,exponential,0.8,1013734137.5426786,134000000,1.3584037443071893e+17,146801000000,1.4881718512540277e+20,299893000000,3.040117717100865e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,exponential,0.85,1438849035.3543458,134000000,1.9280577073748234e+17,146801000000,2.1122447723905332e+20,299893000000,4.315007537595208e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,exponential,0.9,2012694124.3972003,134000000,2.6970101266922483e+17,146801000000,2.954655101556334e+20,299893000000,6.035928790478495e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,exponential,0.95,2787303972.025929,134000000,3.734987322514745e+17,146801000000,4.091790103973784e+20,299893000000,8.358929500827719e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,exponential,1.0,3832917897.28268,134000000,5.136109982358791e+17,146801000000,5.626761802389947e+20,299893000000,1.1494652469697948e+21
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,power4,0.5004265176398414,0.0,134000000,0.0,146801000000,0.0,299893000000,0.0
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,power4,0.55,143963590.74459368,134000000,1.929112115977555e+16,146801000000,2.1133999084897096e+19,299893000000,4.317367311916843e+19
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,power4,0.6,334432340.74459356,134000000,4.481393365977554e+16,146801000000,4.909500205364708e+19,299893000000,1.002939179629184e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,power4,0.65,578963590.7445936,134000000,7.758112115977555e+16,146801000000,8.49924340848971e+19,299893000000,1.736271281191684e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,power4,0.7,886932340.7445934,134000000,1.1884893365977552e+17,146801000000,1.3020255455364705e+20,299893000000,2.6598480046291835e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,power4,0.75,1268463590.7445936,134000000,1.6997412115977555e+17,146801000000,1.862117235848971e+20,299893000000,3.8040335161916844e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,power4,0.8,1734432340.744594,134000000,2.324139336597756e+17,146801000000,2.5461640205364717e+20,299893000000,5.201441179629185e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,power4,0.85,2296463590.744593,134000000,3.077261211597755e+17,146801000000,3.37123151584897e+20,299893000000,6.886933556191683e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,power4,0.9,2966932340.7445936,134000000,3.9756893365977555e+17,146801000000,4.355486345536471e+20,299893000000,8.897622404629184e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,power4,0.95,3758963590.744593,134000000,5.037011211597755e+17,146801000000,5.5181961408489705e+20,299893000000,1.1272868681191682e+21
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,power4,1.0,4686432340.744594,134000000,6.279819336597755e+17,146801000000,6.879729540536471e+20,299893000000,1.4054282539629184e+21
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,logarithmic,0.5004265176398414,0.0,134000000,0.0,146801000000,0.0,299893000000,0.0
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,logarithmic,0.55,158664194.9674096,134000000,2.126100212563289e+16,146801000000,2.3292062485410697e+19,299893000000,4.758228142136137e+19
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,logarithmic,0.6,306880139.2748537,134000000,4.11219386628304e+16,146801000000,4.50503113256878e+19,299893000000,9.20312056075537e+19
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,logarithmic,0.65,444865882.2487564,134000000,5.961202822133336e+16,146801000000,6.530675637999969e+19,299893000000,1.3341216402522631e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,logarithmic,0.7,573942924.5238986,134000000,7.690835188620242e+16,146801000000,8.425539526303284e+19,299893000000,1.7212146546424552e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,logarithmic,0.75,695192168.1567683,134000000,9.315575053300696e+16,146801000000,1.0205490547758175e+20,299893000000,2.0848326488503773e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,logarithmic,0.8,809508995.8366666,134000000,1.0847420544211333e+17,146801000000,1.1883673009781848e+20,299893000000,2.4276608128844546e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,logarithmic,0.85,917643438.3772178,134000000,1.2296422074254718e+17,146801000000,1.3471097439721395e+20,299893000000,2.7519484366525897e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,logarithmic,0.9,1020230027.1523185,134000000,1.3671082363841067e+17,146801000000,1.497707882159875e+20,299893000000,3.0595984353279024e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,logarithmic,0.95,1117810355.4911819,134000000,1.4978658763581837e+17,146801000000,1.64095677996461e+20,299893000000,3.35223500939317e+20
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,logarithmic,1.0,1210850386.7609687,134000000,1.622539518259698e+17,146801000000,1.7775404762689697e+20,299893000000,3.631255550369072e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,exponential,0.4962230100496153,0.0,134000000,0.0,146801000000,0.0,299893000000,0.0
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,exponential,0.5,4500583.678792924,134000000,603078212958251.8,146801000000,6.6069018463048e+17,299893000000,1.3496935411842463e+18
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,exponential,0.55,74771603.65349516,134000000,1.0019394889568352e+16,146801000000,1.0976546187936743e+19,299893000000,2.2423480534457627e+19
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,exponential,0.6,169627558.883696,134000000,2.2730092890415264e+16,146801000000,2.4901495271685456e+19,299893000000,5.087011751630824e+19
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,exponential,0.65,297669705.5022181,134000000,3.988774053729723e+16,146801000000,4.369821043743112e+19,299893000000,8.92690609921767e+19
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,exponential,0.7,470508524.8561672,134000000,6.304814233072641e+16,146801000000,6.90711219574102e+19,299893000000,1.4110221304469055e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,exponential,0.75,703816527.4521344,134000000,9.4311414678586e+16,146801000000,1.0332097004650078e+20,299893000000,2.1106964986720292e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,exponential,0.8,1018749389.634266,134000000,1.3651241821099165e+17,146801000000,1.4955342914769987e+20,299893000000,3.0551581070558894e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,exponential,0.85,1443864287.4459333,134000000,1.9347781451775507e+17,146801000000,2.1196072126135045e+20,299893000000,4.330047927550233e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,exponential,0.9,2017709376.488788,134000000,2.7037305644949757e+17,146801000000,2.962017541779305e+20,299893000000,6.050969180433521e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,exponential,0.95,2792319224.117516,134000000,3.7417077603174714e+17,146801000000,4.099152544196755e+20,299893000000,8.373969890782742e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,exponential,1.0,3837933149.374267,134000000,5.142830420161518e+17,146801000000,5.634124242612918e+20,299893000000,1.1509692859652971e+21
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,power4,0.4962230100496153,0.0,134000000,0.0,146801000000,0.0,299893000000,0.0
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,power4,0.5,9336020.272561073,134000000,1251026716523183.8,146801000000,1.370537112032238e+18,299893000000,2.799807127599158e+18
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,power4,0.55,154367270.2725612,134000000,2.06852142165232e+16,146801000000,2.2661269643282256e+19,299893000000,4.62936637838492e+19
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,power4,0.6,344836020.2725611,134000000,4.620802671652318e+16,146801000000,5.062227261203224e+19,299893000000,1.0341390862759916e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,power4,0.65,589367270.2725612,134000000,7.89752142165232e+16,146801000000,8.651970464328226e+19,299893000000,1.767471187838492e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,power4,0.7,897336020.2725608,134000000,1.2024302671652315e+17,146801000000,1.317298251120322e+20,299893000000,2.691047911275991e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,power4,0.75,1278867270.272561,134000000,1.7136821421652317e+17,146801000000,1.8773899414328223e+20,299893000000,3.8352334228384914e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,power4,0.8,1744836020.2725616,134000000,2.3380802671652323e+17,146801000000,2.561436726120323e+20,299893000000,5.232641086275993e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,power4,0.85,2306867270.2725606,134000000,3.0912021421652314e+17,146801000000,3.386504221432822e+20,299893000000,6.91813346283849e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,power4,0.9,2977336020.272561,134000000,3.989630267165232e+17,146801000000,4.370759051120322e+20,299893000000,8.928822311275992e+20
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,power4,0.95,3769367270.2725606,134000000,5.0509521421652314e+17,146801000000,5.5334688464328216e+20,299893000000,1.130406858783849e+21
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,power4,1.0,4696836020.272561,134000000,6.293760267165231e+17,146801000000,6.895002246120322e+20,299893000000,1.408548244627599e+21
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,logarithmic,0.4962230100496153,0.0,134000000,0.0,146801000000,0.0,299893000000,0.0
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,logarithmic,0.5,12629760.404612541,134000000,1692387894218080.5,146801000000,1.8540614571575258e+18,299893000000,3.7875767370204687e+18
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,logarithmic,0.55,172715175.75168514,134000000,2.314383355072581e+16,146801000000,2.535476051552313e+19,299893000000,5.1796072201700114e+19
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,logarithmic,0.6,320931120.05912924,134000000,4.300477008792332e+16,146801000000,4.711300935580023e+19,299893000000,9.624499638789245e+19
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,logarithmic,0.65,458916863.03303194,134000000,6.149485964642628e+16,146801000000,6.736945441011212e+19,299893000000,1.3762595480556505e+20
