path,category,purpose,provenance_records,current_status,current_sha256,expected_sha256,bytes,csv_data_rows
figures/q2_scaling_baseline/process_q2_cluster_bootstrap.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,179e38f439c52ab1e14ea28294414a5751c00d53f110cebf5aafe5a7ec2eb31d,179e38f439c52ab1e14ea28294414a5751c00d53f110cebf5aafe5a7ec2eb31d,98485,
figures/q2_scaling_baseline/process_q2_cluster_bootstrap.svg,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,e78df4499ac86a34df5620031774533dd516e3c988a77f81f709bae6daaf8478,e78df4499ac86a34df5620031774533dd516e3c988a77f81f709bae6daaf8478,28425,
figures/q2_scaling_baseline/process_q2_multistart_cost.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,c5342cbc54f4c9c013acc79f6d0e06907ba953744942098deddbfd295afa3b2a,c5342cbc54f4c9c013acc79f6d0e06907ba953744942098deddbfd295afa3b2a,89684,
figures/q2_scaling_baseline/process_q2_multistart_cost.svg,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,798413a7b32c948a266d38800b300d67a47efbd932d9eb86193e1797a3cb372f,798413a7b32c948a266d38800b300d67a47efbd932d9eb86193e1797a3cb372f,19371,
figures/q2_scaling_baseline/process_q2_residual_structure.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,83e62ecf9f5098eae49e23a89d075b9f13631b303124fa92c878c27742ba3c7e,83e62ecf9f5098eae49e23a89d075b9f13631b303124fa92c878c27742ba3c7e,352704,
figures/q2_scaling_baseline/process_q2_residual_structure.svg,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,1cbc9cb17433aae341550838d92025066f48fb475fa0f66861f3152304ee997f,1cbc9cb17433aae341550838d92025066f48fb475fa0f66861f3152304ee997f,317458,
figures/q2_scaling_baseline/raw_q2_N_D_support.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,e51da8db1f05177c805aac6762f7e24ec4460639455700b06e33d22ecec93b03,e51da8db1f05177c805aac6762f7e24ec4460639455700b06e33d22ecec93b03,172518,
figures/q2_scaling_baseline/raw_q2_N_D_support.svg,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,6406c1366465e3371e5efc6654843a15423f479544549f02dfc4c8b1747c9800,6406c1366465e3371e5efc6654843a15423f479544549f02dfc4c8b1747c9800,112084,
figures/q2_scaling_baseline/raw_q2_parameter_coverage.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,8437017e2304e56bcd7af752e9caf8c18a704544412e114ccfb9b5969655e884,8437017e2304e56bcd7af752e9caf8c18a704544412e114ccfb9b5969655e884,63333,
figures/q2_scaling_baseline/raw_q2_parameter_coverage.svg,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,bdaa0e43c02cb7dceb3f35c13cbfb05c6dcb62a4e315a7b202434e1fd225a0f3,bdaa0e43c02cb7dceb3f35c13cbfb05c6dcb62a4e315a7b202434e1fd225a0f3,17850,
figures/q2_scaling_baseline/raw_q2_token_ecdf.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,24004603b41d1ac3c4478b5caeee1da9b06f7cac2f93b322cabb8efb3a264975,24004603b41d1ac3c4478b5caeee1da9b06f7cac2f93b322cabb8efb3a264975,74726,
figures/q2_scaling_baseline/raw_q2_token_ecdf.svg,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,232999440063ca3774bfd9af95a80f0f7fe16d6d4bcd3b2b0c56bf65fd004459,232999440063ca3774bfd9af95a80f0f7fe16d6d4bcd3b2b0c56bf65fd004459,24043,
figures/q2_scaling_baseline/result_q2_B1_observed_vs_fitted.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,95c972b18a44ae7aa12932786b68958da807e0448f46bab25eb396df1bdbd883,95c972b18a44ae7aa12932786b68958da807e0448f46bab25eb396df1bdbd883,124105,
figures/q2_scaling_baseline/result_q2_B1_observed_vs_fitted.svg,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,85e3803eaa27feb810dda481bab83b47c8299cb1dcd248bec03e3b9db17b8868,85e3803eaa27feb810dda481bab83b47c8299cb1dcd248bec03e3b9db17b8868,90831,
figures/q2_scaling_baseline/result_q2_leave_one_size_out.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,f3e2d103d1fb96f6afbf80cad1fef79c45083aa3aff6c02b7210057c75f8ce03,f3e2d103d1fb96f6afbf80cad1fef79c45083aa3aff6c02b7210057c75f8ce03,370808,
figures/q2_scaling_baseline/result_q2_leave_one_size_out.svg,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,9eeaa9c2a4a506a6ed76f35ff3a365789518029136f8ce88df1891f7bae1c6a6,9eeaa9c2a4a506a6ed76f35ff3a365789518029136f8ce88df1891f7bae1c6a6,64032,
figures/q2_scaling_baseline/result_q2_validation_by_source.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,9a3f0c9ec2a8662a873e87335aacee55ddf9e4530cce8c3afdf227fa274e4f6d,9a3f0c9ec2a8662a873e87335aacee55ddf9e4530cce8c3afdf227fa274e4f6d,372007,
figures/q2_scaling_baseline/result_q2_validation_by_source.svg,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,f8d711acedbfd02d4355c6855e686dff3ad72c0ab31c3772d1611d12f92c4838,f8d711acedbfd02d4355c6855e686dff3ad72c0ab31c3772d1611d12f92c4838,122402,
results/q1_3/pq_extension_v1/identifiability_audit.csv,Q1冻结接口/A侧配比证据,仅用于正式Q接口追溯、A侧对照和p/Q可识别性边界；不输入M0拟合。,Q2综合收口的实际输入清单,HASH_MATCH,3b4c20b4e94af77ff313df8f8a5f76244d2711b7da407314328ba694ac4aa00e,3b4c20b4e94af77ff313df8f8a5f76244d2711b7da407314328ba694ac4aa00e,2977,8
results/q1_3/pq_extension_v1/paired_comparison.csv,Q1冻结接口/A侧配比证据,仅用于正式Q接口追溯、A侧对照和p/Q可识别性边界；不输入M0拟合。,Q2综合收口的实际输入清单,HASH_MATCH,c6a8d411af19f27181225feae97420d4020b985ca42ed5e3cbe45d52064b4ad9,c6a8d411af19f27181225feae97420d4020b985ca42ed5e3cbe45d52064b4ad9,20674,96
results/q1_3/v1/estimate_consistency_metrics.csv,Q1冻结接口/A侧配比证据,仅用于正式Q接口追溯、A侧对照和p/Q可识别性边界；不输入M0拟合。,Q2综合收口的实际输入清单,HASH_MATCH,d6a2f5dd0b4abbdadf6d8b4d96559e9574e33ec83e73645669e43e815a725c8d,d6a2f5dd0b4abbdadf6d8b4d96559e9574e33ec83e73645669e43e815a725c8d,19160,104
results/q1_3/v1/holdout_metrics.csv,Q1冻结接口/A侧配比证据,仅用于正式Q接口追溯、A侧对照和p/Q可识别性边界；不输入M0拟合。,Q2综合收口的实际输入清单,HASH_MATCH,e2e2f7850b9ba5b7d51373f5e78f401ec8863291c1f357577f96dd9189b7e229,e2e2f7850b9ba5b7d51373f5e78f401ec8863291c1f357577f96dd9189b7e229,27157,156
results/q1_final/q1_candidate_audit.csv,Q1冻结接口/A侧配比证据,仅用于正式Q接口追溯、A侧对照和p/Q可识别性边界；不输入M0拟合。,Q1最终冻结文件哈希,HASH_MATCH,a6c18fa97efe8c55ebde22581399c5b106a788d34a42984e5294bded7f48a607,a6c18fa97efe8c55ebde22581399c5b106a788d34a42984e5294bded7f48a607,38119489,272505
results/q1_final/q1_final_decision.md,Q1冻结接口/A侧配比证据,仅用于正式Q接口追溯、A侧对照和p/Q可识别性边界；不输入M0拟合。,Q2综合收口的实际输入清单; Q1最终接口冻结,HASH_MATCH,5d2f109ecdae01f2fc02919ed9469016fdc147fd710b06eaa6e2c124fc9cf617,5d2f109ecdae01f2fc02919ed9469016fdc147fd710b06eaa6e2c124fc9cf617,8397,
results/q1_final/q1_final_domain_quality.csv,Q1冻结接口/A侧配比证据,仅用于正式Q接口追溯、A侧对照和p/Q可识别性边界；不输入M0拟合。,Q1最终冻结文件哈希,HASH_MATCH,281b79df9bc0afcacf1ca927e9e354eb46543795d5432729ba8690344772b574,281b79df9bc0afcacf1ca927e9e354eb46543795d5432729ba8690344772b574,2097,9
results/q1_final/q1_final_freeze.json,Q1冻结接口/A侧配比证据,仅用于正式Q接口追溯、A侧对照和p/Q可识别性边界；不输入M0拟合。,Q2综合收口的实际输入清单; Q1最终接口冻结,HASH_MATCH,0de8b80a24622a78a97bfb9a3ec496839896e18963ce7972b978c76d3bef6ee7,0de8b80a24622a78a97bfb9a3ec496839896e18963ce7972b978c76d3bef6ee7,3319,
results/q1_final/q1_final_quality.csv,Q1冻结接口/A侧配比证据,仅用于正式Q接口追溯、A侧对照和p/Q可识别性边界；不输入M0拟合。,Q1最终冻结文件哈希,HASH_MATCH,eb48687ecd003fce1dadb2445349126719515eab715724e575df8e32074034da,eb48687ecd003fce1dadb2445349126719515eab715724e575df8e32074034da,17226660,272505
results/q2_scaling_baseline/v1/b1_fitted_predictions.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）; M0效应/验证收口的实际输入清单; Q2综合收口的实际输入清单,HASH_MATCH,d43d8c20480cf8cd4a750344de0aaf68a1e972621dd343222006d9a359cfe38e,d43d8c20480cf8cd4a750344de0aaf68a1e972621dd343222006d9a359cfe38e,194640,1176
results/q2_scaling_baseline/v1/b2_predictions.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,69e91b27a009dfb6c0f83e2bf7e2f3c2edb22f52f4520574c19415f1eb20caec,69e91b27a009dfb6c0f83e2bf7e2f3c2edb22f52f4520574c19415f1eb20caec,202127,1029
results/q2_scaling_baseline/v1/b3_predictions.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,eed72f2e524a9b711e4eeb1149c7d31061d55d5010c3e1020b6d087cf00fb32e,eed72f2e524a9b711e4eeb1149c7d31061d55d5010c3e1020b6d087cf00fb32e,774912,4000
results/q2_scaling_baseline/v1/b4_predictions.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,787b5627984cf7b6ab319cb5b615d6ab7269285928021f1d189754976b8af1f0,787b5627984cf7b6ab319cb5b615d6ab7269285928021f1d189754976b8af1f0,6934,57
results/q2_scaling_baseline/v1/b5_predictions.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,6b010045996e69225a07aa0ee99a691c16ad2fb4e2f3f52a93ce9904d80dd2c4,6b010045996e69225a07aa0ee99a691c16ad2fb4e2f3f52a93ce9904d80dd2c4,7361,44
results/q2_scaling_baseline/v1/cluster_bootstrap_estimates.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）; M0效应/验证收口的实际输入清单,HASH_MATCH,c9d043ab768891a59657ee5df6c1df34e5ae5c44533723b5803f8157052d4668,c9d043ab768891a59657ee5df6c1df34e5ae5c44533723b5803f8157052d4668,303250,1000
results/q2_scaling_baseline/v1/cluster_bootstrap_intervals.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,9777aeeb31cdc3b376eb069d39e70ae8db579b503abe4e933d01d90afbdfdfe2,9777aeeb31cdc3b376eb069d39e70ae8db579b503abe4e933d01d90afbdfdfe2,461,5
results/q2_scaling_baseline/v1/cluster_bootstrap_intervals.json,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,abb67700bec2634544de1635ce67377e07c62efbe9384588d2d7ff65b2a4b6e6,abb67700bec2634544de1635ce67377e07c62efbe9384588d2d7ff65b2a4b6e6,1526,
results/q2_scaling_baseline/v1/dropped_term_diagnostics.json,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,092b6ca03a44520be0961c473ba8711d51cc6dbee7b778df15042ab0727a8301,092b6ca03a44520be0961c473ba8711d51cc6dbee7b778df15042ab0727a8301,1376,
results/q2_scaling_baseline/v1/figure_contract.csv,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,fae791063e4ad0ca62e125ec9f51eefc18229ebf0c8c3b7e537b11236e22e081,fae791063e4ad0ca62e125ec9f51eefc18229ebf0c8c3b7e537b11236e22e081,1858,9
results/q2_scaling_baseline/v1/figure_previews/contact_sheet.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,95d0801c691dc1cdffae760f54f83630cc1e2937b9855c2df3e8aa9baec54db1,95d0801c691dc1cdffae760f54f83630cc1e2937b9855c2df3e8aa9baec54db1,599135,
results/q2_scaling_baseline/v1/figure_previews/grayscale/flow_q2_model_grayscale.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,4f047cf2e13937083704e2ce25b83aae0d34aea1141b9588c3b6107bdd5bf2a9,4f047cf2e13937083704e2ce25b83aae0d34aea1141b9588c3b6107bdd5bf2a9,94013,
results/q2_scaling_baseline/v1/figure_previews/grayscale/process_q2_cluster_bootstrap_grayscale.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,8fb308f2ad959e9eb928a36b3a0bee3e486e693c092620bd6c38ff58c23e42f9,8fb308f2ad959e9eb928a36b3a0bee3e486e693c092620bd6c38ff58c23e42f9,43641,
results/q2_scaling_baseline/v1/figure_previews/grayscale/process_q2_multistart_cost_grayscale.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,e6170168e9751b6ae326ceffd3c27384e8da7ee9fba1bfc6aeb026228a93c0a3,e6170168e9751b6ae326ceffd3c27384e8da7ee9fba1bfc6aeb026228a93c0a3,36774,
results/q2_scaling_baseline/v1/figure_previews/grayscale/process_q2_residual_structure_grayscale.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,12491151cac5cb918efcbb05823fc553eb74b9b9b48edc835fe5c2b8b1474a6d,12491151cac5cb918efcbb05823fc553eb74b9b9b48edc835fe5c2b8b1474a6d,126504,
results/q2_scaling_baseline/v1/figure_previews/grayscale/raw_q2_N_D_support_grayscale.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,efe959becd564323f11c5ed3ed3c5de7aaaddf5ea7452ed87b88e58195bbe4f0,efe959becd564323f11c5ed3ed3c5de7aaaddf5ea7452ed87b88e58195bbe4f0,73412,
results/q2_scaling_baseline/v1/figure_previews/grayscale/raw_q2_parameter_coverage_grayscale.png,B1经典M0与输入快照,冻结N、D、Loss拟合、轨迹映射、Bootstrap与验证；本包只复用已冻结输出。,冻结M0运行产物（Gate 0复现清单）,HASH_MATCH,f4582056f25f41656e39e64ff2fdf35054b7e3a6dc6b94625f4a292d0e95f7f8,f4582056f25f41656e39e64ff2fdf35054b7e3a6dc6b94625f4a292d0e95f7f8,27760,
