q_response_source,quality_cost_function,pair_id,transition_type,left_budget_flops,left_context_tokens,right_budget_flops,right_context_tokens,left_status,right_status,edge_status,left_N_B,right_N_B,delta_N_B,left_D_B,right_D_B,delta_D_B,left_Q,right_Q,delta_Q,left_loss,right_loss,delta_loss,N_changed,D_changed,Q_changed
B6_semi_synthetic,exponential,adjacent_context_19,adjacent_context,1000000000000000000000000,2048,1000000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,1.0,1.0,0.0,2.0345498945089004,2.0345498945089004,0.0,False,False,False
B6_semi_synthetic,exponential,adjacent_context_20,adjacent_context,1000000000000000000000000,4096,1000000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,1.0,1.0,0.0,2.0345498945089004,2.0345498945089004,0.0,False,False,False
B6_semi_synthetic,exponential,adjacent_context_21,adjacent_context,1000000000000000000000000,8192,1000000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,1.0,1.0,0.0,2.0345498945089004,2.0345498945089004,0.0,False,False,False
B6_semi_synthetic,exponential,adjacent_context_22,adjacent_context,1000000000000000000000000,32768,1000000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,1.0,1.0,0.0,2.0345498945089004,2.0345498945089004,0.0,False,False,False
B6_semi_synthetic,logarithmic,adjacent_budget_01,adjacent_budget,10000000000000000000,2048,10000000000000000000000,2048,FEASIBLE,FEASIBLE,comparable,0.070542,6.86104,6.790498,20.972,220.201,199.22899999999998,0.5059091525867696,1.0,0.4940908474132304,3.087946463149851,2.0836215037130374,-1.0043249594368135,True,True,True
B6_semi_synthetic,logarithmic,adjacent_budget_02,adjacent_budget,10000000000000000000000,2048,1000000000000000000000000,2048,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,220.201,299.893,79.69199999999998,1.0,1.0,0.0,2.0836215037130374,2.0345498945089004,-0.049071609204137,True,True,False
B6_semi_synthetic,logarithmic,adjacent_budget_03,adjacent_budget,10000000000000000000,4096,10000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,0.070542,6.86104,6.790498,18.874,207.618,188.744,0.5132573296560156,1.0,0.48674267034398444,3.1007161802736154,2.0871069018199866,-1.0136092784536288,True,True,True
B6_semi_synthetic,logarithmic,adjacent_budget_04,adjacent_budget,10000000000000000000000,4096,1000000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,207.618,299.893,92.27499999999998,1.0,1.0,0.0,2.0871069018199866,2.0345498945089004,-0.052557007311086146,True,True,False
B6_semi_synthetic,logarithmic,adjacent_budget_05,adjacent_budget,10000000000000000000,8192,10000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,0.070542,6.86104,6.790498,16.777,184.549,167.772,0.5158497339648267,1.0,0.4841502660351733,3.1177051963196267,2.09425863886294,-1.023446557456687,True,True,True
B6_semi_synthetic,logarithmic,adjacent_budget_06,adjacent_budget,10000000000000000000000,8192,1000000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,184.549,299.893,115.34399999999997,1.0,1.0,0.0,2.09425863886294,2.0345498945089004,-0.05970874435403939,True,True,False
B6_semi_synthetic,logarithmic,adjacent_budget_07,adjacent_budget,10000000000000000000,32768,10000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,0.070542,6.86104,6.790498,10.486,113.246,102.75999999999999,0.5192060914661758,1.0,0.4807939085338242,3.194289811727567,2.126559328719622,-1.0677304830079448,True,True,True
B6_semi_synthetic,logarithmic,adjacent_budget_08,adjacent_budget,10000000000000000000000,32768,1000000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,113.246,299.893,186.647,1.0,1.0,0.0,2.126559328719622,2.0345498945089004,-0.09200943421072161,True,True,False
B6_semi_synthetic,logarithmic,adjacent_budget_09,adjacent_budget,10000000000000000000,131072,10000000000000000000000,131072,INFEASIBLE,FEASIBLE,feasibility_boundary,,2.782831,,,109.052,,,1.0,,,2.1952814450779092,,False,False,False
B6_semi_synthetic,logarithmic,adjacent_budget_10,adjacent_budget,10000000000000000000000,131072,1000000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,2.782831,11.965825,9.182994,109.052,299.893,190.84099999999995,1.0,1.0,0.0,2.1952814450779092,2.0345498945089004,-0.16073155056900879,True,True,False
B6_semi_synthetic,logarithmic,adjacent_context_11,adjacent_context,10000000000000000000,2048,10000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,0.070542,0.070542,0.0,20.972,18.874,-2.0980000000000025,0.5059091525867696,0.5132573296560156,0.007348177069245954,3.087946463149851,3.1007161802736154,0.012769717123764401,False,True,True
B6_semi_synthetic,logarithmic,adjacent_context_12,adjacent_context,10000000000000000000,4096,10000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,0.070542,0.070542,0.0,18.874,16.777,-2.0969999999999978,0.5132573296560156,0.5158497339648267,0.002592404308811136,3.1007161802736154,3.1177051963196267,0.01698901604601133,False,True,True
B6_semi_synthetic,logarithmic,adjacent_context_13,adjacent_context,10000000000000000000,8192,10000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,0.070542,0.070542,0.0,16.777,10.486,-6.291,0.5158497339648267,0.5192060914661758,0.0033563575013491054,3.1177051963196267,3.194289811727567,0.07658461540794015,False,True,True
B6_semi_synthetic,logarithmic,adjacent_context_14,adjacent_context,10000000000000000000,32768,10000000000000000000,131072,FEASIBLE,INFEASIBLE,feasibility_boundary,0.070542,,,10.486,,,0.5192060914661758,,,3.194289811727567,,,False,False,False
B6_semi_synthetic,logarithmic,adjacent_context_15,adjacent_context,10000000000000000000000,2048,10000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,6.86104,6.86104,0.0,220.201,207.618,-12.582999999999998,1.0,1.0,0.0,2.0836215037130374,2.0871069018199866,0.0034853981069491446,False,True,False
B6_semi_synthetic,logarithmic,adjacent_context_16,adjacent_context,10000000000000000000000,4096,10000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,6.86104,6.86104,0.0,207.618,184.549,-23.06899999999999,1.0,1.0,0.0,2.0871069018199866,2.09425863886294,0.007151737042953243,False,True,False
B6_semi_synthetic,logarithmic,adjacent_context_17,adjacent_context,10000000000000000000000,8192,10000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,6.86104,6.86104,0.0,184.549,113.246,-71.30300000000001,1.0,1.0,0.0,2.09425863886294,2.126559328719622,0.03230068985668222,False,True,False
B6_semi_synthetic,logarithmic,adjacent_context_18,adjacent_context,10000000000000000000000,32768,10000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,6.86104,2.782831,-4.078209,113.246,109.052,-4.193999999999988,1.0,1.0,0.0,2.126559328719622,2.1952814450779092,0.06872211635828718,True,True,False
B6_semi_synthetic,logarithmic,adjacent_context_19,adjacent_context,1000000000000000000000000,2048,1000000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,1.0,1.0,0.0,2.0345498945089004,2.0345498945089004,0.0,False,False,False
B6_semi_synthetic,logarithmic,adjacent_context_20,adjacent_context,1000000000000000000000000,4096,1000000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,1.0,1.0,0.0,2.0345498945089004,2.0345498945089004,0.0,False,False,False
B6_semi_synthetic,logarithmic,adjacent_context_21,adjacent_context,1000000000000000000000000,8192,1000000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,1.0,1.0,0.0,2.0345498945089004,2.0345498945089004,0.0,False,False,False
B6_semi_synthetic,logarithmic,adjacent_context_22,adjacent_context,1000000000000000000000000,32768,1000000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,1.0,1.0,0.0,2.0345498945089004,2.0345498945089004,0.0,False,False,False
B6_semi_synthetic,power4,adjacent_budget_01,adjacent_budget,10000000000000000000,2048,10000000000000000000000,2048,FEASIBLE,FEASIBLE,comparable,0.070542,6.86104,6.790498,20.972,205.521,184.54899999999998,0.508155424391283,0.9994504907315559,0.49129506634027287,3.0870543338947805,2.087759109081934,-0.9992952248128466,True,True,True
B6_semi_synthetic,power4,adjacent_budget_02,adjacent_budget,10000000000000000000000,2048,1000000000000000000000000,2048,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,205.521,299.893,94.37199999999999,0.9994504907315559,1.0,0.0005495092684441039,2.087759109081934,2.0345498945089004,-0.0532092145730334,True,True,True
B6_semi_synthetic,power4,adjacent_budget_03,adjacent_budget,10000000000000000000,4096,10000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,0.070542,6.86104,6.790498,18.874,192.938,174.064,0.5171030672051136,1.0,0.48289693279488644,3.099177374965375,2.0915317235926563,-1.0076456513727186,True,True,True
B6_semi_synthetic,power4,adjacent_budget_04,adjacent_budget,10000000000000000000000,4096,1000000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,192.938,299.893,106.95499999999998,1.0,1.0,0.0,2.0915317235926563,2.0345498945089004,-0.05698182908375582,True,True,False
B6_semi_synthetic,power4,adjacent_budget_05,adjacent_budget,10000000000000000000,8192,10000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,0.070542,6.86104,6.790498,16.777,174.064,157.28699999999998,0.5201272245263787,1.0,0.4798727754736213,3.115949520513544,2.0978987672273717,-1.0180507532861722,True,True,True
B6_semi_synthetic,power4,adjacent_budget_06,adjacent_budget,10000000000000000000000,8192,1000000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,174.064,299.893,125.82899999999998,1.0,1.0,0.0,2.0978987672273717,2.0345498945089004,-0.06334887271847123,True,True,False
B6_semi_synthetic,power4,adjacent_budget_07,adjacent_budget,10000000000000000000,32768,10000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,0.070542,6.86104,6.790498,10.486,109.052,98.566,0.523947564691822,1.0,0.476052435308178,3.192091206258027,2.1292439915836017,-1.0628472146744254,True,True,True
B6_semi_synthetic,power4,adjacent_budget_08,adjacent_budget,10000000000000000000000,32768,1000000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,109.052,299.893,190.84099999999995,1.0,1.0,0.0,2.1292439915836017,2.0345498945089004,-0.09469409707470122,True,True,False
B6_semi_synthetic,power4,adjacent_budget_09,adjacent_budget,10000000000000000000,131072,10000000000000000000000,131072,INFEASIBLE,FEASIBLE,feasibility_boundary,,2.782831,,,104.858,,,1.0,,,2.19810161613931,,False,False,False
B6_semi_synthetic,power4,adjacent_budget_10,adjacent_budget,10000000000000000000000,131072,1000000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,2.782831,11.965825,9.182994,104.858,299.893,195.03499999999997,1.0,1.0,0.0,2.19810161613931,2.0345498945089004,-0.16355172163040965,True,True,False
B6_semi_synthetic,power4,adjacent_context_11,adjacent_context,10000000000000000000,2048,10000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,0.070542,0.070542,0.0,20.972,18.874,-2.0980000000000025,0.508155424391283,0.5171030672051136,0.008947642813830536,3.0870543338947805,3.099177374965375,0.012123041070594365,False,True,True
B6_semi_synthetic,power4,adjacent_context_12,adjacent_context,10000000000000000000,4096,10000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,0.070542,0.070542,0.0,18.874,16.777,-2.0969999999999978,0.5171030672051136,0.5201272245263787,0.003024157321265153,3.099177374965375,3.115949520513544,0.016772145548169082,False,True,True
B6_semi_synthetic,power4,adjacent_context_13,adjacent_context,10000000000000000000,8192,10000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,0.070542,0.070542,0.0,16.777,10.486,-6.291,0.5201272245263787,0.523947564691822,0.0038203401654433033,3.115949520513544,3.192091206258027,0.07614168574448321,False,True,True
B6_semi_synthetic,power4,adjacent_context_14,adjacent_context,10000000000000000000,32768,10000000000000000000,131072,FEASIBLE,INFEASIBLE,feasibility_boundary,0.070542,,,10.486,,,0.523947564691822,,,3.192091206258027,,,False,False,False
B6_semi_synthetic,power4,adjacent_context_15,adjacent_context,10000000000000000000000,2048,10000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,6.86104,6.86104,0.0,205.521,192.938,-12.582999999999998,0.9994504907315559,1.0,0.0005495092684441039,2.087759109081934,2.0915317235926563,0.0037726145107224163,False,True,True
B6_semi_synthetic,power4,adjacent_context_16,adjacent_context,10000000000000000000000,4096,10000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,6.86104,6.86104,0.0,192.938,174.064,-18.873999999999995,1.0,1.0,0.0,2.0915317235926563,2.0978987672273717,0.006367043634715408,False,True,False
B6_semi_synthetic,power4,adjacent_context_17,adjacent_context,10000000000000000000000,8192,10000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,6.86104,6.86104,0.0,174.064,109.052,-65.01199999999999,1.0,1.0,0.0,2.0978987672273717,2.1292439915836017,0.031345224356229995,False,True,False
B6_semi_synthetic,power4,adjacent_context_18,adjacent_context,10000000000000000000000,32768,10000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,6.86104,2.782831,-4.078209,109.052,104.858,-4.194000000000003,1.0,1.0,0.0,2.1292439915836017,2.19810161613931,0.06885762455570843,True,True,False
B6_semi_synthetic,power4,adjacent_context_19,adjacent_context,1000000000000000000000000,2048,1000000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,1.0,1.0,0.0,2.0345498945089004,2.0345498945089004,0.0,False,False,False
B6_semi_synthetic,power4,adjacent_context_20,adjacent_context,1000000000000000000000000,4096,1000000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,1.0,1.0,0.0,2.0345498945089004,2.0345498945089004,0.0,False,False,False
B6_semi_synthetic,power4,adjacent_context_21,adjacent_context,1000000000000000000000000,8192,1000000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,1.0,1.0,0.0,2.0345498945089004,2.0345498945089004,0.0,False,False,False
B6_semi_synthetic,power4,adjacent_context_22,adjacent_context,1000000000000000000000000,32768,1000000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,1.0,1.0,0.0,2.0345498945089004,2.0345498945089004,0.0,False,False,False
B8_calibrated,exponential,adjacent_budget_01,adjacent_budget,10000000000000000000,2048,10000000000000000000000,2048,FEASIBLE,FEASIBLE,comparable,0.162405,6.86104,6.698635,8.389,226.492,218.10299999999998,0.49847810484764643,0.49847810484764643,0.0,3.030397627156985,2.1456111666541906,-0.8847864605027942,True,True,False
B8_calibrated,exponential,adjacent_budget_02,adjacent_budget,10000000000000000000000,2048,1000000000000000000000000,2048,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,226.492,299.893,73.40099999999998,0.49847810484764643,0.49847810484764643,0.0,2.1456111666541906,2.093379471491827,-0.05223169516236359,True,True,False
B8_calibrated,exponential,adjacent_budget_03,adjacent_budget,10000000000000000000,4096,10000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,0.162405,6.86104,6.698635,8.389,211.812,203.423,0.49847810484764643,0.49847810484764643,0.0,3.030397627156985,2.150758613533873,-0.8796390136231116,True,True,False
B8_calibrated,exponential,adjacent_budget_04,adjacent_budget,10000000000000000000000,4096,1000000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,211.812,299.893,88.08099999999996,0.49847810484764643,0.49847810484764643,0.0,2.150758613533873,2.093379471491827,-0.057379142042046194,True,True,False
B8_calibrated,exponential,adjacent_budget_05,adjacent_budget,10000000000000000000,8192,10000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,0.162405,6.86104,6.698635,6.291,188.744,182.453,0.49847810484764643,0.49847810484764643,0.0,3.0877660039358146,2.159845165552461,-0.9279208383833537,True,True,False
B8_calibrated,exponential,adjacent_budget_06,adjacent_budget,10000000000000000000000,8192,1000000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,6.86104,11.965825,5.104785000000001,188.744,299.893,111.14899999999997,0.49847810484764643,0.49847810484764643,0.0,2.159845165552461,2.093379471491827,-0.06646569406063385,True,True,False
B8_calibrated,exponential,adjacent_budget_07,adjacent_budget,10000000000000000000,32768,10000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,0.070542,2.782831,2.7122889999999997,10.486,285.213,274.72700000000003,0.49847810484764643,0.49847810484764643,0.0,3.204237726070806,2.194660077531802,-1.009577648539004,True,True,False
B8_calibrated,exponential,adjacent_budget_08,adjacent_budget,10000000000000000000000,32768,1000000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,2.782831,11.965825,9.182994,285.213,299.893,14.67999999999995,0.49847810484764643,0.49847810484764643,0.0,2.194660077531802,2.093379471491827,-0.10128060603997513,True,True,False
B8_calibrated,exponential,adjacent_budget_09,adjacent_budget,10000000000000000000,131072,10000000000000000000000,131072,INFEASIBLE,FEASIBLE,feasibility_boundary,,2.782831,,,111.149,,,0.49847810484764643,,,2.271590563800825,,False,False,False
B8_calibrated,exponential,adjacent_budget_10,adjacent_budget,10000000000000000000000,131072,1000000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,2.782831,11.965825,9.182994,111.149,299.893,188.74399999999997,0.49847810484764643,0.49847810484764643,0.0,2.271590563800825,2.093379471491827,-0.1782110923089979,True,True,False
B8_calibrated,exponential,adjacent_context_11,adjacent_context,10000000000000000000,2048,10000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,0.162405,0.162405,0.0,8.389,8.389,0.0,0.49847810484764643,0.49847810484764643,0.0,3.030397627156985,3.030397627156985,0.0,False,False,False
B8_calibrated,exponential,adjacent_context_12,adjacent_context,10000000000000000000,4096,10000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,0.162405,0.162405,0.0,8.389,6.291,-2.097999999999999,0.49847810484764643,0.49847810484764643,0.0,3.030397627156985,3.0877660039358146,0.05736837677882978,False,True,False
B8_calibrated,exponential,adjacent_context_13,adjacent_context,10000000000000000000,8192,10000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,0.162405,0.070542,-0.091863,6.291,10.486,4.195,0.49847810484764643,0.49847810484764643,0.0,3.0877660039358146,3.204237726070806,0.11647172213499157,True,True,False
B8_calibrated,exponential,adjacent_context_14,adjacent_context,10000000000000000000,32768,10000000000000000000,131072,FEASIBLE,INFEASIBLE,feasibility_boundary,0.070542,,,10.486,,,0.49847810484764643,,,3.204237726070806,,,False,False,False
B8_calibrated,exponential,adjacent_context_15,adjacent_context,10000000000000000000000,2048,10000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,6.86104,6.86104,0.0,226.492,211.812,-14.679999999999978,0.49847810484764643,0.49847810484764643,0.0,2.1456111666541906,2.150758613533873,0.0051474468796826045,False,True,False
B8_calibrated,exponential,adjacent_context_16,adjacent_context,10000000000000000000000,4096,10000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,6.86104,6.86104,0.0,211.812,188.744,-23.068000000000012,0.49847810484764643,0.49847810484764643,0.0,2.150758613533873,2.159845165552461,0.009086552018587657,False,True,False
B8_calibrated,exponential,adjacent_context_17,adjacent_context,10000000000000000000000,8192,10000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,6.86104,2.782831,-4.078209,188.744,285.213,96.46900000000002,0.49847810484764643,0.49847810484764643,0.0,2.159845165552461,2.194660077531802,0.03481491197934128,True,True,False
B8_calibrated,exponential,adjacent_context_18,adjacent_context,10000000000000000000000,32768,10000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,2.782831,2.782831,0.0,285.213,111.149,-174.06400000000002,0.49847810484764643,0.49847810484764643,0.0,2.194660077531802,2.271590563800825,0.07693048626902277,False,True,False
B8_calibrated,exponential,adjacent_context_19,adjacent_context,1000000000000000000000000,2048,1000000000000000000000000,4096,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,0.49847810484764643,0.49847810484764643,0.0,2.093379471491827,2.093379471491827,0.0,False,False,False
B8_calibrated,exponential,adjacent_context_20,adjacent_context,1000000000000000000000000,4096,1000000000000000000000000,8192,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,0.49847810484764643,0.49847810484764643,0.0,2.093379471491827,2.093379471491827,0.0,False,False,False
B8_calibrated,exponential,adjacent_context_21,adjacent_context,1000000000000000000000000,8192,1000000000000000000000000,32768,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,0.49847810484764643,0.49847810484764643,0.0,2.093379471491827,2.093379471491827,0.0,False,False,False
B8_calibrated,exponential,adjacent_context_22,adjacent_context,1000000000000000000000000,32768,1000000000000000000000000,131072,FEASIBLE,FEASIBLE,comparable,11.965825,11.965825,0.0,299.893,299.893,0.0,0.49847810484764643,0.49847810484764643,0.0,2.093379471491827,2.093379471491827,0.0,False,False,False
B8_calibrated,logarithmic,adjacent_budget_01,adjacent_budget,10000000000000000000,2048,10000000000000000000000,2048,FEASIBLE,FEASIBLE,comparable,0.162405,6.86104,6.698635,8.389,226.492,218.10299999999998,0.49847810484764643,0.49847810484764643,0.0,3.030397627156985,2.1456111666541906,-0.8847864605027942,True,True,False
