grid_id,source_run_id,N_params_B,D_tokens_B,N_parameters_abs,D_tokens_abs,Q_setting,q0_reference,context_length_tokens,C_train_flops,C_Q_flops,C_attn_flops,C_total_flops,train_cost_share,quality_cost_share,attention_cost_share,cost_identity_pass
12,12,0.070542,2.097,70542000,2097000000,Q=Q0,0.49847810484764643,131072,887559444000000000,0,3877806381465600000,4765365825465600000,0.18625211085725638,0.0,0.8137478891427437,True
13,13,0.070542,4.194,70542000,4194000000,Q=Q0,0.49847810484764643,2048,1775118888000000000,0,121181449420800000,1896300337420800000,0.9360958562156765,0.0,0.06390414378432352,True
13,13,0.070542,4.194,70542000,4194000000,Q=Q0,0.49847810484764643,4096,1775118888000000000,0,242362898841600000,2017481786841600000,0.8798686062881277,0.0,0.12013139371187236,True
13,13,0.070542,4.194,70542000,4194000000,Q=Q0,0.49847810484764643,8192,1775118888000000000,0,484725797683200000,2259844685683200000,0.7855048177628823,0.0,0.21449518223711772,True
13,13,0.070542,4.194,70542000,4194000000,Q=Q0,0.49847810484764643,32768,1775118888000000000,0,1938903190732800000,3714022078732800000,0.4779505480499618,0.0,0.5220494519500383,True
13,13,0.070542,4.194,70542000,4194000000,Q=Q0,0.49847810484764643,131072,1775118888000000000,0,7755612762931200000,9530731650931200000,0.18625211085725638,0.0,0.8137478891427437,True
14,14,0.070542,6.291,70542000,6291000000,Q=Q0,0.49847810484764643,2048,2662678332000000000,0,181772174131200000,2844450506131200000,0.9360958562156765,0.0,0.06390414378432352,True
14,14,0.070542,6.291,70542000,6291000000,Q=Q0,0.49847810484764643,4096,2662678332000000000,0,363544348262400000,3026222680262400000,0.8798686062881277,0.0,0.12013139371187236,True
14,14,0.070542,6.291,70542000,6291000000,Q=Q0,0.49847810484764643,8192,2662678332000000000,0,727088696524800000,3389767028524800000,0.7855048177628823,0.0,0.21449518223711772,True
14,14,0.070542,6.291,70542000,6291000000,Q=Q0,0.49847810484764643,32768,2662678332000000000,0,2908354786099200000,5571033118099200000,0.4779505480499618,0.0,0.5220494519500383,True
14,14,0.070542,6.291,70542000,6291000000,Q=Q0,0.49847810484764643,131072,2662678332000000000,0,11633419144396800000,14296097476396800000,0.18625211085725638,0.0,0.8137478891427437,True
15,15,0.070542,8.389,70542000,8389000000,Q=Q0,0.49847810484764643,2048,3550661028000000000,0,242391792844800000,3793052820844800000,0.9360958562156765,0.0,0.06390414378432352,True
15,15,0.070542,8.389,70542000,8389000000,Q=Q0,0.49847810484764643,4096,3550661028000000000,0,484783585689600000,4035444613689600000,0.8798686062881277,0.0,0.12013139371187236,True
15,15,0.070542,8.389,70542000,8389000000,Q=Q0,0.49847810484764643,8192,3550661028000000000,0,969567171379200000,4520228199379200000,0.7855048177628823,0.0,0.21449518223711772,True
15,15,0.070542,8.389,70542000,8389000000,Q=Q0,0.49847810484764643,32768,3550661028000000000,0,3878268685516800000,7428929713516800000,0.4779505480499618,0.0,0.5220494519500383,True
15,15,0.070542,8.389,70542000,8389000000,Q=Q0,0.49847810484764643,131072,3550661028000000000,0,15513074742067200000,19063735770067200000,0.18625211085725638,0.0,0.8137478891427437,True
16,16,0.070542,10.486,70542000,10486000000,Q=Q0,0.49847810484764643,2048,4438220472000000000,0,302982517555200000,4741202989555200000,0.9360958562156765,0.0,0.06390414378432352,True
16,16,0.070542,10.486,70542000,10486000000,Q=Q0,0.49847810484764643,4096,4438220472000000000,0,605965035110400000,5044185507110400000,0.8798686062881277,0.0,0.12013139371187236,True
16,16,0.070542,10.486,70542000,10486000000,Q=Q0,0.49847810484764643,8192,4438220472000000000,0,1211930070220800000,5650150542220800000,0.7855048177628823,0.0,0.21449518223711772,True
16,16,0.070542,10.486,70542000,10486000000,Q=Q0,0.49847810484764643,32768,4438220472000000000,0,4847720280883200000,9285940752883200000,0.4779505480499618,0.0,0.5220494519500383,True
16,16,0.070542,10.486,70542000,10486000000,Q=Q0,0.49847810484764643,131072,4438220472000000000,0,19390881123532800000,23829101595532800000,0.18625211085725638,0.0,0.8137478891427437,True
17,17,0.070542,12.583,70542000,12583000000,Q=Q0,0.49847810484764643,2048,5325779916000000000,0,363573242265600000,5689353158265600000,0.9360958562156765,0.0,0.06390414378432352,True
17,17,0.070542,12.583,70542000,12583000000,Q=Q0,0.49847810484764643,4096,5325779916000000000,0,727146484531200000,6052926400531200000,0.8798686062881277,0.0,0.12013139371187236,True
17,17,0.070542,12.583,70542000,12583000000,Q=Q0,0.49847810484764643,8192,5325779916000000000,0,1454292969062400000,6780072885062400000,0.7855048177628823,0.0,0.21449518223711772,True
17,17,0.070542,12.583,70542000,12583000000,Q=Q0,0.49847810484764643,32768,5325779916000000000,0,5817171876249600000,11142951792249600000,0.4779505480499618,0.0,0.5220494519500383,True
17,17,0.070542,12.583,70542000,12583000000,Q=Q0,0.49847810484764643,131072,5325779916000000000,0,23268687504998400000,28594467420998400000,0.18625211085725638,0.0,0.8137478891427437,True
18,18,0.070542,14.68,70542000,14680000000,Q=Q0,0.49847810484764643,2048,6213339360000000000,0,424163966976000000,6637503326976000000,0.9360958562156765,0.0,0.06390414378432352,True
18,18,0.070542,14.68,70542000,14680000000,Q=Q0,0.49847810484764643,4096,6213339360000000000,0,848327933952000000,7061667293952000000,0.8798686062881277,0.0,0.12013139371187236,True
18,18,0.070542,14.68,70542000,14680000000,Q=Q0,0.49847810484764643,8192,6213339360000000000,0,1696655867904000000,7909995227904000000,0.7855048177628823,0.0,0.21449518223711772,True
18,18,0.070542,14.68,70542000,14680000000,Q=Q0,0.49847810484764643,32768,6213339360000000000,0,6786623471616000000,12999962831616000000,0.4779505480499618,0.0,0.5220494519500383,True
18,18,0.070542,14.68,70542000,14680000000,Q=Q0,0.49847810484764643,131072,6213339360000000000,0,27146493886464000000,33359833246464000000,0.18625211085725638,0.0,0.8137478891427437,True
19,19,0.070542,16.777,70542000,16777000000,Q=Q0,0.49847810484764643,2048,7100898804000000000,0,484754691686400000,7585653495686400000,0.9360958562156765,0.0,0.06390414378432352,True
19,19,0.070542,16.777,70542000,16777000000,Q=Q0,0.49847810484764643,4096,7100898804000000000,0,969509383372800000,8070408187372800000,0.8798686062881277,0.0,0.12013139371187236,True
19,19,0.070542,16.777,70542000,16777000000,Q=Q0,0.49847810484764643,8192,7100898804000000000,0,1939018766745600000,9039917570745600000,0.7855048177628823,0.0,0.21449518223711772,True
19,19,0.070542,16.777,70542000,16777000000,Q=Q0,0.49847810484764643,32768,7100898804000000000,0,7756075066982400000,14856973870982400000,0.4779505480499618,0.0,0.5220494519500383,True
19,19,0.070542,16.777,70542000,16777000000,Q=Q0,0.49847810484764643,131072,7100898804000000000,0,31024300267929600000,38125199071929600000,0.18625211085725638,0.0,0.8137478891427437,True
20,20,0.070542,18.874,70542000,18874000000,Q=Q0,0.49847810484764643,2048,7988458248000000000,0,545345416396800000,8533803664396800000,0.9360958562156765,0.0,0.06390414378432352,True
20,20,0.070542,18.874,70542000,18874000000,Q=Q0,0.49847810484764643,4096,7988458248000000000,0,1090690832793600000,9079149080793600000,0.8798686062881277,0.0,0.12013139371187236,True
20,20,0.070542,18.874,70542000,18874000000,Q=Q0,0.49847810484764643,8192,7988458248000000000,0,2181381665587200000,10169839913587200000,0.7855048177628823,0.0,0.21449518223711772,True
20,20,0.070542,18.874,70542000,18874000000,Q=Q0,0.49847810484764643,32768,7988458248000000000,0,8725526662348800000,16713984910348800000,0.4779505480499618,0.0,0.5220494519500383,True
20,20,0.070542,18.874,70542000,18874000000,Q=Q0,0.49847810484764643,131072,7988458248000000000,0,34902106649395200000,42890564897395200000,0.18625211085725638,0.0,0.8137478891427437,True
21,21,0.070542,20.972,70542000,20972000000,Q=Q0,0.49847810484764643,2048,8876440944000000000,0,605965035110400000,9482405979110400000,0.9360958562156765,0.0,0.06390414378432352,True
21,21,0.070542,20.972,70542000,20972000000,Q=Q0,0.49847810484764643,4096,8876440944000000000,0,1211930070220800000,10088371014220800000,0.8798686062881277,0.0,0.12013139371187236,True
21,21,0.070542,20.972,70542000,20972000000,Q=Q0,0.49847810484764643,8192,8876440944000000000,0,2423860140441600000,11300301084441600000,0.7855048177628823,0.0,0.21449518223711772,True
21,21,0.070542,20.972,70542000,20972000000,Q=Q0,0.49847810484764643,32768,8876440944000000000,0,9695440561766400000,18571881505766400000,0.4779505480499618,0.0,0.5220494519500383,True
21,21,0.070542,20.972,70542000,20972000000,Q=Q0,0.49847810484764643,131072,8876440944000000000,0,38781762247065600000,47658203191065600000,0.18625211085725638,0.0,0.8137478891427437,True
22,22,0.070542,23.069,70542000,23069000000,Q=Q0,0.49847810484764643,2048,9764000388000000000,0,666555759820800000,10430556147820800000,0.9360958562156765,0.0,0.06390414378432352,True
22,22,0.070542,23.069,70542000,23069000000,Q=Q0,0.49847810484764643,4096,9764000388000000000,0,1333111519641600000,11097111907641600000,0.8798686062881277,0.0,0.12013139371187236,True
22,22,0.070542,23.069,70542000,23069000000,Q=Q0,0.49847810484764643,8192,9764000388000000000,0,2666223039283200000,12430223427283200000,0.7855048177628823,0.0,0.21449518223711772,True
22,22,0.070542,23.069,70542000,23069000000,Q=Q0,0.49847810484764643,32768,9764000388000000000,0,10664892157132800000,20428892545132800000,0.4779505480499618,0.0,0.5220494519500383,True
22,22,0.070542,23.069,70542000,23069000000,Q=Q0,0.49847810484764643,131072,9764000388000000000,0,42659568628531200000,52423569016531200000,0.18625211085725638,0.0,0.8137478891427437,True
23,23,0.070542,25.166,70542000,25166000000,Q=Q0,0.49847810484764643,2048,10651559832000000000,0,727146484531200000,11378706316531200000,0.9360958562156765,0.0,0.06390414378432352,True
23,23,0.070542,25.166,70542000,25166000000,Q=Q0,0.49847810484764643,4096,10651559832000000000,0,1454292969062400000,12105852801062400000,0.8798686062881277,0.0,0.12013139371187236,True
23,23,0.070542,25.166,70542000,25166000000,Q=Q0,0.49847810484764643,8192,10651559832000000000,0,2908585938124800000,13560145770124800000,0.7855048177628823,0.0,0.21449518223711772,True
23,23,0.070542,25.166,70542000,25166000000,Q=Q0,0.49847810484764643,32768,10651559832000000000,0,11634343752499200000,22285903584499200000,0.4779505480499618,0.0,0.5220494519500383,True
23,23,0.070542,25.166,70542000,25166000000,Q=Q0,0.49847810484764643,131072,10651559832000000000,0,46537375009996800000,57188934841996800000,0.18625211085725638,0.0,0.8137478891427437,True
24,24,0.070542,27.263,70542000,27263000000,Q=Q0,0.49847810484764643,2048,11539119276000000000,0,787737209241600000,12326856485241600000,0.9360958562156765,0.0,0.06390414378432352,True
24,24,0.070542,27.263,70542000,27263000000,Q=Q0,0.49847810484764643,4096,11539119276000000000,0,1575474418483200000,13114593694483200000,0.8798686062881277,0.0,0.12013139371187236,True
24,24,0.070542,27.263,70542000,27263000000,Q=Q0,0.49847810484764643,8192,11539119276000000000,0,3150948836966400000,14690068112966400000,0.7855048177628823,0.0,0.21449518223711772,True
24,24,0.070542,27.263,70542000,27263000000,Q=Q0,0.49847810484764643,32768,11539119276000000000,0,12603795347865600000,24142914623865600000,0.4779505480499618,0.0,0.5220494519500383,True
24,24,0.070542,27.263,70542000,27263000000,Q=Q0,0.49847810484764643,131072,11539119276000000000,0,50415181391462400000,61954300667462400000,0.18625211085725638,0.0,0.8137478891427437,True
25,25,0.070542,29.36,70542000,29360000000,Q=Q0,0.49847810484764643,2048,12426678720000000000,0,848327933952000000,13275006653952000000,0.9360958562156765,0.0,0.06390414378432352,True
25,25,0.070542,29.36,70542000,29360000000,Q=Q0,0.49847810484764643,4096,12426678720000000000,0,1696655867904000000,14123334587904000000,0.8798686062881277,0.0,0.12013139371187236,True
25,25,0.070542,29.36,70542000,29360000000,Q=Q0,0.49847810484764643,8192,12426678720000000000,0,3393311735808000000,15819990455808000000,0.7855048177628823,0.0,0.21449518223711772,True
25,25,0.070542,29.36,70542000,29360000000,Q=Q0,0.49847810484764643,32768,12426678720000000000,0,13573246943232000000,25999925663232000000,0.4779505480499618,0.0,0.5220494519500383,True
25,25,0.070542,29.36,70542000,29360000000,Q=Q0,0.49847810484764643,131072,12426678720000000000,0,54292987772928000000,66719666492928000000,0.18625211085725638,0.0,0.8137478891427437,True
26,26,0.070542,31.457,70542000,31457000000,Q=Q0,0.49847810484764643,2048,13314238164000000000,0,908918658662400000,14223156822662400000,0.9360958562156765,0.0,0.06390414378432352,True
26,26,0.070542,31.457,70542000,31457000000,Q=Q0,0.49847810484764643,4096,13314238164000000000,0,1817837317324800000,15132075481324800000,0.8798686062881277,0.0,0.12013139371187236,True
26,26,0.070542,31.457,70542000,31457000000,Q=Q0,0.49847810484764643,8192,13314238164000000000,0,3635674634649600000,16949912798649600000,0.7855048177628823,0.0,0.21449518223711772,True
26,26,0.070542,31.457,70542000,31457000000,Q=Q0,0.49847810484764643,32768,13314238164000000000,0,14542698538598400000,27856936702598400000,0.4779505480499618,0.0,0.5220494519500383,True
26,26,0.070542,31.457,70542000,31457000000,Q=Q0,0.49847810484764643,131072,13314238164000000000,0,58170794154393600000,71485032318393600000,0.18625211085725638,0.0,0.8137478891427437,True
27,27,0.070542,33.554,70542000,33554000000,Q=Q0,0.49847810484764643,2048,14201797608000000000,0,969509383372800000,15171306991372800000,0.9360958562156765,0.0,0.06390414378432352,True
27,27,0.070542,33.554,70542000,33554000000,Q=Q0,0.49847810484764643,4096,14201797608000000000,0,1939018766745600000,16140816374745600000,0.8798686062881277,0.0,0.12013139371187236,True
27,27,0.070542,33.554,70542000,33554000000,Q=Q0,0.49847810484764643,8192,14201797608000000000,0,3878037533491200000,18079835141491200000,0.7855048177628823,0.0,0.21449518223711772,True
27,27,0.070542,33.554,70542000,33554000000,Q=Q0,0.49847810484764643,32768,14201797608000000000,0,15512150133964800000,29713947741964800000,0.4779505480499618,0.0,0.5220494519500383,True
27,27,0.070542,33.554,70542000,33554000000,Q=Q0,0.49847810484764643,131072,14201797608000000000,0,62048600535859200000,76250398143859200000,0.18625211085725638,0.0,0.8137478891427437,True
28,28,0.070542,35.652,70542000,35652000000,Q=Q0,0.49847810484764643,2048,15089780304000000000,0,1030129002086400000,16119909306086400000,0.9360958562156765,0.0,0.06390414378432352,True
28,28,0.070542,35.652,70542000,35652000000,Q=Q0,0.49847810484764643,4096,15089780304000000000,0,2060258004172800000,17150038308172800000,0.8798686062881277,0.0,0.12013139371187236,True
28,28,0.070542,35.652,70542000,35652000000,Q=Q0,0.49847810484764643,8192,15089780304000000000,0,4120516008345600000,19210296312345600000,0.7855048177628823,0.0,0.21449518223711772,True
28,28,0.070542,35.652,70542000,35652000000,Q=Q0,0.49847810484764643,32768,15089780304000000000,0,16482064033382400000,31571844337382400000,0.4779505480499618,0.0,0.5220494519500383,True
28,28,0.070542,35.652,70542000,35652000000,Q=Q0,0.49847810484764643,131072,15089780304000000000,0,65928256133529600000,81018036437529600000,0.18625211085725638,0.0,0.8137478891427437,True
29,29,0.070542,37.749,70542000,37749000000,Q=Q0,0.49847810484764643,2048,15977339748000000000,0,1090719726796800000,17068059474796800000,0.9360958562156765,0.0,0.06390414378432352,True
29,29,0.070542,37.749,70542000,37749000000,Q=Q0,0.49847810484764643,4096,15977339748000000000,0,2181439453593600000,18158779201593600000,0.8798686062881277,0.0,0.12013139371187236,True
29,29,0.070542,37.749,70542000,37749000000,Q=Q0,0.49847810484764643,8192,15977339748000000000,0,4362878907187200000,20340218655187200000,0.7855048177628823,0.0,0.21449518223711772,True
29,29,0.070542,37.749,70542000,37749000000,Q=Q0,0.49847810484764643,32768,15977339748000000000,0,17451515628748800000,33428855376748800000,0.4779505480499618,0.0,0.5220494519500383,True
29,29,0.070542,37.749,70542000,37749000000,Q=Q0,0.49847810484764643,131072,15977339748000000000,0,69806062514995200000,85783402262995200000,0.18625211085725638,0.0,0.8137478891427437,True
30,30,0.070542,39.846,70542000,39846000000,Q=Q0,0.49847810484764643,2048,16864899192000000000,0,1151310451507200000,18016209643507200000,0.9360958562156765,0.0,0.06390414378432352,True
30,30,0.070542,39.846,70542000,39846000000,Q=Q0,0.49847810484764643,4096,16864899192000000000,0,2302620903014400000,19167520095014400000,0.8798686062881277,0.0,0.12013139371187236,True
30,30,0.070542,39.846,70542000,39846000000,Q=Q0,0.49847810484764643,8192,16864899192000000000,0,4605241806028800000,21470140998028800000,0.7855048177628823,0.0,0.21449518223711772,True
30,30,0.070542,39.846,70542000,39846000000,Q=Q0,0.49847810484764643,32768,16864899192000000000,0,18420967224115200000,35285866416115200000,0.4779505480499618,0.0,0.5220494519500383,True
30,30,0.070542,39.846,70542000,39846000000,Q=Q0,0.49847810484764643,131072,16864899192000000000,0,73683868896460800000,90548768088460800000,0.18625211085725638,0.0,0.8137478891427437,True
31,31,0.070542,41.943,70542000,41943000000,Q=Q0,0.49847810484764643,2048,17752458636000000000,0,1211901176217600000,18964359812217600000,0.9360958562156765,0.0,0.06390414378432352,True
31,31,0.070542,41.943,70542000,41943000000,Q=Q0,0.49847810484764643,4096,17752458636000000000,0,2423802352435200000,20176260988435200000,0.8798686062881277,0.0,0.12013139371187236,True
31,31,0.070542,41.943,70542000,41943000000,Q=Q0,0.49847810484764643,8192,17752458636000000000,0,4847604704870400000,22600063340870400000,0.7855048177628823,0.0,0.21449518223711772,True
31,31,0.070542,41.943,70542000,41943000000,Q=Q0,0.49847810484764643,32768,17752458636000000000,0,19390418819481600000,37142877455481600000,0.4779505480499618,0.0,0.5220494519500383,True
31,31,0.070542,41.943,70542000,41943000000,Q=Q0,0.49847810484764643,131072,17752458636000000000,0,77561675277926400000,95314133913926400000,0.18625211085725638,0.0,0.8137478891427437,True
32,32,0.070542,44.04,70542000,44040000000,Q=Q0,0.49847810484764643,2048,18640018080000000000,0,1272491900928000000,19912509980928000000,0.9360958562156765,0.0,0.06390414378432352,True
32,32,0.070542,44.04,70542000,44040000000,Q=Q0,0.49847810484764643,4096,18640018080000000000,0,2544983801856000000,21185001881856000000,0.8798686062881277,0.0,0.12013139371187236,True
32,32,0.070542,44.04,70542000,44040000000,Q=Q0,0.49847810484764643,8192,18640018080000000000,0,5089967603712000000,23729985683712000000,0.7855048177628823,0.0,0.21449518223711772,True
32,32,0.070542,44.04,70542000,44040000000,Q=Q0,0.49847810484764643,32768,18640018080000000000,0,20359870414848000000,38999888494848000000,0.4779505480499618,0.0,0.5220494519500383,True
32,32,0.070542,44.04,70542000,44040000000,Q=Q0,0.49847810484764643,131072,18640018080000000000,0,81439481659392000000,100079499739392000000,0.18625211085725638,0.0,0.8137478891427437,True
33,33,0.070542,46.137,70542000,46137000000,Q=Q0,0.49847810484764643,2048,19527577524000000000,0,1333082625638400000,20860660149638400000,0.9360958562156765,0.0,0.06390414378432352,True
33,33,0.070542,46.137,70542000,46137000000,Q=Q0,0.49847810484764643,4096,19527577524000000000,0,2666165251276800000,22193742775276800000,0.8798686062881277,0.0,0.12013139371187236,True
33,33,0.070542,46.137,70542000,46137000000,Q=Q0,0.49847810484764643,8192,19527577524000000000,0,5332330502553600000,24859908026553600000,0.7855048177628823,0.0,0.21449518223711772,True
33,33,0.070542,46.137,70542000,46137000000,Q=Q0,0.49847810484764643,32768,19527577524000000000,0,21329322010214400000,40856899534214400000,0.4779505480499618,0.0,0.5220494519500383,True
33,33,0.070542,46.137,70542000,46137000000,Q=Q0,0.49847810484764643,131072,19527577524000000000,0,85317288040857600000,104844865564857600000,0.18625211085725638,0.0,0.8137478891427437,True
34,34,0.070542,48.234,70542000,48234000000,Q=Q0,0.49847810484764643,2048,20415136968000000000,0,1393673350348800000,21808810318348800000,0.9360958562156765,0.0,0.06390414378432352,True
34,34,0.070542,48.234,70542000,48234000000,Q=Q0,0.49847810484764643,4096,20415136968000000000,0,2787346700697600000,23202483668697600000,0.8798686062881277,0.0,0.12013139371187236,True
34,34,0.070542,48.234,70542000,48234000000,Q=Q0,0.49847810484764643,8192,20415136968000000000,0,5574693401395200000,25989830369395200000,0.7855048177628823,0.0,0.21449518223711772,True
34,34,0.070542,48.234,70542000,48234000000,Q=Q0,0.49847810484764643,32768,20415136968000000000,0,22298773605580800000,42713910573580800000,0.4779505480499618,0.0,0.5220494519500383,True
34,34,0.070542,48.234,70542000,48234000000,Q=Q0,0.49847810484764643,131072,20415136968000000000,0,89195094422323200000,109610231390323200000,0.18625211085725638,0.0,0.8137478891427437,True
35,35,0.070542,50.332,70542000,50332000000,Q=Q0,0.49847810484764643,2048,21303119664000000000,0,1454292969062400000,22757412633062400000,0.9360958562156765,0.0,0.06390414378432352,True
35,35,0.070542,50.332,70542000,50332000000,Q=Q0,0.49847810484764643,4096,21303119664000000000,0,2908585938124800000,24211705602124800000,0.8798686062881277,0.0,0.12013139371187236,True
35,35,0.070542,50.332,70542000,50332000000,Q=Q0,0.49847810484764643,8192,21303119664000000000,0,5817171876249600000,27120291540249600000,0.7855048177628823,0.0,0.21449518223711772,True
35,35,0.070542,50.332,70542000,50332000000,Q=Q0,0.49847810484764643,32768,21303119664000000000,0,23268687504998400000,44571807168998400000,0.4779505480499618,0.0,0.5220494519500383,True
35,35,0.070542,50.332,70542000,50332000000,Q=Q0,0.49847810484764643,131072,21303119664000000000,0,93074750019993600000,114377869683993600000,0.18625211085725638,0.0,0.8137478891427437,True
36,36,0.070542,52.429,70542000,52429000000,Q=Q0,0.49847810484764643,2048,22190679108000000000,0,1514883693772800000,23705562801772800000,0.9360958562156765,0.0,0.06390414378432352,True
36,36,0.070542,52.429,70542000,52429000000,Q=Q0,0.49847810484764643,4096,22190679108000000000,0,3029767387545600000,25220446495545600000,0.8798686062881277,0.0,0.12013139371187236,True
36,36,0.070542,52.429,70542000,52429000000,Q=Q0,0.49847810484764643,8192,22190679108000000000,0,6059534775091200000,28250213883091200000,0.7855048177628823,0.0,0.21449518223711772,True
36,36,0.070542,52.429,70542000,52429000000,Q=Q0,0.49847810484764643,32768,22190679108000000000,0,24238139100364800000,46428818208364800000,0.4779505480499618,0.0,0.5220494519500383,True
36,36,0.070542,52.429,70542000,52429000000,Q=Q0,0.49847810484764643,131072,22190679108000000000,0,96952556401459200000,119143235509459200000,0.18625211085725638,0.0,0.8137478891427437,True
37,37,0.070542,54.526,70542000,54526000000,Q=Q0,0.49847810484764643,2048,23078238552000000000,0,1575474418483200000,24653712970483200000,0.9360958562156765,0.0,0.06390414378432352,True
37,37,0.070542,54.526,70542000,54526000000,Q=Q0,0.49847810484764643,4096,23078238552000000000,0,3150948836966400000,26229187388966400000,0.8798686062881277,0.0,0.12013139371187236,True
37,37,0.070542,54.526,70542000,54526000000,Q=Q0,0.49847810484764643,8192,23078238552000000000,0,6301897673932800000,29380136225932800000,0.7855048177628823,0.0,0.21449518223711772,True
37,37,0.070542,54.526,70542000,54526000000,Q=Q0,0.49847810484764643,32768,23078238552000000000,0,25207590695731200000,48285829247731200000,0.4779505480499618,0.0,0.5220494519500383,True
37,37,0.070542,54.526,70542000,54526000000,Q=Q0,0.49847810484764643,131072,23078238552000000000,0,100830362782924800000,123908601334924800000,0.18625211085725638,0.0,0.8137478891427437,True
38,38,0.070542,56.623,70542000,56623000000,Q=Q0,0.49847810484764643,2048,23965797996000000000,0,1636065143193600000,25601863139193600000,0.9360958562156765,0.0,0.06390414378432352,True
38,38,0.070542,56.623,70542000,56623000000,Q=Q0,0.49847810484764643,4096,23965797996000000000,0,3272130286387200000,27237928282387200000,0.8798686062881277,0.0,0.12013139371187236,True
