scenario_id,budget_flops,context_length_tokens,grid_id,source_run_id,N_params_B,D_tokens_B,support_feasible,support_feasible_source_column,budget_feasible_recomputed,budget_feasible_existing,final_feasible_recomputed,cost_fields_match,mask_fields_match,C_train_flops,C_Q_flops,C_attn_flops,C_total_flops,budget_slack_flops
C10000000000000000000_L2048,10000000000000000000,2048,30,30,0.070542,39.846,True,m3_search_allowed,False,False,False,True,True,16864899192000000000,0,1151310451507200000,18016209643507200000,-8016209643507200000
C10000000000000000000_L2048,10000000000000000000,2048,31,31,0.070542,41.943,True,m3_search_allowed,False,False,False,True,True,17752458636000000000,0,1211901176217600000,18964359812217600000,-8964359812217600000
C10000000000000000000_L2048,10000000000000000000,2048,32,32,0.070542,44.04,True,m3_search_allowed,False,False,False,True,True,18640018080000000000,0,1272491900928000000,19912509980928000000,-9912509980928000000
C10000000000000000000_L2048,10000000000000000000,2048,33,33,0.070542,46.137,True,m3_search_allowed,False,False,False,True,True,19527577524000000000,0,1333082625638400000,20860660149638400000,-10860660149638400000
C10000000000000000000_L2048,10000000000000000000,2048,34,34,0.070542,48.234,True,m3_search_allowed,False,False,False,True,True,20415136968000000000,0,1393673350348800000,21808810318348800000,-11808810318348800000
C10000000000000000000_L2048,10000000000000000000,2048,35,35,0.070542,50.332,True,m3_search_allowed,False,False,False,True,True,21303119664000000000,0,1454292969062400000,22757412633062400000,-12757412633062400000
C10000000000000000000_L2048,10000000000000000000,2048,36,36,0.070542,52.429,True,m3_search_allowed,False,False,False,True,True,22190679108000000000,0,1514883693772800000,23705562801772800000,-13705562801772800000
C10000000000000000000_L2048,10000000000000000000,2048,37,37,0.070542,54.526,True,m3_search_allowed,False,False,False,True,True,23078238552000000000,0,1575474418483200000,24653712970483200000,-14653712970483200000
C10000000000000000000_L2048,10000000000000000000,2048,38,38,0.070542,56.623,True,m3_search_allowed,False,False,False,True,True,23965797996000000000,0,1636065143193600000,25601863139193600000,-15601863139193600000
C10000000000000000000_L2048,10000000000000000000,2048,39,39,0.070542,58.72,True,m3_search_allowed,False,False,False,True,True,24853357440000000000,0,1696655867904000000,26550013307904000000,-16550013307904000000
C10000000000000000000_L2048,10000000000000000000,2048,40,40,0.070542,60.817,True,m3_search_allowed,False,False,False,True,True,25740916884000000000,0,1757246592614400000,27498163476614400000,-17498163476614400000
C10000000000000000000_L2048,10000000000000000000,2048,41,41,0.070542,62.915,True,m3_search_allowed,False,False,False,True,True,26628899580000000000,0,1817866211328000000,28446765791328000000,-18446765791328000000
C10000000000000000000_L2048,10000000000000000000,2048,42,42,0.070542,65.012,True,m3_search_allowed,False,False,False,True,True,27516459024000000000,0,1878456936038400000,29394915960038400000,-19394915960038400000
C10000000000000000000_L2048,10000000000000000000,2048,43,43,0.070542,67.109,True,m3_search_allowed,False,False,False,True,True,28404018468000000000,0,1939047660748800000,30343066128748800000,-20343066128748800000
C10000000000000000000_L2048,10000000000000000000,2048,44,44,0.070542,69.206,True,m3_search_allowed,False,False,False,True,True,29291577912000000000,0,1999638385459200000,31291216297459200000,-21291216297459200000
C10000000000000000000_L2048,10000000000000000000,2048,45,45,0.070542,71.303,True,m3_search_allowed,False,False,False,True,True,30179137356000000000,0,2060229110169600000,32239366466169600000,-22239366466169600000
C10000000000000000000_L2048,10000000000000000000,2048,46,46,0.070542,73.4,True,m3_search_allowed,False,False,False,True,True,31066696800000000000,0,2120819834880000000,33187516634880000000,-23187516634880000000
C10000000000000000000_L2048,10000000000000000000,2048,47,47,0.070542,75.497,True,m3_search_allowed,False,False,False,True,True,31954256244000000000,0,2181410559590400000,34135666803590400000,-24135666803590400000
C10000000000000000000_L2048,10000000000000000000,2048,48,48,0.070542,77.595,True,m3_search_allowed,False,False,False,True,True,32842238940000000000,0,2242030178304000000,35084269118304000000,-25084269118304000000
C10000000000000000000_L2048,10000000000000000000,2048,49,49,0.070542,79.692,True,m3_search_allowed,False,False,False,True,True,33729798384000000000,0,2302620903014400000,36032419287014400000,-26032419287014400000
C10000000000000000000_L2048,10000000000000000000,2048,50,50,0.070542,81.789,True,m3_search_allowed,False,False,False,True,True,34617357828000000000,0,2363211627724800000,36980569455724800000,-26980569455724800000
C10000000000000000000_L2048,10000000000000000000,2048,51,51,0.070542,83.886,True,m3_search_allowed,False,False,False,True,True,35504917272000000000,0,2423802352435200000,37928719624435200000,-27928719624435200000
C10000000000000000000_L2048,10000000000000000000,2048,52,52,0.070542,85.983,True,m3_search_allowed,False,False,False,True,True,36392476716000000000,0,2484393077145600000,38876869793145600000,-28876869793145600000
C10000000000000000000_L2048,10000000000000000000,2048,53,53,0.070542,88.08,True,m3_search_allowed,False,False,False,True,True,37280036160000000000,0,2544983801856000000,39825019961856000000,-29825019961856000000
C10000000000000000000_L2048,10000000000000000000,2048,54,54,0.070542,90.178,True,m3_search_allowed,False,False,False,True,True,38168018856000000000,0,2605603420569600000,40773622276569600000,-30773622276569600000
C10000000000000000000_L2048,10000000000000000000,2048,55,55,0.070542,92.275,True,m3_search_allowed,False,False,False,True,True,39055578300000000000,0,2666194145280000000,41721772445280000000,-31721772445280000000
C10000000000000000000_L2048,10000000000000000000,2048,56,56,0.070542,94.372,True,m3_search_allowed,False,False,False,True,True,39943137744000000000,0,2726784869990400000,42669922613990400000,-32669922613990400000
C10000000000000000000_L2048,10000000000000000000,2048,57,57,0.070542,96.469,True,m3_search_allowed,False,False,False,True,True,40830697188000000000,0,2787375594700800000,43618072782700800000,-33618072782700800000
C10000000000000000000_L2048,10000000000000000000,2048,58,58,0.070542,98.566,True,m3_search_allowed,False,False,False,True,True,41718256632000000000,0,2847966319411200000,44566222951411200000,-34566222951411200000
C10000000000000000000_L2048,10000000000000000000,2048,59,59,0.070542,100.663,True,m3_search_allowed,False,False,False,True,True,42605816076000000000,0,2908557044121600000,45514373120121600000,-35514373120121600000
C10000000000000000000_L2048,10000000000000000000,2048,60,60,0.070542,102.76,True,m3_search_allowed,False,False,False,True,True,43493375520000000000,0,2969147768832000000,46462523288832000000,-36462523288832000000
C10000000000000000000_L2048,10000000000000000000,2048,61,61,0.070542,104.858,True,m3_search_allowed,False,False,False,True,True,44381358216000000000,0,3029767387545600000,47411125603545600000,-37411125603545600000
C10000000000000000000_L2048,10000000000000000000,2048,62,62,0.070542,106.955,True,m3_search_allowed,False,False,False,True,True,45268917660000000000,0,3090358112256000000,48359275772256000000,-38359275772256000000
C10000000000000000000_L2048,10000000000000000000,2048,63,63,0.070542,109.052,True,m3_search_allowed,False,False,False,True,True,46156477104000000000,0,3150948836966400000,49307425940966400000,-39307425940966400000
C10000000000000000000_L2048,10000000000000000000,2048,64,64,0.070542,111.149,True,m3_search_allowed,False,False,False,True,True,47044036548000000000,0,3211539561676800000,50255576109676800000,-40255576109676800000
C10000000000000000000_L2048,10000000000000000000,2048,65,65,0.070542,113.246,True,m3_search_allowed,False,False,False,True,True,47931595992000000000,0,3272130286387200000,51203726278387200000,-41203726278387200000
C10000000000000000000_L2048,10000000000000000000,2048,66,66,0.070542,115.343,True,m3_search_allowed,False,False,False,True,True,48819155436000000000,0,3332721011097600000,52151876447097600000,-42151876447097600000
C10000000000000000000_L2048,10000000000000000000,2048,67,67,0.070542,117.441,True,m3_search_allowed,False,False,False,True,True,49707138132000000000,0,3393340629811200000,53100478761811200000,-43100478761811200000
C10000000000000000000_L2048,10000000000000000000,2048,68,68,0.070542,119.538,True,m3_search_allowed,False,False,False,True,True,50594697576000000000,0,3453931354521600000,54048628930521600000,-44048628930521600000
C10000000000000000000_L2048,10000000000000000000,2048,69,69,0.070542,121.635,True,m3_search_allowed,False,False,False,True,True,51482257020000000000,0,3514522079232000000,54996779099232000000,-44996779099232000000
C10000000000000000000_L2048,10000000000000000000,2048,70,70,0.070542,123.732,True,m3_search_allowed,False,False,False,True,True,52369816464000000000,0,3575112803942400000,55944929267942400000,-45944929267942400000
C10000000000000000000_L2048,10000000000000000000,2048,71,71,0.070542,125.829,True,m3_search_allowed,False,False,False,True,True,53257375908000000000,0,3635703528652800000,56893079436652800000,-46893079436652800000
C10000000000000000000_L2048,10000000000000000000,2048,72,72,0.070542,127.926,True,m3_search_allowed,False,False,False,True,True,54144935352000000000,0,3696294253363200000,57841229605363200000,-47841229605363200000
C10000000000000000000_L2048,10000000000000000000,2048,73,73,0.070542,130.023,True,m3_search_allowed,False,False,False,True,True,55032494796000000000,0,3756884978073600000,58789379774073600000,-48789379774073600000
C10000000000000000000_L2048,10000000000000000000,2048,74,74,0.070542,132.121,True,m3_search_allowed,False,False,False,True,True,55920477492000000000,0,3817504596787200000,59737982088787200000,-49737982088787200000
C10000000000000000000_L2048,10000000000000000000,2048,75,75,0.070542,134.218,True,m3_search_allowed,False,False,False,True,True,56808036936000000000,0,3878095321497600000,60686132257497600000,-50686132257497600000
C10000000000000000000_L2048,10000000000000000000,2048,76,76,0.070542,136.315,True,m3_search_allowed,False,False,False,True,True,57695596380000000000,0,3938686046208000000,61634282426208000000,-51634282426208000000
C10000000000000000000_L2048,10000000000000000000,2048,77,77,0.070542,138.412,True,m3_search_allowed,False,False,False,True,True,58583155824000000000,0,3999276770918400000,62582432594918400000,-52582432594918400000
C10000000000000000000_L2048,10000000000000000000,2048,78,78,0.070542,140.509,True,m3_search_allowed,False,False,False,True,True,59470715268000000000,0,4059867495628800000,63530582763628800000,-53530582763628800000
C10000000000000000000_L2048,10000000000000000000,2048,79,79,0.070542,142.606,True,m3_search_allowed,False,False,False,True,True,60358274712000000000,0,4120458220339200000,64478732932339200000,-54478732932339200000
C10000000000000000000_L2048,10000000000000000000,2048,80,80,0.070542,144.703,True,m3_search_allowed,False,False,False,True,True,61245834156000000000,0,4181048945049600000,65426883101049600000,-55426883101049600000
C10000000000000000000_L2048,10000000000000000000,2048,81,81,0.070542,146.801,True,m3_search_allowed,False,False,False,True,True,62133816852000000000,0,4241668563763200000,66375485415763200000,-56375485415763200000
C10000000000000000000_L2048,10000000000000000000,2048,82,82,0.070542,148.898,True,m3_search_allowed,False,False,False,True,True,63021376296000000000,0,4302259288473600000,67323635584473600000,-57323635584473600000
C10000000000000000000_L2048,10000000000000000000,2048,83,83,0.070542,150.995,True,m3_search_allowed,False,False,False,True,True,63908935740000000000,0,4362850013184000000,68271785753184000000,-58271785753184000000
C10000000000000000000_L2048,10000000000000000000,2048,84,84,0.070542,153.092,True,m3_search_allowed,False,False,False,True,True,64796495184000000000,0,4423440737894400000,69219935921894400000,-59219935921894400000
C10000000000000000000_L2048,10000000000000000000,2048,85,85,0.070542,155.189,True,m3_search_allowed,False,False,False,True,True,65684054628000000000,0,4484031462604800000,70168086090604800000,-60168086090604800000
C10000000000000000000_L2048,10000000000000000000,2048,86,86,0.070542,157.286,True,m3_search_allowed,False,False,False,True,True,66571614072000000000,0,4544622187315200000,71116236259315200000,-61116236259315200000
C10000000000000000000_L2048,10000000000000000000,2048,87,87,0.070542,159.384,True,m3_search_allowed,False,False,False,True,True,67459596768000000000,0,4605241806028800000,72064838574028800000,-62064838574028800000
C10000000000000000000_L2048,10000000000000000000,2048,88,88,0.070542,161.481,True,m3_search_allowed,False,False,False,True,True,68347156212000000000,0,4665832530739200000,73012988742739200000,-63012988742739200000
C10000000000000000000_L2048,10000000000000000000,2048,89,89,0.070542,163.578,True,m3_search_allowed,False,False,False,True,True,69234715656000000000,0,4726423255449600000,73961138911449600000,-63961138911449600000
C10000000000000000000_L2048,10000000000000000000,2048,90,90,0.070542,165.675,True,m3_search_allowed,False,False,False,True,True,70122275100000000000,0,4787013980160000000,74909289080160000000,-64909289080160000000
C10000000000000000000_L2048,10000000000000000000,2048,91,91,0.070542,167.772,True,m3_search_allowed,False,False,False,True,True,71009834544000000000,0,4847604704870400000,75857439248870400000,-65857439248870400000
C10000000000000000000_L2048,10000000000000000000,2048,92,92,0.070542,169.869,True,m3_search_allowed,False,False,False,True,True,71897393988000000000,0,4908195429580800000,76805589417580800000,-66805589417580800000
C10000000000000000000_L2048,10000000000000000000,2048,93,93,0.070542,171.966,True,m3_search_allowed,False,False,False,True,True,72784953432000000000,0,4968786154291200000,77753739586291200000,-67753739586291200000
C10000000000000000000_L2048,10000000000000000000,2048,94,94,0.070542,174.064,True,m3_search_allowed,False,False,False,True,True,73672936128000000000,0,5029405773004800000,78702341901004800000,-68702341901004800000
C10000000000000000000_L2048,10000000000000000000,2048,95,95,0.070542,176.161,True,m3_search_allowed,False,False,False,True,True,74560495572000000000,0,5089996497715200000,79650492069715200000,-69650492069715200000
C10000000000000000000_L2048,10000000000000000000,2048,96,96,0.070542,178.258,True,m3_search_allowed,False,False,False,True,True,75448055016000000000,0,5150587222425600000,80598642238425600000,-70598642238425600000
C10000000000000000000_L2048,10000000000000000000,2048,97,97,0.070542,180.355,True,m3_search_allowed,False,False,False,True,True,76335614460000000000,0,5211177947136000000,81546792407136000000,-71546792407136000000
C10000000000000000000_L2048,10000000000000000000,2048,98,98,0.070542,182.452,True,m3_search_allowed,False,False,False,True,True,77223173904000000000,0,5271768671846400000,82494942575846400000,-72494942575846400000
C10000000000000000000_L2048,10000000000000000000,2048,99,99,0.070542,184.549,True,m3_search_allowed,False,False,False,True,True,78110733348000000000,0,5332359396556800000,83443092744556800000,-73443092744556800000
C10000000000000000000_L2048,10000000000000000000,2048,100,100,0.070542,186.647,True,m3_search_allowed,False,False,False,True,True,78998716044000000000,0,5392979015270400000,84391695059270400000,-74391695059270400000
C10000000000000000000_L2048,10000000000000000000,2048,101,101,0.070542,188.744,True,m3_search_allowed,False,False,False,True,True,79886275488000000000,0,5453569739980800000,85339845227980800000,-75339845227980800000
C10000000000000000000_L2048,10000000000000000000,2048,102,102,0.070542,190.841,True,m3_search_allowed,False,False,False,True,True,80773834932000000000,0,5514160464691200000,86287995396691200000,-76287995396691200000
C10000000000000000000_L2048,10000000000000000000,2048,103,103,0.070542,192.938,True,m3_search_allowed,False,False,False,True,True,81661394376000000000,0,5574751189401600000,87236145565401600000,-77236145565401600000
C10000000000000000000_L2048,10000000000000000000,2048,104,104,0.070542,195.035,True,m3_search_allowed,False,False,False,True,True,82548953820000000000,0,5635341914112000000,88184295734112000000,-78184295734112000000
C10000000000000000000_L2048,10000000000000000000,2048,105,105,0.070542,197.132,True,m3_search_allowed,False,False,False,True,True,83436513264000000000,0,5695932638822400000,89132445902822400000,-79132445902822400000
C10000000000000000000_L2048,10000000000000000000,2048,106,106,0.070542,199.229,True,m3_search_allowed,False,False,False,True,True,84324072708000000000,0,5756523363532800000,90080596071532800000,-80080596071532800000
C10000000000000000000_L2048,10000000000000000000,2048,107,107,0.070542,201.327,True,m3_search_allowed,False,False,False,True,True,85212055404000000000,0,5817142982246400000,91029198386246400000,-81029198386246400000
C10000000000000000000_L2048,10000000000000000000,2048,108,108,0.070542,203.424,True,m3_search_allowed,False,False,False,True,True,86099614848000000000,0,5877733706956800000,91977348554956800000,-81977348554956800000
C10000000000000000000_L2048,10000000000000000000,2048,109,109,0.070542,205.521,True,m3_search_allowed,False,False,False,True,True,86987174292000000000,0,5938324431667200000,92925498723667200000,-82925498723667200000
C10000000000000000000_L2048,10000000000000000000,2048,110,110,0.070542,207.618,True,m3_search_allowed,False,False,False,True,True,87874733736000000000,0,5998915156377600000,93873648892377600000,-83873648892377600000
C10000000000000000000_L2048,10000000000000000000,2048,111,111,0.070542,209.715,True,m3_search_allowed,False,False,False,True,True,88762293180000000000,0,6059505881088000000,94821799061088000000,-84821799061088000000
C10000000000000000000_L2048,10000000000000000000,2048,112,112,0.070542,211.812,True,m3_search_allowed,False,False,False,True,True,89649852624000000000,0,6120096605798400000,95769949229798400000,-85769949229798400000
C10000000000000000000_L2048,10000000000000000000,2048,113,113,0.070542,213.91,True,m3_search_allowed,False,False,False,True,True,90537835320000000000,0,6180716224512000000,96718551544512000000,-86718551544512000000
C10000000000000000000_L2048,10000000000000000000,2048,114,114,0.070542,216.007,True,m3_search_allowed,False,False,False,True,True,91425394764000000000,0,6241306949222400000,97666701713222400000,-87666701713222400000
C10000000000000000000_L2048,10000000000000000000,2048,115,115,0.070542,218.104,True,m3_search_allowed,False,False,False,True,True,92312954208000000000,0,6301897673932800000,98614851881932800000,-88614851881932800000
C10000000000000000000_L2048,10000000000000000000,2048,116,116,0.070542,220.201,True,m3_search_allowed,False,False,False,True,True,93200513652000000000,0,6362488398643200000,99563002050643200000,-89563002050643200000
C10000000000000000000_L2048,10000000000000000000,2048,117,117,0.070542,222.298,True,m3_search_allowed,False,False,False,True,True,94088073096000000000,0,6423079123353600000,100511152219353600000,-90511152219353600000
C10000000000000000000_L2048,10000000000000000000,2048,118,118,0.070542,224.395,True,m3_search_allowed,False,False,False,True,True,94975632540000000000,0,6483669848064000000,101459302388064000000,-91459302388064000000
C10000000000000000000_L2048,10000000000000000000,2048,119,119,0.070542,226.492,True,m3_search_allowed,False,False,False,True,True,95863191984000000000,0,6544260572774400000,102407452556774400000,-92407452556774400000
C10000000000000000000_L2048,10000000000000000000,2048,120,120,0.070542,228.59,True,m3_search_allowed,False,False,False,True,True,96751174680000000000,0,6604880191488000000,103356054871488000000,-93356054871488000000
C10000000000000000000_L2048,10000000000000000000,2048,121,121,0.070542,230.687,True,m3_search_allowed,False,False,False,True,True,97638734124000000000,0,6665470916198400000,104304205040198400000,-94304205040198400000
C10000000000000000000_L2048,10000000000000000000,2048,122,122,0.070542,232.784,True,m3_search_allowed,False,False,False,True,True,98526293568000000000,0,6726061640908800000,105252355208908800000,-95252355208908800000
C10000000000000000000_L2048,10000000000000000000,2048,123,123,0.070542,234.881,True,m3_search_allowed,False,False,False,True,True,99413853012000000000,0,6786652365619200000,106200505377619200000,-96200505377619200000
C10000000000000000000_L2048,10000000000000000000,2048,124,124,0.070542,236.978,True,m3_search_allowed,False,False,False,True,True,100301412456000000000,0,6847243090329600000,107148655546329600000,-97148655546329600000
C10000000000000000000_L2048,10000000000000000000,2048,125,125,0.070542,239.075,True,m3_search_allowed,False,False,False,True,True,101188971900000000000,0,6907833815040000000,108096805715040000000,-98096805715040000000
C10000000000000000000_L2048,10000000000000000000,2048,126,126,0.070542,241.172,True,m3_search_allowed,False,False,False,True,True,102076531344000000000,0,6968424539750400000,109044955883750400000,-99044955883750400000
C10000000000000000000_L2048,10000000000000000000,2048,127,127,0.070542,243.27,True,m3_search_allowed,False,False,False,True,True,102964514040000000000,0,7029044158464000000,109993558198464000000,-99993558198464000000
C10000000000000000000_L2048,10000000000000000000,2048,128,128,0.070542,245.367,True,m3_search_allowed,False,False,False,True,True,103852073484000000000,0,7089634883174400000,110941708367174400000,-100941708367174400000
C10000000000000000000_L2048,10000000000000000000,2048,129,129,0.070542,247.464,True,m3_search_allowed,False,False,False,True,True,104739632928000000000,0,7150225607884800000,111889858535884800000,-101889858535884800000
C10000000000000000000_L2048,10000000000000000000,2048,130,130,0.070542,249.561,True,m3_search_allowed,False,False,False,True,True,105627192372000000000,0,7210816332595200000,112838008704595200000,-102838008704595200000
C10000000000000000000_L2048,10000000000000000000,2048,131,131,0.070542,251.658,True,m3_search_allowed,False,False,False,True,True,106514751816000000000,0,7271407057305600000,113786158873305600000,-103786158873305600000
C10000000000000000000_L2048,10000000000000000000,2048,132,132,0.070542,253.755,True,m3_search_allowed,False,False,False,True,True,107402311260000000000,0,7331997782016000000,114734309042016000000,-104734309042016000000
C10000000000000000000_L2048,10000000000000000000,2048,133,133,0.070542,255.853,True,m3_search_allowed,False,False,False,True,True,108290293956000000000,0,7392617400729600000,115682911356729600000,-105682911356729600000
C10000000000000000000_L2048,10000000000000000000,2048,134,134,0.070542,257.95,True,m3_search_allowed,False,False,False,True,True,109177853400000000000,0,7453208125440000000,116631061525440000000,-106631061525440000000
C10000000000000000000_L2048,10000000000000000000,2048,135,135,0.070542,260.047,True,m3_search_allowed,False,False,False,True,True,110065412844000000000,0,7513798850150400000,117579211694150400000,-107579211694150400000
C10000000000000000000_L2048,10000000000000000000,2048,136,136,0.070542,262.144,True,m3_search_allowed,False,False,False,True,True,110952972288000000000,0,7574389574860800000,118527361862860800000,-108527361862860800000
C10000000000000000000_L2048,10000000000000000000,2048,137,137,0.070542,264.241,True,m3_search_allowed,False,False,False,True,True,111840531732000000000,0,7634980299571200000,119475512031571200000,-109475512031571200000
C10000000000000000000_L2048,10000000000000000000,2048,138,138,0.070542,266.338,True,m3_search_allowed,False,False,False,True,True,112728091176000000000,0,7695571024281600000,120423662200281600000,-110423662200281600000
C10000000000000000000_L2048,10000000000000000000,2048,139,139,0.070542,268.435,True,m3_search_allowed,False,False,False,True,True,113615650620000000000,0,7756161748992000000,121371812368992000000,-111371812368992000000
C10000000000000000000_L2048,10000000000000000000,2048,140,140,0.070542,270.533,True,m3_search_allowed,False,False,False,True,True,114503633316000000000,0,7816781367705600000,122320414683705600000,-112320414683705600000
C10000000000000000000_L2048,10000000000000000000,2048,141,141,0.070542,272.63,True,m3_search_allowed,False,False,False,True,True,115391192760000000000,0,7877372092416000000,123268564852416000000,-113268564852416000000
C10000000000000000000_L2048,10000000000000000000,2048,142,142,0.070542,274.727,True,m3_search_allowed,False,False,False,True,True,116278752204000000000,0,7937962817126400000,124216715021126400000,-114216715021126400000
C10000000000000000000_L2048,10000000000000000000,2048,143,143,0.070542,276.824,True,m3_search_allowed,False,False,False,True,True,117166311648000000000,0,7998553541836800000,125164865189836800000,-115164865189836800000
C10000000000000000000_L2048,10000000000000000000,2048,144,144,0.070542,278.921,True,m3_search_allowed,False,False,False,True,True,118053871092000000000,0,8059144266547200000,126113015358547200000,-116113015358547200000
C10000000000000000000_L2048,10000000000000000000,2048,145,145,0.070542,281.018,True,m3_search_allowed,False,False,False,True,True,118941430536000000000,0,8119734991257600000,127061165527257600000,-117061165527257600000
C10000000000000000000_L2048,10000000000000000000,2048,146,146,0.070542,283.116,True,m3_search_allowed,False,False,False,True,True,119829413232000000000,0,8180354609971200000,128009767841971200000,-118009767841971200000
C10000000000000000000_L2048,10000000000000000000,2048,147,147,0.070542,285.213,True,m3_search_allowed,False,False,False,True,True,120716972676000000000,0,8240945334681600000,128957918010681600000,-118957918010681600000
C10000000000000000000_L2048,10000000000000000000,2048,148,148,0.070542,287.31,True,m3_search_allowed,False,False,False,True,True,121604532120000000000,0,8301536059392000000,129906068179392000000,-119906068179392000000
C10000000000000000000_L2048,10000000000000000000,2048,149,149,0.070542,289.407,True,m3_search_allowed,False,False,False,True,True,122492091564000000000,0,8362126784102400000,130854218348102400000,-120854218348102400000
C10000000000000000000_L2048,10000000000000000000,2048,150,150,0.070542,291.504,True,m3_search_allowed,False,False,False,True,True,123379651008000000000,0,8422717508812800000,131802368516812800000,-121802368516812800000
C10000000000000000000_L2048,10000000000000000000,2048,151,151,0.070542,293.601,True,m3_search_allowed,False,False,False,True,True,124267210452000000000,0,8483308233523200000,132750518685523200000,-122750518685523200000
C10000000000000000000_L2048,10000000000000000000,2048,152,152,0.070542,295.698,True,m3_search_allowed,False,False,False,True,True,125154769896000000000,0,8543898958233600000,133698668854233600000,-123698668854233600000
C10000000000000000000_L2048,10000000000000000000,2048,153,153,0.070542,297.796,True,m3_search_allowed,False,False,False,True,True,126042752592000000000,0,8604518576947200000,134647271168947200000,-124647271168947200000
C10000000000000000000_L2048,10000000000000000000,2048,154,154,0.070542,299.893,True,m3_search_allowed,False,False,False,True,True,126930312036000000000,0,8665109301657600000,135595421337657600000,-125595421337657600000
