observation_id,model_name_raw,model_dir,family,task_key,task_version,metric_key,metric_name,score_raw,task_percentile_0_100,stderr_value_numeric,n_effective,higher_is_better,latest_status,version_unresolved
7b0fc8d263c631aa9b52b61cc197adb9e0eefd9b564421988a054eba4c7d9351,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,BBH,leaderboard_bbh_snarks,0.0,"acc_norm,none",acc_norm,0.4662921348314606,14.540956569543706,0.03749680060368987,178.0,true,latest_parseable,True
449ee907ab0681c2fa172cb8d047eed7ca712395a9503ad6c5e4512275907533,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,BBH,leaderboard_bbh_sports_understanding,0.0,"acc_norm,none",acc_norm,0.58,29.686641011544808,0.031277999504636604,250.0,true,latest_parseable,True
cb0e279f15ce3cfac531f384259e9173c04ae2dc37aca11d58e561a984178ef6,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,BBH,leaderboard_bbh_temporal_sequences,0.0,"acc_norm,none",acc_norm,0.2,27.9824079164376,0.02534897002097908,250.0,true,latest_parseable,True
64ec703dfa5cd80f44d741be23196a9756706b65504ae0e5a2f4c56607046770,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,BBH,leaderboard_bbh_tracking_shuffled_objects_five_objects,0.0,"acc_norm,none",acc_norm,0.212,65.00824628916988,0.025901884690541156,250.0,true,latest_parseable,True
47cfbbe60bee9bcfaee6d560abcdeb883d285427f30d62b10919c2f3b38ad31f,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,BBH,leaderboard_bbh_tracking_shuffled_objects_seven_objects,0.0,"acc_norm,none",acc_norm,0.132,24.95876855415063,0.021450980824038117,250.0,true,latest_parseable,True
0a2e4e5ef7760c61a46b406e8ed12a67eeccb4706b52d790c7e724e53b18fa50,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,BBH,leaderboard_bbh_tracking_shuffled_objects_three_objects,0.0,"acc_norm,none",acc_norm,0.304,17.976910390324356,0.029150213374159673,250.0,true,latest_parseable,True
0c579239f52debf83bb30630454e5fbe8698da5677bb8d624787091891860657,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,BBH,leaderboard_bbh_web_of_lies,0.0,"acc_norm,none",acc_norm,0.484,13.881253435953822,0.031669985030107414,250.0,true,latest_parseable,True
49cef6ee7389f16609aa7d7cc768b674b7fa642c375dc318f85204feb89ab19b,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,GPQA,leaderboard_gpqa_diamond,1.0,"acc_norm,none",acc_norm,0.2626262626262626,30.71625344352617,0.031353050095330855,198.0,true,latest_parseable,True
bcda5f3e2184aab4b7e1777b3de6db182cf2ea9e5fea32eeb2ea4cb815d2c3ba,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,GPQA,leaderboard_gpqa_extended,1.0,"acc_norm,none",acc_norm,0.2527472527472527,6.1707988980716255,0.018615672541600223,546.0,true,latest_parseable,True
40bbeabbbad23aac4b7ad4549e642739945646d4469a59ab402637e0ff7eeeca,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,GPQA,leaderboard_gpqa_main,1.0,"acc_norm,none",acc_norm,0.265625,24.738292011019283,0.02089005840079951,448.0,true,latest_parseable,True
5e8f5a12eb66bab71ac978cd6c765cad28f90cbf8b8f303a9e07f674ed2dd42f,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,IFEval,leaderboard_ifeval,2.0,"inst_level_strict_acc,none",inst_level_strict_acc,0.3980815347721823,35.06887052341598,,541.0,true,latest_parseable,True
a65e34677444dc66653b38294839186e597cd61aec9e068a436435e5aa14553d,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,MMLU-Pro,leaderboard_mmlu_pro,0.1,"acc,none",acc,0.1163563829787234,7.190082644628099,0.0029233634659163823,12032.0,true,latest_parseable,True
b46d7dcac20c392ff3eec950202370ba545708157bcbac47d5f9a7aa53f8eb86,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,MuSR,leaderboard_musr_murder_mysteries,1.0,"acc_norm,none",acc_norm,0.508,24.21487603305785,0.0316821564314138,250.0,true,latest_parseable,True
21593179a127ef1bba3d4ea50fe7bdfab81998ea9143f8252920a233c74bb53d,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,MuSR,leaderboard_musr_object_placements,1.0,"acc_norm,none",acc_norm,0.328125,69.22865013774104,0.029403146715355242,256.0,true,latest_parseable,True
ee93562c70d75d3dfe36a6736b618f8b9cb483677838adafd9bb7c5c5040f871,0-hero/Matter-0.2-7B-DPO,0-hero_Matter-0.2-7B-DPO,MuSR,leaderboard_musr_team_allocation,1.0,"acc_norm,none",acc_norm,0.308,28.09917355371901,0.029256928606501868,250.0,true,latest_parseable,True
0641f9859db7c5b63a14dd01e573f4b7aa5a0f8e7b9eda84961a7942e3588d84,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,ARC,leaderboard_arc_challenge,1.0,"acc_norm,none",acc_norm,0.6629692832764505,84.33734939759037,0.013813476652902267,1172.0,true,latest_parseable,True
dc6e6136775bc0dba0014928c45a9bfb28bd4ed6c87a870666803d259842647f,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_boolean_expressions,0.0,"acc_norm,none",acc_norm,0.912,95.7943925233645,0.01795308477705288,250.0,true,latest_parseable,True
919376bf982ccfe87db1bb47a8e44734c0f652c0323502ab26bc16d8a20462e3,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_causal_judgement,0.0,"acc_norm,none",acc_norm,0.6470588235294118,91.53380978559647,0.03504019983419236,187.0,true,latest_parseable,True
2556ba3a4cf309a2e16603f47774c8749d212f5c57be1ce81ec640ae0b038cb3,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_date_understanding,0.0,"acc_norm,none",acc_norm,0.632,86.2561847168774,0.030562070620993163,250.0,true,latest_parseable,True
5b6fc0f740ee2c942059fe5a2a678438d034930ead7ea69e19f4cd088215804d,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_disambiguation_qa,0.0,"acc_norm,none",acc_norm,0.736,95.38207806487081,0.02793451895769091,250.0,true,latest_parseable,True
2ad2340559ef9f8a73c1864f2f6b53d555c476e3a748d5d2d347c9dc83aa4772,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_formal_fallacies,0.0,"acc_norm,none",acc_norm,0.572,67.72952171522815,0.031355968923772605,250.0,true,latest_parseable,True
7c3c86617814c613be93eb74de027d256a93e890ccbcc67edd72adaee8b3ffa3,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_geometric_shapes,0.0,"acc_norm,none",acc_norm,0.444,74.07916437603077,0.03148684942554575,250.0,true,latest_parseable,True
f4ab65f130bfe19c7c0b5d42e9ee6fd301b06ee0ef78e1465e26fb9823615b20,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_hyperbaton,0.0,"acc_norm,none",acc_norm,0.66,57.31170973062122,0.03002007360545791,250.0,true,latest_parseable,True
da05b904048aab6ac9a5007c351e35b03070a746a283a92fc947e035dfbbaf7a,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_logical_deduction_five_objects,0.0,"acc_norm,none",acc_norm,0.46,68.49917537108301,0.031584653891499,250.0,true,latest_parseable,True
42ddf6668c6e6e7f2700928546de83cdfde81ac3f961b3dd93deda52a6657de4,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_logical_deduction_seven_objects,0.0,"acc_norm,none",acc_norm,0.42,58.79604178119846,0.03127799950463661,250.0,true,latest_parseable,True
2e79bca35adba6a84efdc4d7641978b8ef2e5d792fe802526f9f2e2760fa258d,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_logical_deduction_three_objects,0.0,"acc_norm,none",acc_norm,0.684,69.76360637713029,0.029462657598578686,250.0,true,latest_parseable,True
318a756aa8b4c759dee1d75fbb65f30acf9b6e50a981f61055243b8be847c4f8,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_movie_recommendation,0.0,"acc_norm,none",acc_norm,0.828,96.26168224299066,0.023915513944486218,250.0,true,latest_parseable,True
dc7a116b81afad64c673edaeb01c64c3e3ea627abbe61bb9ce3e316053d52358,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_navigate,0.0,"acc_norm,none",acc_norm,0.684,86.66849917537108,0.029462657598578697,250.0,true,latest_parseable,True
92064a6aa75edb17c98ee004bfa364031ccae7ca55ea4236914cc11a80ba8872,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_object_counting,0.0,"acc_norm,none",acc_norm,0.38,54.53545904343046,0.030760116042626046,250.0,true,latest_parseable,True
48b3fe6d7bce8ec6cb8ff2461fa996255541b5f1e53a79a64fe09e493f600ac4,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_penguins_in_a_table,0.0,"acc_norm,none",acc_norm,0.5958904109589042,81.44584936778449,0.040751985700393185,146.0,true,latest_parseable,True
73c2cd960f2b672ea7ea51f18d7069111b587ce43483576eee8f06d74b3dee4d,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_reasoning_about_colored_objects,0.0,"acc_norm,none",acc_norm,0.688,78.91698735568994,0.029361067575219817,250.0,true,latest_parseable,True
26c2a53cce4c81851ffe959581ef346c8ae9161edda48294a4702cbc4dd8d9eb,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_ruin_names,0.0,"acc_norm,none",acc_norm,0.836,92.13853765805388,0.02346526100207676,250.0,true,latest_parseable,True
cfa4c865b73e2973ca02b6204cc442e818d2fcc19092fdb239fd1d10e9ce6a8c,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_salient_translation_error_detection,0.0,"acc_norm,none",acc_norm,0.524,70.53326003298515,0.03164968895968782,250.0,true,latest_parseable,True
8d6efe787aa533013169b392d4b6b667848ba03108733b6d48a4263a7f941162,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_snarks,0.0,"acc_norm,none",acc_norm,0.8426966292134831,97.77350192413414,0.027366421373452483,178.0,true,latest_parseable,True
d425db3649e4c3ea6cfa377b2b8384add2e0426f56fbe66a568f4aafa5cf3bf6,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_sports_understanding,0.0,"acc_norm,none",acc_norm,0.808,86.42111050027488,0.024960691989172012,250.0,true,latest_parseable,True
5cca296062ca72b78962a0c5606f0f0f21d7aed505d52a300f52cd70309cac35,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_temporal_sequences,0.0,"acc_norm,none",acc_norm,0.768,83.9472237493128,0.026750070374865164,250.0,true,latest_parseable,True
4cbe926551db2404dd725527c7075ce8b341cf18d24c8e941337619f85170e22,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_tracking_shuffled_objects_five_objects,0.0,"acc_norm,none",acc_norm,0.272,90.43430456294668,0.02820008829631,250.0,true,latest_parseable,True
e1407baffbe7dfc7f33407d44e17bdb3961890ee9eacbf4518221491ef764b2b,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_tracking_shuffled_objects_seven_objects,0.0,"acc_norm,none",acc_norm,0.236,83.53490929081913,0.02690933759495384,250.0,true,latest_parseable,True
e7aadff2c319875a09fd01a03d216530cbcf30877caa3a32cc188f8d6e3906e2,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_tracking_shuffled_objects_three_objects,0.0,"acc_norm,none",acc_norm,0.34,65.22814733369984,0.030020073605457907,250.0,true,latest_parseable,True
3d8f10f1e31fc15c6aa567abae4be46537c2112e7f9cdf4b537417e9eca27d44,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,BBH,leaderboard_bbh_web_of_lies,0.0,"acc_norm,none",acc_norm,0.468,4.617921935129192,0.031621252575725504,250.0,true,latest_parseable,True
cf602d6c19171269516a4523dae41939cb81056d853a38e323aab1aa8ec35626,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,GPQA,leaderboard_gpqa_diamond,1.0,"acc_norm,none",acc_norm,0.4141414141414141,98.70523415977961,0.03509438348879629,198.0,true,latest_parseable,True
0f477b3146860c508e2c598adba97e8d50c7429c014f1137668d5812b9878768,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,GPQA,leaderboard_gpqa_extended,1.0,"acc_norm,none",acc_norm,0.3534798534798535,88.89807162534436,0.020477414126085888,546.0,true,latest_parseable,True
7b44b2b88445c3e722a79ae15a7cc8c45ec774f5d6924567881730c65282ea7c,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,GPQA,leaderboard_gpqa_main,1.0,"acc_norm,none",acc_norm,0.3526785714285714,89.44903581267218,0.02259934056390151,448.0,true,latest_parseable,True
a0e7144c3bda7898726c25e6ee1799ac09223461475b5f362e0143f372cdf673,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,IFEval,leaderboard_ifeval,2.0,"inst_level_strict_acc,none",inst_level_strict_acc,0.3705035971223021,32.5068870523416,,541.0,true,latest_parseable,True
a25904662052ef0a5a5171729d313f8ef74f061d5dc7a2f6c3671cbe5360e295,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,MMLU-Pro,leaderboard_mmlu_pro,0.1,"acc,none",acc,0.4709109042553192,87.35537190082646,0.00455074934855161,12032.0,true,latest_parseable,True
06a928452f6d65c3ce8a01bb7284cf1df438133752fac0f93b0235a75dcedd17,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,MuSR,leaderboard_musr_murder_mysteries,1.0,"acc_norm,none",acc_norm,0.564,77.32782369146005,0.03142556706028128,250.0,true,latest_parseable,True
335a04cc9f90ad81d92df62022464febaed8753bbb8de32b2129318686d1eb1f,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,MuSR,leaderboard_musr_object_placements,1.0,"acc_norm,none",acc_norm,0.35546875,80.24793388429752,0.029974545918713902,256.0,true,latest_parseable,True
210d8f59feaae69418b54d3bceaa53ba83520204f8e80b7dfcb69ddcba790552,01-ai/Yi-1.5-34B-32K,01-ai_Yi-1.5-34B-32K,MuSR,leaderboard_musr_team_allocation,1.0,"acc_norm,none",acc_norm,0.4,64.26997245179064,0.031046021028253244,250.0,true,latest_parseable,True
94dacd49262c6ccb6815931577057644a68db00effb9cd893d19605c14a0f3dc,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_boolean_expressions,0.0,"acc_norm,none",acc_norm,0.936,99.23034634414513,0.015510587134374152,250.0,true,latest_parseable,True
2d27586a81bd425379a55ed380c9fcfb2172e0f43c03cba685113c175e1fb138,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_causal_judgement,0.0,"acc_norm,none",acc_norm,0.6310160427807486,81.36338647608576,0.03538078548260322,187.0,true,latest_parseable,True
cc49e855e9d801713ecc2558356787d850623a2b65a8f334694e51dc7a3c349a,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_date_understanding,0.0,"acc_norm,none",acc_norm,0.616,83.86476085761407,0.030821679117375378,250.0,true,latest_parseable,True
086c3234db3f9d4c227852551a8977c5c41c60fb070b4c81a1be8e74dae88f83,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_disambiguation_qa,0.0,"acc_norm,none",acc_norm,0.724,93.95272127542606,0.02832853727421136,250.0,true,latest_parseable,True
b727b476a7ab3d2144159cd4b1d9d23ea6b353586a6ae1569b0040961c7425c9,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_formal_fallacies,0.0,"acc_norm,none",acc_norm,0.624,81.55579989004947,0.03069633626739459,250.0,true,latest_parseable,True
7f104284559c5ec109f7ee0774d0e6e909a96fdccd9fcaf7741fc0ad0fcc5289,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_geometric_shapes,0.0,"acc_norm,none",acc_norm,0.452,75.20615722924684,0.03153986449255662,250.0,true,latest_parseable,True
3f14f097e35ef2ad893500f11a681406a1db129ada2140d9617a4f87d680d390,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_hyperbaton,0.0,"acc_norm,none",acc_norm,0.64,52.226498075865855,0.030418764025174988,250.0,true,latest_parseable,True
079da7c2e32b60f4c938c31d205cdcf18dc88e84321a31cb86c01f35d5cf24d9,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_logical_deduction_five_objects,0.0,"acc_norm,none",acc_norm,0.468,70.12094557449147,0.031621252575725504,250.0,true,latest_parseable,True
a6e2d71a1f634574657bf0cd3141030d5c0a01eccb86f0d56ef1b3beda4ce3eb,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_logical_deduction_seven_objects,0.0,"acc_norm,none",acc_norm,0.492,77.15777899945024,0.0316821564314138,250.0,true,latest_parseable,True
77978fee99813ae8d9ddaed7a791f5df1c188ce21eb5f492cc940df43eb3d09b,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_logical_deduction_three_objects,0.0,"acc_norm,none",acc_norm,0.772,77.73501924134139,0.02658743248726846,250.0,true,latest_parseable,True
3a734bf3b488e8685ae3d12a2a02742c74519231d13f8bff38822ed0318cb873,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_movie_recommendation,0.0,"acc_norm,none",acc_norm,0.76,86.5035733919736,0.027065293652239007,250.0,true,latest_parseable,True
3a843b904cc1c622784c9ff8ce9f80433883d9dd6b9029f85a99748f37ff00fa,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_navigate,0.0,"acc_norm,none",acc_norm,0.688,87.98790544255085,0.029361067575219817,250.0,true,latest_parseable,True
2ef8193d3bb6e8ac971130de1ccbd3fdf87a15534979f99e6d1bb4fa66d85e59,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_object_counting,0.0,"acc_norm,none",acc_norm,0.372,51.346893897746014,0.03063032594455832,250.0,true,latest_parseable,True
b6783119df5595dfaf78c87b61c5013b585d6b2917d36c556a2b9200dafa31e9,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_penguins_in_a_table,0.0,"acc_norm,none",acc_norm,0.6301369863013698,86.83342495876856,0.04009165058801774,146.0,true,latest_parseable,True
05295a525df2d94c45d328a416602788326042ab54f7dcd0876105c462f810f3,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_reasoning_about_colored_objects,0.0,"acc_norm,none",acc_norm,0.704,81.91313908741067,0.028928939388379638,250.0,true,latest_parseable,True
9a26c0d70aba605c01040a616a31a073dedadcd859b0029f4a21a8700c594bd2,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_ruin_names,0.0,"acc_norm,none",acc_norm,0.812,86.33864760857614,0.024760377727750506,250.0,true,latest_parseable,True
a7cf1a6fd938fa28043bb86f4517ba85f036f5a44a6e600bf615f0ebf03d69b5,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_salient_translation_error_detection,0.0,"acc_norm,none",acc_norm,0.592,86.75096206706982,0.0311452098465485,250.0,true,latest_parseable,True
3e7bde876df5dbd8832369a7607bbe9d7750573a6b8589b1bd5a1efee117a760,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_snarks,0.0,"acc_norm,none",acc_norm,0.8033707865168539,94.77735019241341,0.02987413955342179,178.0,true,latest_parseable,True
9d935f78d24b32e943f7f19dcd78eff8a661be977fbd2a0f469181531157805f,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_sports_understanding,0.0,"acc_norm,none",acc_norm,0.84,93.56789444749862,0.02323271478206065,250.0,true,latest_parseable,True
322a8a38639f1d88ee02f5be5911f2f9e3aa04ddb5bb333c2095cde16a4f7672,01-ai/Yi-1.5-34B-Chat-16K,01-ai_Yi-1.5-34B-Chat-16K,BBH,leaderboard_bbh_temporal_sequences,0.0,"acc_norm,none",acc_norm,0.8,84.99175371083012,0.02534897002097908,250.0,true,latest_parseable,True
