target,prediction_rank_bin,n,mean_predicted,mean_observed,mean_error_pred_minus_observed,mae,rmse,spearman_abs_error_vs_prediction
metric/the_pile_pile_cc_val_loss,2,103,5.643959664667051,5.571325644706059,0.07263401996099078,0.11822386877299133,0.140074799292839,-0.029554540262707023
metric/the_pile_pile_cc_val_loss,3,102,5.798397638974879,5.766725582235,0.03167205673987821,0.1326256537470541,0.15849503998359668,0.14358414710688658
metric/the_pile_pile_cc_val_loss,4,102,5.892718082233569,5.894190390904744,-0.0014723086711766105,0.1301693976816607,0.15557352027543345,0.05013825197482626
metric/the_pile_pile_cc_val_loss,5,102,6.03036951692246,6.1095330902174405,-0.07916357329498065,0.15211991157047758,0.19549844480688758,0.13998789941815426
metric/the_pile_ubuntu_irc_val_loss,0,512,6.55003492296277,6.55348688736558,-0.0034519644028089685,0.6283442622128012,0.7074147668344863,-0.06277018888545564
metric/the_pile_ubuntu_irc_val_loss,1,103,5.361135413848696,5.216305561436033,0.14482985241266272,0.608508426806263,0.6945865617352035,0.3720511356148135
metric/the_pile_ubuntu_irc_val_loss,2,103,6.514002046714319,6.172202888044339,0.3417991586699804,0.7672396721884149,0.8248430255571473,-0.17919430655010324
metric/the_pile_ubuntu_irc_val_loss,3,102,6.785632783967114,6.889760255813599,-0.10412747184648379,0.543820099403637,0.6111863193693158,-0.3307586612459076
metric/the_pile_ubuntu_irc_val_loss,4,102,6.932517508397396,7.087678539986704,-0.15516103158930775,0.5649718676170126,0.6498587971832807,0.12328457288904218
metric/the_pile_ubuntu_irc_val_loss,5,102,7.168896002919294,7.418334890814388,-0.24943888789509516,0.6560139943176094,0.7361446065726913,-0.008487370724508201
metric/the_pile_hackernews_val_loss,0,512,5.402063834209447,5.403714658692479,-0.0016508244830315422,0.1623887586087184,0.20161874220356635,0.09384807981712272
metric/the_pile_hackernews_val_loss,1,103,4.956144557992921,4.997407005828562,-0.04126244783564027,0.1313786988694204,0.15845556186025125,-0.19580020208232657
metric/the_pile_hackernews_val_loss,2,103,5.317009523215887,5.256417570762264,0.06059195245362378,0.15346475363897016,0.17737123556965165,-0.013739401660589554
metric/the_pile_hackernews_val_loss,3,102,5.455895308162504,5.40553176169302,0.05036354646948588,0.16839337936731547,0.20385764400617506,0.02056533466025072
metric/the_pile_hackernews_val_loss,4,102,5.565075726832351,5.553664637546913,0.011411089285438148,0.17497053210120708,0.22168538970115131,-0.0750405708760482
metric/the_pile_hackernews_val_loss,5,102,5.721399678247594,5.810979815090404,-0.08958013684281081,0.1841279395050029,0.2371117469566383,0.3034136080655467
metric/the_pile_pubmed_abstracts_val_loss,0,512,5.436751122770744,5.439561689272523,-0.0028105665017791326,0.23406397693739103,0.3032026525311473,0.11732348851581008
metric/the_pile_pubmed_abstracts_val_loss,1,103,4.637886488375138,4.74255215080039,-0.10466566242525274,0.1970188571239771,0.24473848378923255,-0.5091156701664983
metric/the_pile_pubmed_abstracts_val_loss,2,103,5.253783295241501,5.103803736492268,0.14997955874923194,0.21285094903987425,0.2491426415410556,0.052387646619514124
metric/the_pile_pubmed_abstracts_val_loss,3,102,5.5493463705072195,5.425609798992381,0.12373657151483813,0.2119371149925513,0.2669685759514384,0.0638899412499788
metric/the_pile_pubmed_abstracts_val_loss,4,102,5.737162905938661,5.7229516786687515,0.014211227269911187,0.21425744613077377,0.2674499920949995,0.09876675845768472
metric/the_pile_pubmed_abstracts_val_loss,5,102,6.0152023622414434,6.21301625289169,-0.19781389065024707,0.3348266757106703,0.4421485647940193,0.0677236769936274
metric/the_pile_uspto_backgrounds_val_loss,0,512,5.172828617552477,5.177806387655437,-0.004977770102960389,0.23578425911516543,0.2805697671506737,-0.1499168333218892
metric/the_pile_uspto_backgrounds_val_loss,1,103,4.425984078461005,4.394146497967173,0.031837580493831556,0.2547348959974863,0.3045573821119105,0.017835961867943593
metric/the_pile_uspto_backgrounds_val_loss,2,103,5.11316781484599,4.995637648313949,0.11753016653204142,0.2941931089115599,0.3158172571485884,-0.19397706804902692
metric/the_pile_uspto_backgrounds_val_loss,3,102,5.300975030618088,5.315694911807191,-0.014719881189103999,0.19674667293359818,0.2368232543420268,-0.24287677197188592
metric/the_pile_uspto_backgrounds_val_loss,4,102,5.4168771346360085,5.43078751190036,-0.01391037726435027,0.19400351042310107,0.24322541879588797,-0.06598209792424131
metric/the_pile_uspto_backgrounds_val_loss,5,102,5.615045944316958,5.762234276416255,-0.14718833209929705,0.23848468097009426,0.29242721922749826,0.20512748019519256
