grid_id,source_run_id,N_params_B,D_tokens_B,N_parameters,D_tokens,observed_exact,matched_run_id,observed_val_loss,m0_predicted_val_loss
78,78,0.070542,140.509,70542000,140509000000,True,78,2.8724,2.872489974574226
79,79,0.070542,142.606,70542000,142606000000,True,79,2.8712,2.8712041677575573
80,80,0.070542,144.703,70542000,144703000000,True,80,2.8696,2.8699423354658293
81,81,0.070542,146.801,70542000,146801000000,True,81,2.8687,2.868703107578202
82,82,0.070542,148.898,70542000,148898000000,True,82,2.8676,2.8674869167302175
83,83,0.070542,150.995,70542000,150995000000,True,83,2.8666,2.8662924526450384
84,84,0.070542,153.092,70542000,153092000000,True,84,2.865,2.8651190334295866
85,85,0.070542,155.189,70542000,155189000000,True,85,2.8638,2.8639660075611952
86,86,0.070542,157.286,70542000,157286000000,True,86,2.8628,2.86283275214618
87,87,0.070542,159.384,70542000,159384000000,True,87,2.8619,2.8617181445086906
88,88,0.070542,161.481,70542000,161481000000,True,88,2.8607,2.8606226765871714
89,89,0.070542,163.578,70542000,163578000000,True,89,2.8595,2.8595452663071277
90,90,0.070542,165.675,70542000,165675000000,True,90,2.8586,2.858485390174311
91,91,0.070542,167.772,70542000,167772000000,True,91,2.8575,2.857442546253318
92,92,0.070542,169.869,70542000,169869000000,True,92,2.8566,2.8564162530233976
93,93,0.070542,171.966,70542000,171966000000,True,93,2.8553,2.8554060483082635
94,94,0.070542,174.064,70542000,174064000000,True,94,2.8544,2.854411017660248
95,95,0.070542,176.161,70542000,176161000000,True,95,2.8534,2.853431683035922
96,96,0.070542,178.258,70542000,178258000000,True,96,2.8522,2.852467156565969
97,97,0.070542,180.355,70542000,180355000000,True,97,2.8516,2.8515170440504143
98,98,0.070542,182.452,70542000,182452000000,True,98,2.8506,2.8505809662117385
99,99,0.070542,184.549,70542000,184549000000,True,99,2.8497,2.8496585579661597
100,100,0.070542,186.647,70542000,186647000000,True,100,2.8487,2.8487490373415376
101,101,0.070542,188.744,70542000,188744000000,True,101,2.8476,2.847852932530225
102,102,0.070542,190.841,70542000,190841000000,True,102,2.8469,2.8469694804161936
103,103,0.070542,192.938,70542000,192938000000,True,103,2.8461,2.8460983662328547
104,104,0.070542,195.035,70542000,195035000000,True,104,2.8451,2.8452392863573364
105,105,0.070542,197.132,70542000,197132000000,True,105,2.8444,2.844391947801167
106,106,0.070542,199.229,70542000,199229000000,True,106,2.8436,2.8435560677293776
107,107,0.070542,201.327,70542000,201327000000,True,107,2.8431,2.842730982358481
108,108,0.070542,203.424,70542000,203424000000,True,108,2.842,2.841917214264231
109,109,0.070542,205.521,70542000,205521000000,True,109,2.8412,2.841114112529897
110,110,0.070542,207.618,70542000,207618000000,True,110,2.8403,2.8403214306353055
111,111,0.070542,209.715,70542000,209715000000,True,111,2.8392,2.8395389301746916
112,112,0.070542,211.812,70542000,211812000000,True,112,2.8388,2.838766380511637
113,113,0.070542,213.91,70542000,213910000000,True,113,2.838,2.8380031969695296
114,114,0.070542,216.007,70542000,216007000000,True,114,2.8377,2.8372498909361865
115,115,0.070542,218.104,70542000,218104000000,True,115,2.8365,2.8365058871207443
116,116,0.070542,220.201,70542000,220201000000,True,116,2.8358,2.835770982859073
117,117,0.070542,222.298,70542000,222298000000,True,117,2.8351,2.835044981778992
118,118,0.070542,224.395,70542000,224395000000,True,118,2.8341,2.8343276935477606
119,119,0.070542,226.492,70542000,226492000000,True,119,2.8338,2.833618933631955
120,120,0.070542,228.59,70542000,228590000000,True,120,2.8331,2.83291819102693
121,121,0.070542,230.687,70542000,230687000000,True,121,2.8324,2.832225960065885
122,122,0.070542,232.784,70542000,232784000000,True,122,2.8314,2.8315417363065807
123,123,0.070542,234.881,70542000,234881000000,True,123,2.8311,2.8308653562375543
124,124,0.070542,236.978,70542000,236978000000,True,124,2.83,2.830196661108266
125,125,0.070542,239.075,70542000,239075000000,True,125,2.8297,2.8295354967498016
126,126,0.070542,241.172,70542000,241172000000,True,126,2.8293,2.828881713403836
127,127,0.070542,243.27,70542000,243270000000,True,127,2.8281,2.828234858942388
128,128,0.070542,245.367,70542000,245367000000,True,128,2.8275,2.827595408529896
129,129,0.070542,247.464,70542000,247464000000,True,129,2.827,2.82696291465806
130,130,0.070542,249.561,70542000,249561000000,True,130,2.8263,2.826337243652321
131,131,0.070542,251.658,70542000,251658000000,True,131,2.8255,2.8257182655025566
132,132,0.070542,253.755,70542000,253755000000,True,132,2.8251,2.8251058537330844
133,133,0.070542,255.853,70542000,255853000000,True,133,2.8243,2.8244995978269585
134,134,0.070542,257.95,70542000,257950000000,True,134,2.824,2.82389995589983
135,135,0.070542,260.047,70542000,260047000000,True,135,2.8232,2.8233065208606942
136,136,0.070542,262.144,70542000,262144000000,True,136,2.823,2.822719179181733
137,137,0.070542,264.241,70542000,264241000000,True,137,2.822,2.8221378202986487
138,138,0.070542,266.338,70542000,266338000000,True,138,2.8215,2.821562336510516
139,139,0.070542,268.435,70542000,268435000000,True,139,2.8212,2.820992622883777
140,140,0.070542,270.533,70542000,270533000000,True,140,2.8202,2.8204283095188387
141,141,0.070542,272.63,70542000,272630000000,True,141,2.8199,2.8198698346590527
142,142,0.070542,274.727,70542000,274727000000,True,142,2.8196,2.8193168308163354
143,143,0.070542,276.824,70542000,276824000000,True,143,2.8185,2.8187692032436713
144,144,0.070542,278.921,70542000,278921000000,True,144,2.8183,2.8182268595367836
145,145,0.070542,281.018,70542000,281018000000,True,145,2.8178,2.817689709559114
146,146,0.070542,283.116,70542000,283116000000,True,146,2.8173,2.81715741285716
147,147,0.070542,285.213,70542000,285213000000,True,147,2.8164,2.8166303910152584
148,148,0.070542,287.31,70542000,287310000000,True,148,2.8159,2.8161083053528255
149,149,0.070542,289.407,70542000,289407000000,True,149,2.8157,2.815591074111712
150,150,0.070542,291.504,70542000,291504000000,True,150,2.8152,2.815078617467849
151,151,0.070542,293.601,70542000,293601000000,True,151,2.8146,2.814570857471977
152,152,0.070542,295.698,70542000,295698000000,True,152,2.8142,2.814067717992592
153,153,0.070542,297.796,70542000,297796000000,True,153,2.8135,2.8135688879688208
154,154,0.070542,299.893,70542000,299893000000,True,154,2.8131,2.813074770242556
162,162,0.162405,0.134,162405000,134000000,True,162,4.5235,4.523354577423474
163,163,0.162405,0.268,162405000,268000000,True,163,4.1397,4.139486188141648
164,164,0.162405,0.537,162405000,537000000,True,164,3.8226,3.822538701518331
165,165,0.162405,1.074,162405000,1074000000,True,165,3.5629,3.5622517682540935
166,166,0.162405,2.097,162405000,2097000000,True,166,3.3548,3.354620976948321
167,167,0.162405,4.194,162405000,4194000000,True,167,3.1771,3.1768463777891194
168,168,0.162405,6.291,162405000,6291000000,True,168,3.0883,3.0877660039358146
169,169,0.162405,8.389,162405000,8389000000,True,169,3.0304,3.030397627156985
170,170,0.162405,10.486,162405000,10486000000,True,170,2.9888,2.988995769149324
171,171,0.162405,12.583,162405000,12583000000,True,171,2.9568,2.9570348715439363
172,172,0.162405,14.68,162405000,14680000000,True,172,2.9311,2.9312555507834293
173,173,0.162405,16.777,162405000,16777000000,True,173,2.9098,2.90980577840351
174,174,0.162405,18.874,162405000,18874000000,True,174,2.8916,2.8915396265703057
175,175,0.162405,20.972,162405000,20972000000,True,175,2.8757,2.8756953023407554
176,176,0.162405,23.069,162405000,23069000000,True,176,2.8619,2.8617662906675605
177,177,0.162405,25.166,162405000,25166000000,True,177,2.8494,2.8493703704683098
178,178,0.162405,27.263,162405000,27263000000,True,178,2.8385,2.838230660563231
179,179,0.162405,29.36,162405000,29360000000,True,179,2.8281,2.8281369598452026
180,180,0.162405,31.457,162405000,31457000000,True,180,2.8195,2.8189262209086
181,181,0.162405,33.554,162405000,33554000000,True,181,2.8106,2.810469627608399
182,182,0.162405,35.652,162405000,35652000000,True,182,2.8025,2.802660198240152
183,183,0.162405,37.749,162405000,37749000000,True,183,2.7952,2.7954211895847263
184,184,0.162405,39.846,162405000,39846000000,True,184,2.7888,2.788679399302158
185,185,0.162405,41.943,162405000,41943000000,True,185,2.7823,2.7823770812734954
186,186,0.162405,44.04,162405000,44040000000,True,186,2.7766,2.7764656711715205
187,187,0.162405,46.137,162405000,46137000000,True,187,2.771,2.7709039692643267
188,188,0.162405,48.234,162405000,48234000000,True,188,2.7656,2.7656567473372293
189,189,0.162405,50.332,162405000,50332000000,True,189,2.7605,2.7606913636741144
190,190,0.162405,52.429,162405000,52429000000,True,190,2.7557,2.7559862437106553
191,191,0.162405,54.526,162405000,54526000000,True,191,2.7514,2.751516023608553
192,192,0.162405,56.623,162405000,56623000000,True,192,2.7474,2.747260595962271
193,193,0.162405,58.72,162405000,58720000000,True,193,2.7432,2.7432022400902154
194,194,0.162405,60.817,162405000,60817000000,True,194,2.7391,2.7393252652433313
195,195,0.162405,62.915,162405000,62915000000,True,195,2.7356,2.7356139863211766
196,196,0.162405,65.012,162405000,65012000000,True,196,2.7321,2.7320594766483306
197,197,0.162405,67.109,162405000,67109000000,True,197,2.7285,2.728648760903228
198,198,0.162405,69.206,162405000,69206000000,True,198,2.7254,2.72537179398485
199,199,0.162405,71.303,162405000,71303000000,True,199,2.7222,2.72221951034931
200,200,0.162405,73.4,162405000,73400000000,True,200,2.719,2.7191837029565624
201,201,0.162405,75.497,162405000,75497000000,True,201,2.7163,2.7162569201551103
202,202,0.162405,77.595,162405000,77595000000,True,202,2.7135,2.7134310538670814
203,203,0.162405,79.692,162405000,79692000000,True,203,2.7109,2.7107026023774914
204,204,0.162405,81.789,162405000,81789000000,True,204,2.7082,2.70806452764113
205,205,0.162405,83.886,162405000,83886000000,True,205,2.7053,2.7055116313731267
206,206,0.162405,85.983,162405000,85983000000,True,206,2.7029,2.703039134858764
207,207,0.162405,88.08,162405000,88080000000,True,207,2.7007,2.7006426358234417
208,208,0.162405,90.178,162405000,90178000000,True,208,2.6984,2.6983169786751873
209,209,0.162405,92.275,162405000,92275000000,True,209,2.6961,2.6960606208235247
210,210,0.162405,94.372,162405000,94372000000,True,210,2.6945,2.693868955002147
211,211,0.162405,96.469,162405000,96469000000,True,211,2.6918,2.6917387495359435
212,212,0.162405,98.566,162405000,98566000000,True,212,2.6898,2.6896670000236798
213,213,0.162405,100.663,162405000,100663000000,True,213,2.6878,2.6876509089186036
214,214,0.162405,102.76,162405000,102760000000,True,214,2.6858,2.6856878673258033
215,215,0.162405,104.858,162405000,104858000000,True,215,2.6837,2.683774538458019
216,216,0.162405,106.955,162405000,106955000000,True,216,2.682,2.681910466705923
217,217,0.162405,109.052,162405000,109052000000,True,217,2.68,2.6800925943181637
218,218,0.162405,111.149,162405000,111149000000,True,218,2.6783,2.678318920362799
219,219,0.162405,113.246,162405000,113246000000,True,219,2.6765,2.676587566259827
220,220,0.162405,115.343,162405000,115343000000,True,220,2.6749,2.6748967661971252
221,221,0.162405,117.441,162405000,117441000000,True,221,2.6736,2.673244079732886
222,222,0.162405,119.538,162405000,119538000000,True,222,2.6713,2.671629516262911
223,223,0.162405,121.635,162405000,121635000000,True,223,2.6702,2.670050802530037
224,224,0.162405,123.732,162405000,123732000000,True,224,2.6683,2.668506544743231
225,225,0.162405,125.829,162405000,125829000000,True,225,2.6669,2.6669954257626984
226,226,0.162405,127.926,162405000,127926000000,True,226,2.6657,2.6655161996898538
227,227,0.162405,130.023,162405000,130023000000,True,227,2.6641,2.6640676869207054
228,228,0.162405,132.121,162405000,132121000000,True,228,2.6625,2.662648099863808
229,229,0.162405,134.218,162405000,134218000000,True,229,2.6611,2.661257731159454
230,230,0.162405,136.315,162405000,136315000000,True,230,2.66,2.6598948907927653
231,231,0.162405,138.412,162405000,138412000000,True,231,2.6584,2.658558622644428
232,232,0.162405,140.509,162405000,140509000000,True,232,2.6573,2.6572480176527433
233,233,0.162405,142.606,162405000,142606000000,True,233,2.656,2.6559622108360745
234,234,0.162405,144.703,162405000,144703000000,True,234,2.6546,2.654700378544346
235,235,0.162405,146.801,162405000,146801000000,True,235,2.6538,2.653461150656719
236,236,0.162405,148.898,162405000,148898000000,True,236,2.6523,2.6522449598087348
237,237,0.162405,150.995,162405000,150995000000,True,237,2.6507,2.6510504957235557
238,238,0.162405,153.092,162405000,153092000000,True,238,2.6499,2.649877076508104
239,239,0.162405,155.189,162405000,155189000000,True,239,2.6486,2.6487240506397125
240,240,0.162405,157.286,162405000,157286000000,True,240,2.6477,2.6475907952246973
241,241,0.162405,159.384,162405000,159384000000,True,241,2.6464,2.646476187587208
242,242,0.162405,161.481,162405000,161481000000,True,242,2.6454,2.6453807196656887
243,243,0.162405,163.578,162405000,163578000000,True,243,2.6444,2.644303309385645
244,244,0.162405,165.675,162405000,165675000000,True,244,2.6434,2.6432434332528283
245,245,0.162405,167.772,162405000,167772000000,True,245,2.642,2.642200589331835
246,246,0.162405,169.869,162405000,169869000000,True,246,2.6411,2.641174296101915
247,247,0.162405,171.966,162405000,171966000000,True,247,2.6401,2.6401640913867808
248,248,0.162405,174.064,162405000,174064000000,True,248,2.6391,2.6391690607387654
249,249,0.162405,176.161,162405000,176161000000,True,249,2.6385,2.6381897261144394
250,250,0.162405,178.258,162405000,178258000000,True,250,2.6373,2.637225199644486
251,251,0.162405,180.355,162405000,180355000000,True,251,2.6361,2.6362750871289315
252,252,0.162405,182.452,162405000,182452000000,True,252,2.6355,2.6353390092902558
253,253,0.162405,184.549,162405000,184549000000,True,253,2.6347,2.634416601044677
254,254,0.162405,186.647,162405000,186647000000,True,254,2.6337,2.633507080420055
255,255,0.162405,188.744,162405000,188744000000,True,255,2.6324,2.6326109756087424
256,256,0.162405,190.841,162405000,190841000000,True,256,2.6317,2.631727523494711
257,257,0.162405,192.938,162405000,192938000000,True,257,2.6311,2.630856409311372
258,258,0.162405,195.035,162405000,195035000000,True,258,2.6299,2.6299973294358536
259,259,0.162405,197.132,162405000,197132000000,True,259,2.6292,2.6291499908796845
260,260,0.162405,199.229,162405000,199229000000,True,260,2.6284,2.628314110807895
261,261,0.162405,201.327,162405000,201327000000,True,261,2.6274,2.6274890254369985
262,262,0.162405,203.424,162405000,203424000000,True,262,2.6267,2.6266752573427485
263,263,0.162405,205.521,162405000,205521000000,True,263,2.6254,2.6258721556084144
264,264,0.162405,207.618,162405000,207618000000,True,264,2.6249,2.6250794737138223
265,265,0.162405,209.715,162405000,209715000000,True,265,2.6243,2.624296973253209
266,266,0.162405,211.812,162405000,211812000000,True,266,2.6234,2.6235244235901547
267,267,0.162405,213.91,162405000,213910000000,True,267,2.623,2.622761240048047
268,268,0.162405,216.007,162405000,216007000000,True,268,2.6218,2.622007934014704
269,269,0.162405,218.104,162405000,218104000000,True,269,2.6212,2.6212639301992615
270,270,0.162405,220.201,162405000,220201000000,True,270,2.6206,2.62052902593759
271,271,0.162405,222.298,162405000,222298000000,True,271,2.62,2.619803024857509
272,272,0.162405,224.395,162405000,224395000000,True,272,2.6189,2.619085736626278
273,273,0.162405,226.492,162405000,226492000000,True,273,2.6186,2.618376976710472
274,274,0.162405,228.59,162405000,228590000000,True,274,2.6177,2.6176762341054474
275,275,0.162405,230.687,162405000,230687000000,True,275,2.6169,2.616984003144402
276,276,0.162405,232.784,162405000,232784000000,True,276,2.6164,2.616299779385098
277,277,0.162405,234.881,162405000,234881000000,True,277,2.6157,2.615623399316072
278,278,0.162405,236.978,162405000,236978000000,True,278,2.6149,2.614954704186783
279,279,0.162405,239.075,162405000,239075000000,True,279,2.6143,2.614293539828319
280,280,0.162405,241.172,162405000,241172000000,True,280,2.6136,2.6136397564823532
281,281,0.162405,243.27,162405000,243270000000,True,281,2.613,2.6129929020209053
282,282,0.162405,245.367,162405000,245367000000,True,282,2.6125,2.6123534516084135
283,283,0.162405,247.464,162405000,247464000000,True,283,2.612,2.611720957736577
284,284,0.162405,249.561,162405000,249561000000,True,284,2.6109,2.611095286730838
285,285,0.162405,251.658,162405000,251658000000,True,285,2.6108,2.610476308581074
286,286,0.162405,253.755,162405000,253755000000,True,286,2.6096,2.6098638968116017
287,287,0.162405,255.853,162405000,255853000000,True,287,2.6092,2.6092576409054757
288,288,0.162405,257.95,162405000,257950000000,True,288,2.6088,2.608657998978347
289,289,0.162405,260.047,162405000,260047000000,True,289,2.6081,2.6080645639392115
290,290,0.162405,262.144,162405000,262144000000,True,290,2.6074,2.6074772222602505
291,291,0.162405,264.241,162405000,264241000000,True,291,2.6069,2.606895863377166
292,292,0.162405,266.338,162405000,266338000000,True,292,2.6063,2.6063203795890333
293,293,0.162405,268.435,162405000,268435000000,True,293,2.6057,2.605750665962294
294,294,0.162405,270.533,162405000,270533000000,True,294,2.6053,2.6051863525973555
295,295,0.162405,272.63,162405000,272630000000,True,295,2.6047,2.60462787773757
296,296,0.162405,274.727,162405000,274727000000,True,296,2.604,2.604074873894853
297,297,0.162405,276.824,162405000,276824000000,True,297,2.6037,2.6035272463221886
298,298,0.162405,278.921,162405000,278921000000,True,298,2.603,2.602984902615301
299,299,0.162405,281.018,162405000,281018000000,True,299,2.6026,2.602447752637631
300,300,0.162405,283.116,162405000,283116000000,True,300,2.602,2.6019154559356776
301,301,0.162405,285.213,162405000,285213000000,True,301,2.6013,2.6013884340937756
302,302,0.162405,287.31,162405000,287310000000,True,302,2.6008,2.600866348431343
303,303,0.162405,289.407,162405000,289407000000,True,303,2.6005,2.6003491171902287
304,304,0.162405,291.504,162405000,291504000000,True,304,2.5999,2.5998366605463663
305,305,0.162405,293.601,162405000,293601000000,True,305,2.5993,2.5993289005504945
306,306,0.162405,295.698,162405000,295698000000,True,306,2.5989,2.5988257610711094
307,307,0.162405,297.796,162405000,297796000000,True,307,2.5985,2.598326931047338
308,308,0.162405,299.893,162405000,299893000000,True,308,2.5978,2.597832813321073
316,316,0.409009,0.134,409009000,134000000,True,316,4.3461,4.346382266302745
317,317,0.409009,0.268,409009000,268000000,True,317,3.9625,3.9625138770209203
318,318,0.409009,0.537,409009000,537000000,True,318,3.6458,3.6455663903976037
319,319,0.409009,1.074,409009000,1074000000,True,319,3.3856,3.385279457133366
320,320,0.409009,2.097,409009000,2097000000,True,320,3.1777,3.1776486658275935
321,321,0.409009,4.194,409009000,4194000000,True,321,2.9999,2.999874066668392
322,322,0.409009,6.291,409009000,6291000000,True,322,2.9109,2.910793692815087
323,323,0.409009,8.389,409009000,8389000000,True,323,2.8533,2.8534253160362573
324,324,0.409009,10.486,409009000,10486000000,True,324,2.8125,2.8120234580285963
325,325,0.409009,12.583,409009000,12583000000,True,325,2.7799,2.7800625604232088
326,326,0.409009,14.68,409009000,14680000000,True,326,2.754,2.7542832396627017
327,327,0.409009,16.777,409009000,16777000000,True,327,2.733,2.7328334672827825
328,328,0.409009,18.874,409009000,18874000000,True,328,2.7147,2.714567315449578
329,329,0.409009,20.972,409009000,20972000000,True,329,2.6988,2.698722991220028
330,330,0.409009,23.069,409009000,23069000000,True,330,2.6849,2.684793979546833
331,331,0.409009,25.166,409009000,25166000000,True,331,2.6724,2.6723980593475822
332,332,0.409009,27.263,409009000,27263000000,True,332,2.6611,2.6612583494425035
333,333,0.409009,29.36,409009000,29360000000,True,333,2.6512,2.651164648724475
334,334,0.409009,31.457,409009000,31457000000,True,334,2.6418,2.6419539097878726
335,335,0.409009,33.554,409009000,33554000000,True,335,2.6336,2.6334973164876714
336,336,0.409009,35.652,409009000,35652000000,True,336,2.6256,2.6256878871194242
337,337,0.409009,37.749,409009000,37749000000,True,337,2.6183,2.6184488784639988
338,338,0.409009,39.846,409009000,39846000000,True,338,2.6116,2.6117070881814306
339,339,0.409009,41.943,409009000,41943000000,True,339,2.6055,2.605404770152768
340,340,0.409009,44.04,409009000,44040000000,True,340,2.5994,2.599493360050793
341,341,0.409009,46.137,409009000,46137000000,True,341,2.5938,2.593931658143599
342,342,0.409009,48.234,409009000,48234000000,True,342,2.5887,2.588684436216502
343,343,0.409009,50.332,409009000,50332000000,True,343,2.5837,2.583719052553387
344,344,0.409009,52.429,409009000,52429000000,True,344,2.5789,2.5790139325899277
345,345,0.409009,54.526,409009000,54526000000,True,345,2.5745,2.5745437124878254
346,346,0.409009,56.623,409009000,56623000000,True,346,2.5703,2.5702882848415434
347,347,0.409009,58.72,409009000,58720000000,True,347,2.566,2.566229928969488
348,348,0.409009,60.817,409009000,60817000000,True,348,2.5621,2.5623529541226038
349,349,0.409009,62.915,409009000,62915000000,True,349,2.5585,2.558641675200449
350,350,0.409009,65.012,409009000,65012000000,True,350,2.555,2.555087165527603
351,351,0.409009,67.109,409009000,67109000000,True,351,2.5517,2.5516764497825006
352,352,0.409009,69.206,409009000,69206000000,True,352,2.5486,2.5483994828641223
353,353,0.409009,71.303,409009000,71303000000,True,353,2.5454,2.5452471992285823
354,354,0.409009,73.4,409009000,73400000000,True,354,2.5422,2.542211391835835
355,355,0.409009,75.497,409009000,75497000000,True,355,2.5393,2.539284609034383
356,356,0.409009,77.595,409009000,77595000000,True,356,2.5363,2.536458742746354
357,357,0.409009,79.692,409009000,79692000000,True,357,2.5337,2.533730291256764
358,358,0.409009,81.789,409009000,81789000000,True,358,2.531,2.5310922165204026
359,359,0.409009,83.886,409009000,83886000000,True,359,2.5286,2.528539320252399
360,360,0.409009,85.983,409009000,85983000000,True,360,2.5259,2.5260668237380366
361,361,0.409009,88.08,409009000,88080000000,True,361,2.5237,2.523670324702714
362,362,0.409009,90.178,409009000,90178000000,True,362,2.5215,2.5213446675544597
363,363,0.409009,92.275,409009000,92275000000,True,363,2.5191,2.519088309702797
364,364,0.409009,94.372,409009000,94372000000,True,364,2.5169,2.5168966438814193
365,365,0.409009,96.469,409009000,96469000000,True,365,2.5148,2.514766438415216
366,366,0.409009,98.566,409009000,98566000000,True,366,2.5126,2.5126946889029522
367,367,0.409009,100.663,409009000,100663000000,True,367,2.5107,2.510678597797876
368,368,0.409009,102.76,409009000,102760000000,True,368,2.5087,2.508715556205076
369,369,0.409009,104.858,409009000,104858000000,True,369,2.5068,2.5068022273372916
370,370,0.409009,106.955,409009000,106955000000,True,370,2.5048,2.5049381555851955
371,371,0.409009,109.052,409009000,109052000000,True,371,2.5031,2.503120283197436
372,372,0.409009,111.149,409009000,111149000000,True,372,2.5014,2.5013466092420713
