q0_branch,q0_basis,q0,budget_flops,context_length_tokens,g_function,beta_Q_units,beta_Q_first_ND_reallocation,first_reallocated_run_id,first_reallocated_N_B,first_reallocated_D_B,first_reallocated_Q,conditional_envelope_segments,baseline_run_id,claim_boundary
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,2048,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.005697328319835247,1042,6.86104,224.395,0.7270794265054527,10,1043,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,2048,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.005747059256211562,1042,6.86104,224.395,0.7280557362990527,10,1043,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,2048,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.0056929435132278055,1042,6.86104,224.395,0.7269931071352583,10,1043,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,2048,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.007623748710178025,1042,6.86104,224.395,0.6507147395187204,12,1043,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,2048,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.007582522709970037,1042,6.86104,224.395,0.6498590640722968,12,1043,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,2048,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.00766618533363976,1042,6.86104,224.395,0.6515939900513125,12,1043,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,2048,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.007575131724756266,1042,6.86104,224.395,0.649705501910971,12,1043,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,2048,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.004225399461298301,1041,6.86104,222.298,0.8907468616160004,3,1043,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,2048,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.004238932396556876,1041,6.86104,222.298,0.8875838687013745,3,1043,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,2048,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.0042116878377762585,1041,6.86104,222.298,0.8939723494715522,3,1043,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,2048,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.004241381193274702,1041,6.86104,222.298,0.8870136789386417,3,1043,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,2048,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,2048,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,2048,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,2048,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,2048,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,2048,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,2048,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,2048,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,2048,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,2048,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,2048,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,2048,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000,4096,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.3928412331553885,168,0.162405,6.291,0.7035279812974637,5,169,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000,4096,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.3907472616602614,168,0.162405,6.291,0.7029719376692,5,169,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000,4096,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.39499996652605057,168,0.162405,6.291,0.7040996767733831,5,169,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000,4096,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.39037217986409456,168,0.162405,6.291,0.7028721804658183,5,169,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000,4096,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.5027001886569791,320,0.409009,2.097,0.8225010880983323,3,169,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000,4096,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.5007032943440116,320,0.409009,2.097,0.8220778838323168,3,169,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000,4096,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.5047524886591938,320,0.409009,2.097,0.8229370113311864,3,169,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000,4096,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.5003449591882975,320,0.409009,2.097,0.8220020419636177,3,169,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000,4096,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.30787621041925833,167,0.162405,4.194,1.0,2,169,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000,4096,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.30659152307964477,167,0.162405,4.194,1.0,2,169,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000,4096,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.30919741584616905,167,0.162405,4.194,1.0,2,169,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000,4096,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.3063610734093763,167,0.162405,4.194,1.0,2,169,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,4096,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.00822715937738086,1035,6.86104,209.715,0.7828042460858317,8,1036,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,4096,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.008204286802424424,1035,6.86104,209.715,0.7824588964387996,8,1036,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,4096,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.008250751973472378,1035,6.86104,209.715,0.7831597718380147,8,1036,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,4096,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.008200191051689794,1035,6.86104,209.715,0.7823969850601062,8,1036,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,4096,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.009438309260899863,1035,6.86104,209.715,0.7007524193986477,10,1036,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,4096,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.009402679451623042,1035,6.86104,209.715,0.7000676140741069,10,1036,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,4096,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.009475013754654038,1035,6.86104,209.715,0.7014568141572088,10,1036,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,4096,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.009396294654497817,1035,6.86104,209.715,0.6999447903809988,10,1036,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,4096,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.0039207213312874335,1035,6.86104,209.715,0.8371736630459935,3,1036,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,4096,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.003933278455987532,1035,6.86104,209.715,0.8341817043824518,3,1036,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,4096,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.0039079984028822425,1035,6.86104,209.715,0.8402247373272351,3,1036,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,4096,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.003935550678913553,1035,6.86104,209.715,0.8336423468035642,3,1036,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,4096,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,4096,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,4096,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,4096,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,4096,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,4096,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,4096,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,4096,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,4096,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,4096,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,4096,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,4096,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000,8192,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.44458758510689467,320,0.409009,2.097,0.8694792420821931,4,168,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000,8192,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.4435212337681421,320,0.409009,2.097,0.8692740211478959,4,168,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000,8192,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.4456870269815481,320,0.409009,2.097,0.8696906902851372,4,168,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000,8192,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.4433302357368193,320,0.409009,2.097,0.8692372491060473,4,168,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000,8192,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.47725247360639783,320,0.409009,2.097,0.7905826171044419,3,168,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000,8192,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.47572809662740567,320,0.409009,2.097,0.7901059938228429,3,168,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000,8192,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.4788222482306886,320,0.409009,2.097,0.7910734328771307,3,168,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000,8192,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.4754548716093291,320,0.409009,2.097,0.7900205654398326,3,168,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000,8192,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.23201458265564268,320,0.409009,2.097,1.0,2,168,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000,8192,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.2306600405982704,320,0.409009,2.097,1.0,2,168,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000,8192,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.23341237027914943,320,0.409009,2.097,1.0,2,168,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000,8192,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.2304175393698237,320,0.409009,2.097,1.0,2,168,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,8192,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.009420376769415118,1024,6.86104,186.647,0.8198428563954668,7,1025,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,8192,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.0093993217683041,1024,6.86104,186.647,0.8195663817410822,7,1025,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,8192,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.009442095140146317,1024,6.86104,186.647,0.8201275969548306,7,1025,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,8192,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,0.009395551544857161,1024,6.86104,186.647,0.8195168297720327,7,1025,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,8192,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.010055154805286678,1024,6.86104,186.647,0.737406236775096,8,1025,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,8192,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.01002390521831155,1024,6.86104,186.647,0.7368187164145811,8,1025,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,8192,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.010087354900927051,1024,6.86104,186.647,0.738010895263618,8,1025,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,8192,power4,validation-loss units per one Q-score unit; beta_Q is unknown,0.010018306157552921,1024,6.86104,186.647,0.7367133750334685,8,1025,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,10000000000000000000000,8192,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.0032408981300743327,1024,6.86104,186.647,0.9741045560655948,3,1025,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,10000000000000000000000,8192,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.003251277945042277,1024,6.86104,186.647,0.9706754408879184,3,1025,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,10000000000000000000000,8192,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.0032303812605002542,1024,6.86104,186.647,0.9776014242722031,3,1025,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,10000000000000000000000,8192,logarithmic,validation-loss units per one Q-score unit; beta_Q is unknown,0.0032531561818282696,1024,6.86104,186.647,0.9700572775147089,3,1025,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,8192,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,8192,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,8192,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_equal_sensitivity,frozen Q1 sensitivity interface; not an uncertainty endpoint,0.4962230100496153,1000000000000000000000000,8192,exponential,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_point,frozen operational Q1 main interface,0.49847810484764643,1000000000000000000000000,8192,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_low,lower endpoint of A1 seven-domain macro 95% interval,0.496567443226065,1000000000000000000000000,8192,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
q_huber_ci95_high,upper endpoint of A1 seven-domain macro 95% interval,0.5004265176398414,1000000000000000000000000,8192,power4,validation-loss units per one Q-score unit; beta_Q is unknown,,,,,,1,1232,conditional linear Q-only response; not estimated from Q2; p excluded
