id,source_domain,content_sha256_nfkc,content_length_chars,nfkc_length_chars,nfkc_changed,has_format_control_cf,has_nonstandard_control_cc,has_nonascii_space,invisible_codepoints
BkiUdhs4eIOjRrm8BAub,c4,4d62d5128b8394b13d252995b68725bb5f9ea3ffc830dc90260721de22f36e43,10250,10262,True,True,False,False,U+200B
BkiUerA4uzkg3srlW3zf,c4,daacb61a24797677369714f8e13023639265205b13c7d5aa52b8f514eef766c3,15318,15318,False,True,False,False,U+200B
BkiUd1M4eIXh1Pq_-t_r,c4,acd41f8dd3638753232755fc3747e399b560148f28f3ffbadd64edc12e408f69,3494,3494,False,True,False,False,U+200B
BkiUde84eIZjyr7dvI9R,c4,ca6acf9fe4a4fa519ccc624a4cdaa32cf2874f09841bc4cc75387d6e445c1584,13127,13127,False,True,False,False,U+200B
BkiUb4PxaJiQnuolF1s7,c4,a4fe3b1559875689461d5d450c730c53bf28b79c1d760ffc067f67c4605fb5fd,411,411,False,True,False,False,U+200B
BkiUeHTxK7kjXLSrGRVy,c4,a2090f34ef6d8de315b85644954aa78b13911c64ba09ab250401a30ae3b27f57,413,413,False,True,False,False,U+200B
BkiUfjI241xiER2ZIiTP,c4,46117fbe2b5d9b3d46b0f46c064d97086886751e746ae2084e1938c992a6b913,9441,9442,True,True,False,False,U+00AD
BkiUbEQ5qsBB3Jex1t4s,c4,7cc9c2744776a8dcc5e3caf3834f80d53491373bd8bb03ed34300f608f3c0331,3477,3477,False,True,False,False,U+200B
BkiUdis5qYVBhG4-Shix,c4,7bf2829d816589032340cbc2b1aabac11e5dff900b62b9ed50b3e90f6f43e768,1499,1499,False,True,False,False,U+200B
BkiUdSw5qdmDCTsM6IZg,c4,9b027acaae2ac58b7874daea1bb2690f52cf104cce5ea13f9d52fc1e3b9c5e66,1055,1055,False,True,False,False,U+200B
BkiUc9Y5qX_BhIhybI7r,c4,fe7b4ed5b249e60039b030327c416ea3b24802836315ded66537527eccdf7051,1643,1643,False,True,False,False,U+200B
BkiUdLLxaKgT2YGEmtQJ,c4,4e8fa9ee28771266b520f49bc7f55235fa73c12c8fa3940026995e46d8a0a31f,2741,2741,False,True,False,False,U+200B
BkiUd-XxK5YsWR0Kjyhz,c4,e15f1d62a12ba9cbf6380a1acc06cee189da78d2b61ad40aad4dd888756e23b5,4559,4559,False,True,False,False,U+200B
BkiUdx_xK7IAHYL5-H5p,c4,cef0bfa3d46daf5510a187f46d3137b2d152b65ad08f57deaa73cbefc737d2fc,2075,2075,False,True,False,False,U+00AD
BkiUcYvxK1UJ-rWoJGOG,c4,c838f85da16813c864a3ad5dfb77d57fc30ee54a59502cec079ccbdd993b0668,398,398,False,True,False,False,U+200B
BkiUei3xK7IAHO1E0323,c4,515697f7d8716d15b7ec890eb4335f8c5f54532ea3198d2b8322debdfb8414fe,878,878,False,True,False,False,U+200B
BkiUgALxK19JmhArGMlz,c4,032038e70e7cf078045f6b96063da6e691c4755743698ea84a4b53b2733620c6,607,607,False,True,False,False,U+200B
BkiUde45qg5A59Bh1KLy,c4,3ce832d8fb00e76d0ed8dc303e544edd6ac0b6953887c4dd3bfc82ee925d6129,6602,6602,False,True,False,False,U+00AD;U+200C;U+200F
BkiUakvxK0wg09FXTRga,c4,d3e9067d2f4016e0ffe688e989b04dc20e36b8f4f923f4073ce948423493cd95,5402,5404,True,True,False,False,U+2063
BkiUfrA25V5jU0EvJgZr,c4,2f4613a551fb1b618727f2daa28cf65821344ec8a288672cb209ba2de3c2f70a,7334,7336,True,True,False,False,U+00AD
BkiUdjTxK7kjXIdG-9Mw,c4,5e4c5fd5fddc1dc3b2511848b18c2e308fc086e93364ae86dff08e3109144ba1,829,829,False,True,False,False,U+200B
BkiUcOTxK3YB9i3RJ5Xu,c4,d12f8ce1c852e50acfcd331164a42d32ea21ed90922a674185bcf688da966600,1752,1752,False,True,False,False,U+200B
BkiUc9M5i7PA9O6rSzCP,c4,76ad348fe829d13d6370049e1e2c09211ac11d1b6180a88ccd356d61feec8184,905,905,False,True,False,False,U+200B
BkiUbRM4c3aisA9EL9VN,c4,b37c38c76897ceb900bf0793cd63bb29c5b7198662cc94d6ae70ea9ff8270b63,7255,7255,False,True,False,False,U+200B
BkiUeo8241xiDnlsRBmA,c4,9f52b458c45d23e1957c41281f27efecf42867744778478a1bdbe8e53b7d82f7,1619,1619,False,True,False,False,U+00AD
BkiUdww4dbghE52z4-_m,c4,e3f540eaf0598cc572b57bb38f0ac20fab5543ce3a5747946e642f75047b92d9,2355,2355,False,True,False,False,U+200B
BkiUeOzxK7ICUn2IaJO_,c4,4886a142714a5dd40d04b1bf422c136e82843588f129ebdfb0ff2f1be5d4302b,238,238,False,True,False,False,U+200B
BkiUb6bxaJJQnNCyfEU8,c4,592dff8e73e41e6a2c2c6feb8d93244fbd979f7ab9e463c13a54ca56159aef0d,93397,93397,False,True,False,False,U+200B
BkiUd2XxaKgQKLxdcMY5,c4,9a9cc75e226e3076057b2b5b2dfa92c24c60b01811607d4bc9ab90a0b1a2520c,4259,4259,False,True,False,False,U+200B
BkiUdkU4dbgg6MqXbz9Y,c4,d39b2838dcece59d308e1b4e310594144ebf4561685fb95f540c36ecbd0c0aa7,2561,2561,False,False,True,False,U+009D
BkiUbhY4ukPiEPtYObeL,c4,cbf64787177a2faeb34909a8801eb9fbbf3caf037c2817e31ecd4fa986098d11,3384,3384,False,True,False,False,U+200B
BkiUdJc5qX_BjprW8Yya,c4,c02cbbf98e67313120409bb9fe707ac81b5a1fbe62896ff44c1c2d386c0db505,467,467,False,True,False,False,U+200B
BkiUcGzxK3YB9i3RJwXp,c4,a9f9fc1240f91b1e1b871efaad3ebda6870d6e14b8ddfed353e06dc12659f07c,1828,1828,False,True,False,False,U+202A
BkiUdjU5qhLBWY0XucTi,c4,aee718c3b532ec32906c6f89b7d54476ec76c9b3f496c466b9d98f7f25ac535c,248,248,False,True,False,False,U+200B
BkiUe-zxK4sA-46xPogj,c4,62bc0b571399c151503b5fcb72c6e85367c9461c4ddf9955a02f7d7968c2774b,2978,2978,False,True,False,False,U+00AD
BkiUbSA5jDKDx8o5q24g,c4,2d3cb3d8db737aa9cdaa36233db3d976a87c3ca8febedc9f4c3db55c2bc54e3e,4897,4901,True,True,False,False,U+200B
BkiUc5k25V5ijU6aQtPh,c4,9883a63801bb7c152ba06b6202ba3ca4c82fead536ebdde40dc9819c74a6aebc,1330,1330,False,True,False,False,U+200E
BkiUbNHxaJJQnMsbycob,c4,4d324d18ece691df05975162a3377ea6e3e12de4f3ae853b62b4cfe8a8441e57,11701,11701,False,True,False,False,U+00AD
BkiUd4k5qsMAIxrFvn3-,c4,0e27cf89d0621dd46f7e0fa4aa5b2b77aded34325bbcebf78adeab7723eb2ed9,5635,5635,False,True,False,False,U+200B
BkiUbk84eIZijWzOhw4q,c4,ce0095e9083c4511a1b3b99ef531fcbc84935a2e55d99240b0a784d56ac5e8af,5406,5406,False,True,False,False,U+200B
BkiUdT85qoTDtv-skpKv,c4,23f1e230fec335a0ba58acebd14ed93364dd6777a9a5f2f3a5d8062e7ce34ac7,4553,4557,True,True,False,False,U+200B
BkiUfnPxK1ThhAcYmxjk,c4,c64b2ff666166f85f6db17234c463f163bac932cfec3bb94f302ec4a99433d0d,2172,2174,True,True,False,False,U+200E
BkiUdqc5qhDBdMC-FTBa,c4,0c3052718e013eed637875e3f3431e9b795b887c6fd110a8a0a780c3fc6d7785,1303,1303,False,False,True,False,U+009D
BkiUgDe6NNjgBvv4RlCF,c4,f883b9ff65268f65ba7cd922e8b196df3c72e8496033830fe84afb8ae0157d1f,3546,3546,False,True,False,False,U+200B
BkiUcizxK7kjXLlzbczE,c4,8d1eb33c72b582c79ac6d1f43a377362e32fac28ad4fa5bbee969e8daef598cc,2935,2936,True,True,False,False,U+200B
BkiUe5HxK7ICUn2IaaLz,c4,1ffd64e3567b7b30c294701600fabc6eba7bb98d12ca793fcde5e9a9fdd1b900,3112,3112,False,True,False,False,U+200B
BkiUd884eIXh8Eim8gpE,c4,39f26011136f713cde3ecf00280a4655a96ebc6cdc786d44571518b581cfcbe1,607,607,False,True,False,False,U+200B
BkiUcYjxK4tBViZLEtkh,commoncrawl,e47525ea125e98de2ac706dcec01ce3a7f5f8fb93c458b2195de5f1635a93d24,6043,6043,False,True,False,False,U+200B
BkiUd_fxK0wg0_74_ZN7,commoncrawl,64db9b3f5b3a061c166a648938493ff033dd5da02f65b1b2f8a55d92da582d56,5714,5714,False,True,False,False,U+200B
BkiUdUA5qsBDGjv8hO36,commoncrawl,b9ce2d5f68620f4b34edef56cf7cf5112d054d7ffdd2289de238d2e3ba33af5a,11160,11160,False,True,False,False,U+200B
BkiUblrxK1fBGwCLLH14,commoncrawl,16cc1cd26438f0886d0db83f1fa5dc036af67424f716efcbc6e632526ae5f157,5009,5009,False,True,False,False,U+200B
BkiUb9TxK02iP15vfIpY,commoncrawl,0e69fe1b6d97b7b5ca7f0dae66a817128c421798d3a53a28979eef62414cc837,1597,1597,False,False,True,False,U+009D
BkiUeou6NNjgBvv4QIet,commoncrawl,bcae7f111628643d8835709bf24db6b6a38f6242fd392c4f8436081f30e79fd0,3811,3811,False,True,False,False,U+200B
BkiUdjM25V5jDmnnv2Ca,commoncrawl,68165964458dc639bc733fce3e4ab401231316a763f3dd6d49249db959f3fec2,2237,2237,False,True,False,False,U+200B
BkiUdJQ5qhDACjc-Rso-,commoncrawl,f53df09afbfae2db96cf2a4786990409a37bf27b8f07eacdb5531ae38c3c00b5,5821,5821,False,True,False,False,U+200B
BkiUfvg5qhLB3UNjqx8H,commoncrawl,09d69cc7a5e419f74e04981edd5716f7ea240a49344bb5457f9d66eabf3b6114,828,828,False,True,False,False,U+200B
BkiUeUi6NNjgBpvICjTa,commoncrawl,a10dccb321cb73738038d52f023fba4e28fc2adbcd7146dac8674d9580abaecb,2414,2414,False,True,False,False,U+200B
BkiUbR45qU2Ap07nSpc4,commoncrawl,872e765fbcd4cb7a5f1ee54dc2008666bd5febd77be494175cbde92641e21942,9716,9716,True,True,False,True,U+00AD
BkiUctrxK4tBVgEFUmmh,commoncrawl,2bab63c598b0933dcf0cee1865c30faf5e3a4b8c21a1edf53028d81eefb91f82,19178,19178,False,True,False,False,U+00AD
BkiUbs3xK6mkyCfOAvmg,commoncrawl,6479b397608980a272ca41e02090bc6b166ad27a17d4752016d1663f9fddee1b,4934,4948,True,True,False,True,U+202D
BkiUdi45qhDBMCD_RQdR,commoncrawl,6bee218fa8e61936859f356b471f043ca37b4512fff2e4ec6070369a31fce5c4,3533,3535,True,True,False,False,U+200B
BkiUdWU5qdmDDqr2GhbR,commoncrawl,d07f70e4d947c0f1f4cbd0b6dadd7e83d715be9913d3f2b539d224468ad6e283,3233,3233,False,True,False,False,U+200B
BkiUbcw5qWTD6kJ7QGSC,commoncrawl,7ca5e998ea7bac28dd4d4fcdddc65bba02e84590ea9add6351f59d816f4e5524,9821,9823,True,True,False,False,U+00AD
BkiUcvA5qsBC5S8FnwVC,commoncrawl,753962758cb2903d79b632a2f13e4c84dfdea9715ccdf36f2d2ce8b1e357dd4f,22356,22356,False,True,False,False,U+200B
BkiUboA5qoTDt2GdhYdH,commoncrawl,8122f8caea36b95961365aa53270fa74e19f210aad5789d9bc0fc32180ca55ea,11910,11914,True,True,False,False,U+200B
BkiUdrU4eIZjuQleCbhl,commoncrawl,7b285c07a79bf89ba26f6513a1c9a251604593829888b975ad8a4fb27f90d446,14144,14150,True,True,False,False,U+200E
BkiUbLI25V5hegR8Xi1c,commoncrawl,a75374f0266e20a87899135fc0b1548f20b09c2b356a76d9d22593c42d2b500f,46692,46692,False,True,False,False,U+200B
BkiUfEU4uzliBaE72KwY,commoncrawl,2ee5d4cc4822af47c8b8f612060e6a356e599f7d95f6fead395443332e2fd5d5,5793,5793,False,True,False,False,U+00AD
BkiUfqbxK7kjXIdHA_LC,commoncrawl,277a6b547a473fd349792205f5163e4184d6b10c9691dcfc1a2ff7036ac09a26,920,920,False,True,False,False,U+200B
BkiUdBo5qsBC8SsdCwZi,commoncrawl,3b85db7344df1e321092503b73228f1ce7187139aa552c5550b79417f53a9e34,31590,31590,False,True,False,False,U+200F
BkiUcG_xK6wB9k0iKgsd,commoncrawl,b7fe69d4708b4a25500e2020200c3b9ade4769516932031b735f9eb4c5733f01,13238,13238,False,True,False,False,U+200E
BkiUfhPxK7Tt52mM_WVI,commoncrawl,9615473ad002ed3b07c9c59ad44374e441acbce66287bbc9a9ddcab124224184,9969,9969,True,True,False,False,U+200E
BkiUdnc5qhLA-KZ411sr,commoncrawl,6d86e0d65988712ecd7def40889e7cc59370d00cc5d4af32f1e41bb145b5130f,67426,67426,True,True,False,True,U+200C
BkiUcxk25V5ijU6aQj2s,commoncrawl,2db48ae5b21c8d40f2888cc725a32bc7b56adb4b94b2de8735e746c8ae11ba85,38187,38197,True,True,False,False,U+200E
BkiUblA5qsJBjdcnzQHS,commoncrawl,2d3eb473d221224b61bd02350555bc9232969ea6eda779da87514913849f39bb,2567,2567,False,True,False,False,U+200B
BkiUc37xK03BfL1dVCJq,commoncrawl,31a845ebcde9df1b3eb39605e310fa7f288d2b495bf3a4375dc4144f55465318,15129,15129,False,True,False,False,U+00AD
BkiUdGM25V5hdn6rQ5C-,commoncrawl,ba7c7c198c3e59435c9541811cdde70f885e4e50e87c678f5bc2be9057be5c45,4667,4667,False,True,False,False,U+200B
BkiUd3TxK1UJ-2RwW952,commoncrawl,21b48ef09d915fab8d11dbd6843444edcaf6c23b3180d90d1f3c6a3f477338dc,200566,200860,True,True,False,False,U+200B;U+200E
BkiUbI_xK6-gD0SrbV4O,commoncrawl,b7bd778a233abc9c040d5509eb28f18b9772ab03f1f3ad2111c9100757479321,16440,16440,False,True,False,False,U+200B
BkiUboI241xg-Gl0m7Ww,commoncrawl,ac069e8c6014eb44cb1798d062fffe6fc226ccf206e0d462d5c651aab1b0f1c2,9560,9560,False,True,False,False,U+200B
BkiUb9O6NNjgBvv4Nmp9,commoncrawl,3a5c253b41b2fabc26e37360275cee372092ebbf632dfeda48e9016924884d75,12577,12577,False,True,False,False,U+200B
BkiUdZE5qYVBMbjheb9F,commoncrawl,bbbe7724dc6c9e2bdc7dc3383de79247fe0f700973e4fd5895aba2f566fbe927,4161,4161,False,True,False,False,U+200B
BkiUcg7xK6-gDyrT8sg4,commoncrawl,224ded681b5c7f51ae9dd49efaa07c265e51a9b14725ff0e68fa6040be6f14b4,10376,10376,False,True,False,False,U+200B
BkiUbI05qsNCPdQKsoa5,commoncrawl,505b299fbb6cca0b9b06d8372817d5e4d62b652580e0338be195323a02823348,7520,7520,False,True,False,False,U+200B
BkiUd2Q4uBhjAAuFmwcf,commoncrawl,63b639f931f871e4b593fe56c5cb71beb8db94f02e7ae27e7a6e15924e7a74b4,4739,4761,True,True,False,False,U+200B
BkiUdCs4dbgg-nPSr91X,commoncrawl,6a23e6cd4fc16d7e45f03517177fecc4abea9e55a8aa6e66efdbd03e67569fe8,5599,5602,True,True,False,False,U+200B
BkiUd1s4eIZijinjA4Xc,commoncrawl,0d3d8f095bcd0a350cf1df75b898fbd969d33bca407ed2483a54155c90ec7957,4139,4141,True,True,False,False,U+200B
BkiUdpo4uzlhjV1b15p6,commoncrawl,853f1ac8e8c74a3577dbafd9163303947deb11ab26cf9ee1dec7ce92451c66f7,23713,23725,True,True,False,False,U+200D
BkiUcsg5qsBC3VG0y4oU,commoncrawl,6d10a9d00141323211cfc0ad0b4af9ded3b6c0ba4a148f12d69ef06534c4a533,9246,9246,False,True,False,False,U+200B
BkiUgKHxK7Tt52mNABHw,commoncrawl,82f4e60a8a45e159f74057048baca7981a06fe91576627e05c0c0ecbafd045c1,8044,8046,True,True,False,False,U+00AD
BkiUduY4uzlh53v23N57,commoncrawl,385756dc4b637504fbc44ba03f08b661961097439e2d1d56c659e2b3163ea931,20093,20093,True,True,False,False,U+200B
BkiUbnM25YjgKLaE8ZgG,commoncrawl,fd1b1918c346560d90790a736c28404f52a6e58b098b2542e50251aa9fa535fc,10629,10629,False,True,False,False,U+200E
BkiUd_w5qoYA189x-yO7,commoncrawl,967ced191fab407d20f9126eb0bf502129d5b1b3bcb8282b2e4039e1afa240d9,2077,2077,False,True,False,False,U+200B
BkiUdcTxK6nrxl9bNoK6,commoncrawl,323bf1a836b8de210a8bdfab32940e4aba5864b866c58b8fd138c21b046f7b00,10960,10960,True,True,False,True,U+00AD
BkiUc-45qsBC2t5soS7t,commoncrawl,be79bc4d7dded0ed709868afa098c1cc45944954a25e619b3b83c0d854221d3c,2214,2214,False,True,False,False,U+200E
BkiUdyI5qsBDEK-qJW5U,commoncrawl,96c87e1a7369ba406afea86604f7b517dec8c9cfebd71c90bcc9a470d07f3f30,4190,4190,False,True,False,False,U+200B
BkiUa2rxK7ICUubsxtVP,commoncrawl,87ffe94a37c9dfd82feef4418b8547ff8478902b7c42690b547659a1cb924392,8415,8415,False,True,False,False,U+200E
BkiUeBc4eIXh79703KZQ,commoncrawl,5d0c1bfb82cc9d9e0914b0998205de776763db4c3848043127f41856b545711c,3336,3336,False,True,False,False,U+00AD
BkiUdjA5qsBB3WJXxnAY,commoncrawl,74571fd14cdd4ccaa58ced023750806698f624c2d4dd8c0d8a4b9b528365d4c2,2249,2249,False,True,False,False,U+00AD
BkiUb17xK4tBViZLEOiy,commoncrawl,7a34f5267607bd4e04b8713bc4df920cff6d2dd469b6b97ee4a458ceb497814e,3250,3250,False,True,False,False,U+200D
BkiUdrA5qdmDKLU7pz01,commoncrawl,ed09cf5b9aef2fd6dab9986da16fe89c92335540ad9943642b9cdc2ccb20c06e,6212,6212,False,True,False,False,U+200B
BkiUa7fxaL3SuhgbjNv_,commoncrawl,e796f70ff1ad06573abb44197c7bac440212126a1275b5818a081bbbcfa4c956,5421,5421,False,True,False,False,U+200B
BkiUd5Y5qsBDHTHZ3v6x,commoncrawl,50db74e468b701cdc95833c3e74cb8e7e624c47a6a100f3982bba6582e5732e7,11491,11491,True,True,False,False,U+200B
BkiUdjQ4eIXh3noafhBy,commoncrawl,2003b81fd809b21e1de10122df4524d29a4a71c065d4d46173bd784f62067835,2648,2648,False,True,False,False,U+200B
BkiUdTPxaKgTr7hAWb9U,commoncrawl,991fb43cc7956d949838a81c3a9ddb1b52c8983b22c364c47b01b4eabcac4716,2970,2980,True,True,False,False,U+200D
BkiUdVU5qhLA5d-DFrwF,commoncrawl,2ae8313d58c307a121b1fe00b96e334b3445c15200aa3e392150503a31594faf,4811,4811,False,True,False,False,U+200C
BkiUbiLxaL3Suhgbjybm,commoncrawl,0deb0d2d551af4ca7018309ae30838e74e5ee155e8900bbc79d70e014196e9ae,37959,37963,True,True,False,False,U+200B
BkiUbMk5qhDACnynoi7w,commoncrawl,16f393872f2d469f3ede3090ad05c3827ba3b8d13bc2fc2d97c32ab6c763db2b,7675,7675,False,True,False,False,U+200B
BkiUd3o4eIOjR9_GgZJf,commoncrawl,de01f74eac6319f2e3d1e3de34872a33e9f06168551d0ea3c9c1b322c6e91a07,7176,7176,False,True,False,False,U+00AD
BkiUdQM4eIXgu2wFJzQ4,commoncrawl,7f7828b2c179dda382aba5bdfa430802d6f5244a3e4062e65c6f0ae58867ff56,2853,2853,False,True,False,False,U+200E
BkiUbZbxK6nrxjHy_zsN,commoncrawl,b07426477ade442bb5d52d077a3d61793cecb04d76b278385914e685144e000c,3808,3828,True,True,False,False,U+200B
BkiUbjHxK7ICUyBuzLpF,commoncrawl,906705d818e234b45af2c47805b8bfc5f55f2e52eee988c3a3a4cc4c2d53987e,2272,2272,False,True,False,False,U+200F
BkiUbcQ4eIfiUU0Qa199,commoncrawl,0b3ebc1e718ff66c7f54acdf1c438c7759ed320da9d3e7e046b07379cf7d83a1,368249,368786,True,True,False,False,U+200E
BkiUbRk5qdmB6uAdss8d,commoncrawl,1da22288a8c7039d0f7d712dfe25b5ea8f8567b8e1849efeb699a5b2484fef1b,32231,32231,False,True,False,False,U+00AD
BkiUczrxK1ThhAcYkAoc,commoncrawl,ff12a88645c8289c651f26748ff2166893bd93b03d3f71c5f446592a01a01393,7558,7558,False,True,False,False,U+2066;U+2069
BkiUeEzxK0iCl7DT8uxT,commoncrawl,c0e4386ce4953dd29141347c1eb3d581e4ff2f9d929757cfb7cedd64b0e5b78a,48918,48936,True,True,False,True,U+200D
BkiUgm_xK02iP5rWMt76,commoncrawl,f0b74fdc023195bc41284d4895a07bd25742a6f6380c3959ceb7799d4c763d2d,6408,6408,False,True,False,False,U+00AD
BkiUdlg4uBhjCUQN8QpJ,commoncrawl,e810aba786cefabdbf2c8e34cb05d24b230f5badf06cffb392aaef76349bf9eb,3069,3069,False,True,False,False,U+00AD
BkiUdR85qhLA23Qkpkz-,commoncrawl,068a5c1e35560a517d79a8711005bee6e7e98de32b57314bb74d9b04201830f4,2632,2634,True,True,False,False,U+200B
BkiUclE25V5ha7jY8Scc,commoncrawl,3232896d2f3c26a5ffb00b71c716637748391dac656696f5b6eff96a1e87623d,9516,9525,True,True,False,False,U+200B
