c1_source_row,c2_source_row,Model,Submission Date,submission_month,C1_Average,Epoch_AI_Open_Weights,Epoch_AI_Publication_Date,source_Model_sha,C8_latest_parseable_run_id,C8_latest_model_revision,C8_latest_model_sha,C8_revision_sha_equal_latest_q4_candidate,version_match_status,version_scope_note
15,15,01-ai/Yi-34B-Chat,2024-06-12,2024-06,24.226662652803373,Yes,2023-11-02,,a63dde576a8a57c2ace74af3a1e04e3b9c26e6cc87a338769acc67fd11bdba1a,2e528b6a80fb064a0a746c5ca43114b135e30464,2e528b6a80fb064a0a746c5ca43114b135e30464,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
24,24,1024m/PHI-4-Hindi,2025-02-06,2025-02,27.48785095027712,Yes,2024-12-12,,3e46e2e4450f42c36c538151a8330cf2e02107b96b1e2d1a4857064c5b0de5cf,9bb64444dcd4d306619ac29bcb32d29299238373,9bb64444dcd4d306619ac29bcb32d29299238373,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
25,25,1024m/QWEN-14B-B100,2025-02-06,2025-02,41.91906679224076,Yes,2023-09-28,,34e49a7375079dd8a64f5994c95095970fd262d26de2a21d5334158774deab4c,adecb879fc4c585b789f36f19d5bccc150f40837,adecb879fc4c585b789f36f19d5bccc150f40837,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
46,46,AI-Sweden-Models/gpt-sw3-40b,2024-06-26,2024-06,4.872902485288683,Yes,2023-03-01,,58ad326a5feab641790fae28d0a3c0e6f31dadd89f623d737a54cf5b09aedbad,1af27994df1287a7fac1b10d60e40ca43a22a385,1af27994df1287a7fac1b10d60e40ca43a22a385,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
49,49,AIDC-AI/Marco-o1,2025-01-31,2025-01,27.639223265636087,Yes,2024-10-16,,42c750b4ff4f00827c0410989110b1848faa65a2419f3f41ddf264328f300b79,5e4deeeb286b7a2e35a6d16989e64df860f7f4e5,5e4deeeb286b7a2e35a6d16989e64df860f7f4e5,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
65,65,Alsebay/Qwen2.5-7B-test-novelist,2024-12-12,2024-12,27.172849099811746,Yes,2024-09-19,,69a212ad060168b6bd6f6a451744c69bf5ad9418a2a015baf57e67a26b747cfd,89f34e5e67378dc38ce0da19d347ea26c23fbca5,89f34e5e67378dc38ce0da19d347ea26c23fbca5,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
124,124,BenevolenceMessiah/Qwen2.5-72B-2x-Instruct-TIES-v1.0,2024-11-24,2024-11,42.26732013588396,Yes,2024-09-19,,30a2d5c4bec5313a4fde12991f105ef79caa9c0494d52c85735832c7f7932b9a,459891ec78c9bbed2836a8bba706e1707db10231,459891ec78c9bbed2836a8bba706e1707db10231,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
186,186,CoolSpring/Qwen2-0.5B-Abyme,2024-09-04,2024-09,4.999994251217356,Yes,2024-06-07,,5becd88dad8a9cda4277e52fb9e4d5addbb80d4c07645541e26235219fd73f0d,a48b7c04b854e5c60fe3464f96904bfc53c8640c,a48b7c04b854e5c60fe3464f96904bfc53c8640c,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
187,187,CoolSpring/Qwen2-0.5B-Abyme-merge2,2024-07-27,2024-07,6.320258162859158,Yes,2024-06-07,,67f579909acf3e42a9de09681a392b98d9c45adf52a0c85faa90ac40ed340dda,02c4c601453f7ecbfab5c95bf5afa889350026ba,02c4c601453f7ecbfab5c95bf5afa889350026ba,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
188,188,CoolSpring/Qwen2-0.5B-Abyme-merge3,2024-07-27,2024-07,6.8201960830112,Yes,2024-06-07,,8a8e9f5c194a15a0d822a466454b912c836b28f53c725f46364e8173e72fd41b,86fed893893cc2a6240f0ea09ce2eeda1a5178cc,86fed893893cc2a6240f0ea09ce2eeda1a5178cc,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
201,201,CultriX/Qwen2.5-14B-Broca,2024-12-23,2024-12,37.92450077102951,Yes,2024-09-19,,f62dac2d2bddfb8ac20408a3fa52657b789da49f2b0733a636a4139a40d787b6,51204ee25a629abfd6d5e77a850b5e7a36c78462,51204ee25a629abfd6d5e77a850b5e7a36c78462,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
202,202,CultriX/Qwen2.5-14B-BrocaV9,2025-01-10,2025-01,39.258747166851514,Yes,2024-09-19,,01fd02ca40347a7b5216a43181c3d66d8ca38bee687b9b14b3ea9a269f8466c6,883dafbff4edb8c83ef58a33413d4e09e922a53d,883dafbff4edb8c83ef58a33413d4e09e922a53d,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
203,203,CultriX/Qwen2.5-14B-Brocav3,2024-12-23,2024-12,39.84683205575066,Yes,2024-09-19,,8cdd57ec7e251326630973b2b0bba3309930e638384fdeb9b81514adebb3364b,6f3fe686a79dcbcd5835ca100e194c49f493167b,6f3fe686a79dcbcd5835ca100e194c49f493167b,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
204,204,CultriX/Qwen2.5-14B-Brocav6,2024-12-23,2024-12,39.840730335689976,Yes,2024-09-19,,7d8f67c1fea9ca2b2e9eb2bf7d30b6b1f943d3059d0eddd80acd2c9ac2055417,bd981505b6950df69216b260c3c0d86124fded7b,bd981505b6950df69216b260c3c0d86124fded7b,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
205,205,CultriX/Qwen2.5-14B-Brocav7,2024-12-23,2024-12,39.617379910439844,Yes,2024-09-19,,1c851b456c9372fe9c972a3364620c5ea5740067c3a49064b28c595e53550efb,06acee7f6e9796081ced6201001784907c77f96f,06acee7f6e9796081ced6201001784907c77f96f,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
206,206,CultriX/Qwen2.5-14B-Emerged,2024-12-19,2024-12,37.95214334488745,Yes,2024-09-19,,9a7eaa24f364203a22981f0d2ea578d7efff0243e3c801dd48ca2ff909725f76,8bf0e31b23ee22858bbde2cee44dde88963f5084,8bf0e31b23ee22858bbde2cee44dde88963f5084,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
207,207,CultriX/Qwen2.5-14B-Emergedv3,2024-12-21,2024-12,38.656291851731986,Yes,2024-09-19,,6077ecec91a555deacd918a193264e795d0b013cf2b61adff057c54176edcea6,f4df1b9c2bf37bbfd6b2e8f2ff244c6029a5d546,f4df1b9c2bf37bbfd6b2e8f2ff244c6029a5d546,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
208,208,CultriX/Qwen2.5-14B-FinalMerge,2024-12-23,2024-12,32.23626965408581,Yes,2024-09-19,,2b554736bc09ce8e9d699f76672a2952815e83fb865f9f2d303da483ed28a824,8fd624d0d8989a312d344772814da3575423897a,8fd624d0d8989a312d344772814da3575423897a,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
209,209,CultriX/Qwen2.5-14B-Hyper,2025-01-19,2025-01,37.761935040602644,Yes,2024-09-19,,4d15d1389ab7fdd307d29632dc5d8b0b38a481e9724d4ede479e9944fe6a4c83,a6399c43f84736ed1b11d8cc7a25edf634781207,a6399c43f84736ed1b11d8cc7a25edf634781207,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
210,210,CultriX/Qwen2.5-14B-HyperMarck-dl,2025-02-16,2025-02,39.89416756441815,Yes,2024-09-19,,134f77013dfbb4eeb8f3e0e80f8092180c9b6b50fe95031090d2fa76d03554a0,77ca2edd6650455182d0c7e6a7be4249cfc34f8c,77ca2edd6650455182d0c7e6a7be4249cfc34f8c,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
211,211,CultriX/Qwen2.5-14B-Hyperionv3,2025-01-19,2025-01,39.76212059640138,Yes,2024-09-19,,3eefc86f00318633285eec1c0febe88bd7bc4c3a782880d078a7585ea196c49e,bc36be5b5ca3053ae96d85e962249efd0b283c82,bc36be5b5ca3053ae96d85e962249efd0b283c82,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
212,212,CultriX/Qwen2.5-14B-Hyperionv4,2025-01-19,2025-01,37.67001853618524,Yes,2024-09-19,,e3f8ba3dff8b18c97ec4b85971c10361d73b809241e5bcaf674916a208d5c4c9,60cc366b0648bcb40ed22ebc53d64cc5aca25550,60cc366b0648bcb40ed22ebc53d64cc5aca25550,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
213,213,CultriX/Qwen2.5-14B-Hyperionv5,2025-01-19,2025-01,39.724969700460356,Yes,2024-09-19,,92743b13704e016ee7a1a0a4958ba404e3a4ea57d5492ea91e66d446ab0ba8c6,e0f4941349664a75ddd03e4d2c190284c951e54b,e0f4941349664a75ddd03e4d2c190284c951e54b,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
214,214,CultriX/Qwen2.5-14B-MegaMerge-pt2,2024-10-25,2024-10,38.796529761231035,Yes,2024-09-19,,6cd3e04201252787c8e77baec1c07258627ff2868d8321bfc7c101d1efda6d0b,20397f6cafc09c2cb74f105867cd99b3c68c71dc,20397f6cafc09c2cb74f105867cd99b3c68c71dc,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
215,215,CultriX/Qwen2.5-14B-MergeStock,2024-10-24,2024-10,38.74423639967271,Yes,2024-09-19,,a359eda1221bfb93b0638ec68d41e5fb5cfd80b431f6d84c8b26a782bcb879c9,fa00543296f2731793dfb0aac667571ccf1abb5b,fa00543296f2731793dfb0aac667571ccf1abb5b,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
216,216,CultriX/Qwen2.5-14B-ReasoningMerge,2025-02-18,2025-02,40.645885900911715,Yes,2024-09-19,,fc9cabd0e0b29ec85f23eae5776f966e41e1c3d92b7bd84c137a08ddd2a37816,a310eb51c1cdcd4217e2aa303f7aac938dcc9ae1,a310eb51c1cdcd4217e2aa303f7aac938dcc9ae1,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
217,217,CultriX/Qwen2.5-14B-Ultimav2,2025-02-05,2025-02,38.835600416037856,Yes,2024-09-19,,02e18b1a027e910e2a97037a2f1c9bbb979f75fda134afb0c8b872e8b832db20,9c805171d56f5d8720c687084c1ffc26bdf0acba,9c805171d56f5d8720c687084c1ffc26bdf0acba,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
218,218,CultriX/Qwen2.5-14B-Unity,2024-12-21,2024-12,38.29922923584618,Yes,2024-09-19,,d347c26e1bb46379788f9a8f267ea2473864697df504d8e8a0a3fc6b270b40dd,1d15e7941e6ceff5d6e4f293378947bee721a24d,1d15e7941e6ceff5d6e4f293378947bee721a24d,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
219,219,CultriX/Qwen2.5-14B-Wernicke,2024-10-22,2024-10,37.94335063991926,Yes,2024-09-19,,e593ce460ce61d4da9ce9a79be7210ebfba75644b74d00511324e8d69b450789,622c0a58ecb0c0c679d7381a823d2ae5ac2b8ce1,622c0a58ecb0c0c679d7381a823d2ae5ac2b8ce1,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
220,220,CultriX/Qwen2.5-14B-Wernicke-SFT,2024-11-17,2024-11,33.549511791224056,Yes,2024-09-19,,a155ffe50a0b8f4057b3602a9f47eeeea9525998fb73befd21ef69f233fc9211,3b68dfba2cf79e4a15e8f4271f7d4b62d2ab9f26,3b68dfba2cf79e4a15e8f4271f7d4b62d2ab9f26,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
221,221,CultriX/Qwen2.5-14B-Wernicke-SLERP,2024-10-25,2024-10,36.5436519453458,Yes,2024-09-19,,d8960098749e8d40640b6f3b74c7c498c071e63d985af2bf270b238ad4cb10ce,180175561e8061be067fc349ad4491270f19976f,180175561e8061be067fc349ad4491270f19976f,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
222,222,CultriX/Qwen2.5-14B-Wernickev3,2024-12-19,2024-12,38.38114202702078,Yes,2024-09-19,,7b356858f1502e2d95f63a1c6b612ae0621fb7aecd70854c982d7817aea30416,bd141b0df78ad1f6e2938edf167c2305b395a2b2,bd141b0df78ad1f6e2938edf167c2305b395a2b2,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
223,223,CultriX/Qwen2.5-14B-partialmergept1,2025-01-19,2025-01,39.10871735916122,Yes,2024-09-19,,c0f7a30357f35522ee11d535e33afb3efb3aca72ed46c59bc80755124376cc98,02c6491a2affea23c1e5d89d324a90d24a0e5381,02c6491a2affea23c1e5d89d324a90d24a0e5381,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
257,257,Daemontatox/Phi-4-COT,2025-01-11,2025-01,26.128818323637788,Yes,2024-12-12,,1926c271d42245f47a7cd9dff827190a692a2c97692bb71a9916f5c1a820b761,bfc745d1a347b74843671eb50687c2e88c07ec7d,bfc745d1a347b74843671eb50687c2e88c07ec7d,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
295,295,DavidAU/DeepSeek-R1-Distill-Qwen-25.5B-Brainstorm,2025-03-10,2025-03,35.28187768500508,Yes,2025-01-20,,cd42f007f1f534afead3557dcb2e5dc88dc6cb70f373edbdc45b9aa823d7afe6,b96213180934664665855bae599d2a4c2023b68a,b96213180934664665855bae599d2a4c2023b68a,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
345,345,DeepMount00/Qwen2-1.5B-Ita,2025-02-28,2025-02,16.83176132950784,Yes,2024-06-07,,055815042f27e5b4962119d6885a1c82f7d1eab3f3770126021eb61380c1eab7,26a6671a48c0023293c447932798a3ec72b55a29,26a6671a48c0023293c447932798a3ec72b55a29,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
346,346,DeepMount00/Qwen2-1.5B-Ita_v2,2025-03-06,2025-03,17.07000871129109,Yes,2024-06-07,,e86cac71939d0612a84a2f27a3342b25d95eda99557f2cb4fae0b1de6f05b5d4,e9c2a4197001bf188e4bc7d49873ea84f01e27c6,e9c2a4197001bf188e4bc7d49873ea84f01e27c6,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
347,347,DeepMount00/Qwen2-1.5B-Ita_v3,2025-03-06,2025-03,16.948513223691304,Yes,2024-06-07,,39a218228f5051cc6352ab89fc10c51668b97df50203a7ff8a7d7f05521b9b6f,4faa0ebc54beab39e1f044af1fee3ce44d9b8755,4faa0ebc54beab39e1f044af1fee3ce44d9b8755,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
348,348,DeepMount00/Qwen2-1.5B-Ita_v5,2025-03-10,2025-03,17.023240512569227,Yes,2024-06-07,,1d2e6b5c8c825e63e02d0764fedb9b80eac648b4f38cd2844edb3c9cb196938a,681e6db531df0cc3d7806251659b973ed4ff8c8f,681e6db531df0cc3d7806251659b973ed4ff8c8f,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
349,349,DeepMount00/Qwen2-1.5B-Ita_v6,2025-03-10,2025-03,14.577672072316155,Yes,2024-06-07,,02a8587211aa9877f0cf0489ff3034cfc285445963b8d2e34b2773eebe6bf64b,b3360bd6093edb8a98696443405f94ce37a40bd2,b3360bd6093edb8a98696443405f94ce37a40bd2,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
350,350,DeepMount00/Qwen2.5-7B-Instruct-MathCoder,2024-10-24,2024-10,4.39690970265251,Yes,2024-09-19,,a2e28871a2bbee1cad4b9b264b3ce90af78d9be6c4b287cbe4abab26a4cb9d33,90df996cdb1f3d5f051513c50df4cdfda858b5f2,90df996cdb1f3d5f051513c50df4cdfda858b5f2,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
360,360,Dongwei/DeepSeek-R1-Distill-Qwen-7B-GRPO,2025-02-05,2025-02,14.996461674248117,Yes,2025-01-22,,4b53f95b0b4f477173af83cee1dab5ab80fe5aa1bc2cec8a435185b1a1c49658,177ffda54582d6e8f3830722d91a3b5c99a38a1d,177ffda54582d6e8f3830722d91a3b5c99a38a1d,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
514,514,EleutherAI/gpt-j-6b,2024-08-19,2024-08,6.570411768928537,Yes,2021-05-01,,5f6752718331600577b149bfecd4c3df5388ab33afe9fa1cbac8fe1787fb8e43,47e169305d2e8376be1d31e765533382721b2cc1,47e169305d2e8376be1d31e765533382721b2cc1,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
515,515,EleutherAI/gpt-neo-1.3B,2024-06-12,2024-06,5.391090848825532,Yes,2021-03-21,,aeea4e340f7d124cbbd8aa808f74720f50d98650da47e51e40df11b8ea984f97,dbe59a7f4a88d01d1ba9798d78dbe3fe038792c8,dbe59a7f4a88d01d1ba9798d78dbe3fe038792c8,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
516,516,EleutherAI/gpt-neo-125m,2024-08-10,2024-08,4.407321907614049,Yes,2021-03-21,,83e248ce49933394a9dd600fbf929b8334d3ef200308d2bb8d24269c3d38cf35,21def0189f5705e2521767faed922f1f15e7d7db,21def0189f5705e2521767faed922f1f15e7d7db,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
517,517,EleutherAI/gpt-neo-2.7B,2024-06-12,2024-06,6.4310478009874465,Yes,2021-03-21,,e0b5bd53f9c2ad6709e5ad02ef8ac932041735684af0f19a3978c7fe2652f53e,e24fa291132763e59f4a5422741b424fb5d59056,e24fa291132763e59f4a5422741b424fb5d59056,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
518,518,EleutherAI/gpt-neox-20b,2024-06-09,2024-06,6.1165221524743325,Yes,2022-02-09,,3055a09e820863b7fc35bd68929cf36b4f78d5be8fe69b0bbd6fefa099f71ab0,c292233c833e336628618a88a648727eb3dff0a7,c292233c833e336628618a88a648727eb3dff0a7,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
519,519,EleutherAI/pythia-1.4b,2025-01-28,2025-01,6.008531439497028,Yes,2023-04-03,,fe571038ddaf7b2d6e49af85fba36780718221a2c27349927a599f6ad0bd6c85,fedc38a16eea3bd36a96b906d78d11d2ce18ed79,fedc38a16eea3bd36a96b906d78d11d2ce18ed79,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
520,520,EleutherAI/pythia-12b,2024-06-12,2024-06,6.059841492942702,Yes,2023-04-03,,a196839ee436c77d160e2aa6913c67f4ff1b15e0747ccd43e40f261955e8974f,35c9d7f32fbb108fb8b5bdd574eb03369d1eed49,35c9d7f32fbb108fb8b5bdd574eb03369d1eed49,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
521,521,EleutherAI/pythia-160m,2024-06-09,2024-06,5.730394616916023,Yes,2023-04-03,,d5fd06b40ed866bd35d72fc9f6617c723d170350ca5573ae58d9b72acfffb7c8,50f5173d932e8e61f858120bcb800b97af589f46,50f5173d932e8e61f858120bcb800b97af589f46,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
522,522,EleutherAI/pythia-1b,2025-01-27,2025-01,5.07026822083096,Yes,2023-04-03,,78fc09d22ee3c596efc4f88a3a68ab7e0fc1964b133f50d3b0f9f6cb4fb2f810,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,f73d7dcc545c8bd326d8559c8ef84ffe92fea6b2,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
523,523,EleutherAI/pythia-2.8b,2024-06-12,2024-06,5.554946281603011,Yes,2023-04-03,,f7631f894f0fc6f11cc2c9bd989504d754130569dc01a31eae9f4e5e8d634c73,2a259cdd96a4beb1cdf467512e3904197345f6a9,2a259cdd96a4beb1cdf467512e3904197345f6a9,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
524,524,EleutherAI/pythia-410m,2024-06-09,2024-06,5.227072311484412,Yes,2023-04-03,,e5fcf268057596ba66a27422a21300579d4b9f1356db5034e00ce837c1516122,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,9879c9b5f8bea9051dcb0e68dff21493d67e9d4f,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
525,525,EleutherAI/pythia-6.9b,2024-06-12,2024-06,5.966546774741993,Yes,2023-04-03,,38d6c865787904693121dbf7d8dde852e4050ed943fcba5c4af29f23c70e9274,f271943e880e60c0c715fd10e4dc74ec4e31eb44,f271943e880e60c0c715fd10e4dc74ec4e31eb44,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
536,536,EpistemeAI/Alpaca-Llama3.1-8B,2024-08-13,2024-08,13.985046352420847,Yes,2023-03-13,,b3794af0e9670d0e8b3cfbe1ed494c6de3a07bb62b0afe3037f9cdeb5a3cc7b2,3152dfa17322dff7c6af6dbf3daceaf5db51e230,3152dfa17322dff7c6af6dbf3daceaf5db51e230,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
606,606,Etherll/Qwen2.5-7B-della-test,2024-11-14,2024-11,35.81656745139639,Yes,2024-09-19,,337d4babab22aff58234bb35783129f33b5d7bec2d68755880704b2771474f03,859f0b4a12cafbb27db0681c01c08c72b67072e5,859f0b4a12cafbb27db0681c01c08c72b67072e5,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
613,613,FINGU-AI/Phi-4-RRStock,2025-02-05,2025-02,26.415394122718638,Yes,2024-12-12,,55b5f87724de48981eb0b8173c94172d7fb430045eb8662e6d98f4f2556b26ab,d2a5483701f222aedbec6de974929a83ae533c4d,d2a5483701f222aedbec6de974929a83ae533c4d,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
705,705,HeraiHench/Phi-4-slerp-ReasoningRP-14B,2025-01-29,2025-01,8.51238737192275,Yes,2024-12-12,,cdf9e24b21870b3d206fabc10fc1e407303781638642d0b89cc25ec7f4b691a2,2763ec1a660dad11fab64eed0507e5d24e71806d,2763ec1a660dad11fab64eed0507e5d24e71806d,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
712,712,HuggingFaceTB/SmolLM-1.7B,2024-07-18,2024-07,5.576455936269043,Yes,2024-07-16,,2e1399a7a6e14e449d87f9f6d27b7d228262a46fb34fec49768fea5f056056a2,673a07602ca1191e5bc2ddda428e2f608a0a14c0,673a07602ca1191e5bc2ddda428e2f608a0a14c0,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
713,713,HuggingFaceTB/SmolLM-1.7B-Instruct,2024-07-18,2024-07,5.490688803655309,Yes,2024-07-16,,c33ff68c4621d28b89d4b0885193084d3fc237e34113b20f7fde582836d5954d,0ad161e59935a9a691dfde2818df8b98786f30a7,0ad161e59935a9a691dfde2818df8b98786f30a7,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
929,929,Jimmy19991222/Llama-3-Instruct-8B-SimPO-v0.2,2024-09-06,2024-09,24.59465136328484,Yes,2024-04-18,,e0487f4da62c7ceef17acf6f0ef87f02d456414338bc25665dfba4204bd9dd4c,53a517ceaef324efc3626be44140b4f18a010591,53a517ceaef324efc3626be44140b4f18a010591,false,source_version_missing,Weight SHA match only; task/metric/protocol equivalence is a separate gate.
