source,g_function,edge_id,edge_kind,left_budget,left_context,right_budget,right_context,left_status,right_status,edge_class,configuration_changed,cost_share_tv,delta_log_N,delta_log_D,delta_Q,interpretation
B6,logarithmic,T05,adjacent_budget,10000000000000000000,8192,10000000000000000000000,8192,feasible,feasible,both_feasible,True,0.07330693913917659,4.577406035614165,2.3979061100873142,0.48415026608420264,discrete conditional solution comparison
B6,logarithmic,T06,adjacent_budget,10000000000000000000000,8192,1000000000000000000000000,8192,feasible,feasible,both_feasible,True,0.00955739276688939,0.5561956363450279,0.48551073349327284,0.0,discrete conditional solution comparison
B6,logarithmic,T07,adjacent_budget,10000000000000000000,32768,10000000000000000000000,32768,feasible,feasible,both_feasible,True,0.05746914764279498,4.577406035614165,2.379521409500733,0.48079390858312077,discrete conditional solution comparison
B6,logarithmic,T08,adjacent_budget,10000000000000000000000,32768,1000000000000000000000000,32768,feasible,feasible,both_feasible,True,0.00589782361105786,0.5561956363450279,0.9738633007177765,0.0,discrete conditional solution comparison
B6,logarithmic,T09,adjacent_budget,10000000000000000000,131072,10000000000000000000000,131072,infeasible,feasible,feasibility_boundary,,nan,nan,nan,nan,feasible-domain entry/exit; no numeric configuration difference
B6,logarithmic,T10,adjacent_budget,10000000000000000000000,131072,1000000000000000000000000,131072,feasible,feasible,both_feasible,True,0.010249282755007673,1.4585859152262788,1.0116009116784797,0.0,discrete conditional solution comparison
B6,logarithmic,T11,adjacent_context,10000000000000000000,2048,10000000000000000000,4096,feasible,feasible,both_feasible,True,0.08879826960000008,0.0,-0.10540290111114517,0.007348177068660977,discrete conditional solution comparison
B6,logarithmic,T12,adjacent_context,10000000000000000000,4096,10000000000000000000,8192,feasible,feasible,both_feasible,True,0.08875594440000023,0.0,-0.11777641281087775,0.0025924043086046344,discrete conditional solution comparison
B6,logarithmic,T13,adjacent_context,10000000000000000000,8192,10000000000000000000,32768,feasible,feasible,both_feasible,True,0.29087015141376016,0.0,-0.46996786663792245,0.0033563575010818747,discrete conditional solution comparison
B6,logarithmic,T14,adjacent_context,10000000000000000000,32768,10000000000000000000,131072,feasible,infeasible,feasibility_boundary,,nan,nan,nan,nan,feasible-domain entry/exit; no numeric configuration difference
B6,logarithmic,T15,adjacent_context,10000000000000000000000,2048,10000000000000000000000,4096,feasible,feasible,both_feasible,True,0.05490213826945216,0.0,-0.058840912868968115,0.0,discrete conditional solution comparison
B6,logarithmic,T16,adjacent_context,10000000000000000000000,4096,10000000000000000000000,8192,feasible,feasible,both_feasible,True,0.09254091445291229,0.0,-0.11778484185978896,0.0,discrete conditional solution comparison
B6,logarithmic,T17,adjacent_context,10000000000000000000000,8192,10000000000000000000000,32768,feasible,feasible,both_feasible,True,0.3051479031748141,0.0,-0.48835256722450376,0.0,discrete conditional solution comparison
B6,logarithmic,T18,adjacent_context,10000000000000000000000,32768,10000000000000000000000,131072,feasible,feasible,both_feasible,True,0.28807200117289167,-0.902390278881251,-0.03773761096070314,0.0,discrete conditional solution comparison
B6,logarithmic,T19,adjacent_context,1000000000000000000000000,2048,1000000000000000000000000,4096,feasible,feasible,both_feasible,False,0.05545981821786013,0.0,0.0,0.0,discrete conditional solution comparison
B6,logarithmic,T20,adjacent_context,1000000000000000000000000,4096,1000000000000000000000000,8192,feasible,feasible,both_feasible,False,0.09331037797573805,0.0,0.0,0.0,discrete conditional solution comparison
B6,logarithmic,T21,adjacent_context,1000000000000000000000000,8192,1000000000000000000000000,32768,feasible,feasible,both_feasible,False,0.30617684405541923,0.0,0.0,0.0,discrete conditional solution comparison
B6,logarithmic,T22,adjacent_context,1000000000000000000000000,32768,1000000000000000000000000,131072,feasible,feasible,both_feasible,False,0.2933333777961555,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T01,adjacent_budget,10000000000000000000,2048,10000000000000000000000,2048,feasible,feasible,both_feasible,True,6.245004513516506e-17,3.7435210972968527,3.295788300346862,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T02,adjacent_budget,10000000000000000000000,2048,1000000000000000000000000,2048,feasible,feasible,both_feasible,True,5.551115123125783e-17,0.5561956363450279,0.2807161201578312,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T03,adjacent_budget,10000000000000000000,4096,10000000000000000000000,4096,feasible,feasible,both_feasible,True,5.551115123125783e-17,3.7435210972968527,3.228777764921985,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T04,adjacent_budget,10000000000000000000000,4096,1000000000000000000000000,4096,feasible,feasible,both_feasible,True,0.0,0.5561956363450279,0.3477266555827084,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T05,adjacent_budget,10000000000000000000,8192,10000000000000000000000,8192,feasible,feasible,both_feasible,True,6.938893903907228e-17,3.7435210972968527,3.4012715589565197,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T06,adjacent_budget,10000000000000000000000,8192,1000000000000000000000000,8192,feasible,feasible,both_feasible,True,8.326672684688674e-17,0.5561956363450279,0.4630341448244385,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T07,adjacent_budget,10000000000000000000,32768,10000000000000000000000,32768,feasible,feasible,both_feasible,True,2.7755575615628914e-17,3.6750157567329143,3.303195235398656,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T08,adjacent_budget,10000000000000000000000,32768,1000000000000000000000000,32768,feasible,feasible,both_feasible,True,5.551115123125783e-17,1.4585859152262788,0.05018947481985382,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T09,adjacent_budget,10000000000000000000,131072,10000000000000000000000,131072,infeasible,feasible,feasibility_boundary,,nan,nan,nan,nan,feasible-domain entry/exit; no numeric configuration difference
B8_calibrated,exponential,T10,adjacent_budget,10000000000000000000000,131072,1000000000000000000000000,131072,feasible,feasible,both_feasible,True,2.7755575615628914e-17,1.4585859152262788,0.9925541008502192,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T11,adjacent_context,10000000000000000000,2048,10000000000000000000,4096,feasible,feasible,both_feasible,False,0.05622724992754887,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T12,adjacent_context,10000000000000000000,4096,10000000000000000000,8192,feasible,feasible,both_feasible,True,0.09436378852524532,0.0,-0.28780128327626486,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T13,adjacent_context,10000000000000000000,8192,10000000000000000000,32768,feasible,feasible,both_feasible,True,0.30755426971292055,-0.8338849383173123,0.5109209935624485,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T14,adjacent_context,10000000000000000000,32768,10000000000000000000,131072,feasible,infeasible,feasibility_boundary,,nan,nan,nan,nan,feasible-domain entry/exit; no numeric configuration difference
B8_calibrated,exponential,T15,adjacent_context,10000000000000000000000,2048,10000000000000000000000,4096,feasible,feasible,both_feasible,True,0.05622724992754877,0.0,-0.0670105354248771,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T16,adjacent_context,10000000000000000000000,4096,10000000000000000000000,8192,feasible,feasible,both_feasible,True,0.09436378852524535,0.0,-0.11530748924173007,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T17,adjacent_context,10000000000000000000000,8192,10000000000000000000000,32768,feasible,feasible,both_feasible,True,0.3075542697129206,-0.902390278881251,0.4128446700045846,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T18,adjacent_context,10000000000000000000000,32768,10000000000000000000000,131072,feasible,feasible,both_feasible,True,0.29169843719270533,0.0,-0.9423646260303652,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T19,adjacent_context,1000000000000000000000000,2048,1000000000000000000000000,4096,feasible,feasible,both_feasible,False,0.05622724992754882,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T20,adjacent_context,1000000000000000000000000,4096,1000000000000000000000000,8192,feasible,feasible,both_feasible,False,0.09436378852524538,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T21,adjacent_context,1000000000000000000000000,8192,1000000000000000000000000,32768,feasible,feasible,both_feasible,False,0.3075542697129205,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,exponential,T22,adjacent_context,1000000000000000000000000,32768,1000000000000000000000000,131072,feasible,feasible,both_feasible,False,0.2916984371927054,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,power,T01,adjacent_budget,10000000000000000000,2048,10000000000000000000000,2048,feasible,feasible,both_feasible,True,6.245004513516506e-17,3.7435210972968527,3.295788300346862,0.0,discrete conditional solution comparison
B8_calibrated,power,T02,adjacent_budget,10000000000000000000000,2048,1000000000000000000000000,2048,feasible,feasible,both_feasible,True,5.551115123125783e-17,0.5561956363450279,0.2807161201578312,0.0,discrete conditional solution comparison
B8_calibrated,power,T03,adjacent_budget,10000000000000000000,4096,10000000000000000000000,4096,feasible,feasible,both_feasible,True,5.551115123125783e-17,3.7435210972968527,3.228777764921985,0.0,discrete conditional solution comparison
B8_calibrated,power,T04,adjacent_budget,10000000000000000000000,4096,1000000000000000000000000,4096,feasible,feasible,both_feasible,True,0.0,0.5561956363450279,0.3477266555827084,0.0,discrete conditional solution comparison
B8_calibrated,power,T05,adjacent_budget,10000000000000000000,8192,10000000000000000000000,8192,feasible,feasible,both_feasible,True,6.938893903907228e-17,3.7435210972968527,3.4012715589565197,0.0,discrete conditional solution comparison
B8_calibrated,power,T06,adjacent_budget,10000000000000000000000,8192,1000000000000000000000000,8192,feasible,feasible,both_feasible,True,8.326672684688674e-17,0.5561956363450279,0.4630341448244385,0.0,discrete conditional solution comparison
B8_calibrated,power,T07,adjacent_budget,10000000000000000000,32768,10000000000000000000000,32768,feasible,feasible,both_feasible,True,2.7755575615628914e-17,3.6750157567329143,3.303195235398656,0.0,discrete conditional solution comparison
B8_calibrated,power,T08,adjacent_budget,10000000000000000000000,32768,1000000000000000000000000,32768,feasible,feasible,both_feasible,True,5.551115123125783e-17,1.4585859152262788,0.05018947481985382,0.0,discrete conditional solution comparison
B8_calibrated,power,T09,adjacent_budget,10000000000000000000,131072,10000000000000000000000,131072,infeasible,feasible,feasibility_boundary,,nan,nan,nan,nan,feasible-domain entry/exit; no numeric configuration difference
B8_calibrated,power,T10,adjacent_budget,10000000000000000000000,131072,1000000000000000000000000,131072,feasible,feasible,both_feasible,True,2.7755575615628914e-17,1.4585859152262788,0.9925541008502192,0.0,discrete conditional solution comparison
B8_calibrated,power,T11,adjacent_context,10000000000000000000,2048,10000000000000000000,4096,feasible,feasible,both_feasible,False,0.05622724992754887,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,power,T12,adjacent_context,10000000000000000000,4096,10000000000000000000,8192,feasible,feasible,both_feasible,True,0.09436378852524532,0.0,-0.28780128327626486,0.0,discrete conditional solution comparison
B8_calibrated,power,T13,adjacent_context,10000000000000000000,8192,10000000000000000000,32768,feasible,feasible,both_feasible,True,0.30755426971292055,-0.8338849383173123,0.5109209935624485,0.0,discrete conditional solution comparison
B8_calibrated,power,T14,adjacent_context,10000000000000000000,32768,10000000000000000000,131072,feasible,infeasible,feasibility_boundary,,nan,nan,nan,nan,feasible-domain entry/exit; no numeric configuration difference
B8_calibrated,power,T15,adjacent_context,10000000000000000000000,2048,10000000000000000000000,4096,feasible,feasible,both_feasible,True,0.05622724992754877,0.0,-0.0670105354248771,0.0,discrete conditional solution comparison
B8_calibrated,power,T16,adjacent_context,10000000000000000000000,4096,10000000000000000000000,8192,feasible,feasible,both_feasible,True,0.09436378852524535,0.0,-0.11530748924173007,0.0,discrete conditional solution comparison
B8_calibrated,power,T17,adjacent_context,10000000000000000000000,8192,10000000000000000000000,32768,feasible,feasible,both_feasible,True,0.3075542697129206,-0.902390278881251,0.4128446700045846,0.0,discrete conditional solution comparison
B8_calibrated,power,T18,adjacent_context,10000000000000000000000,32768,10000000000000000000000,131072,feasible,feasible,both_feasible,True,0.29169843719270533,0.0,-0.9423646260303652,0.0,discrete conditional solution comparison
B8_calibrated,power,T19,adjacent_context,1000000000000000000000000,2048,1000000000000000000000000,4096,feasible,feasible,both_feasible,False,0.05622724992754882,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,power,T20,adjacent_context,1000000000000000000000000,4096,1000000000000000000000000,8192,feasible,feasible,both_feasible,False,0.09436378852524538,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,power,T21,adjacent_context,1000000000000000000000000,8192,1000000000000000000000000,32768,feasible,feasible,both_feasible,False,0.3075542697129205,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,power,T22,adjacent_context,1000000000000000000000000,32768,1000000000000000000000000,131072,feasible,feasible,both_feasible,False,0.2916984371927054,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T01,adjacent_budget,10000000000000000000,2048,10000000000000000000000,2048,feasible,feasible,both_feasible,True,6.245004513516506e-17,3.7435210972968527,3.295788300346862,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T02,adjacent_budget,10000000000000000000000,2048,1000000000000000000000000,2048,feasible,feasible,both_feasible,True,5.551115123125783e-17,0.5561956363450279,0.2807161201578312,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T03,adjacent_budget,10000000000000000000,4096,10000000000000000000000,4096,feasible,feasible,both_feasible,True,5.551115123125783e-17,3.7435210972968527,3.228777764921985,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T04,adjacent_budget,10000000000000000000000,4096,1000000000000000000000000,4096,feasible,feasible,both_feasible,True,0.0,0.5561956363450279,0.3477266555827084,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T05,adjacent_budget,10000000000000000000,8192,10000000000000000000000,8192,feasible,feasible,both_feasible,True,6.938893903907228e-17,3.7435210972968527,3.4012715589565197,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T06,adjacent_budget,10000000000000000000000,8192,1000000000000000000000000,8192,feasible,feasible,both_feasible,True,8.326672684688674e-17,0.5561956363450279,0.4630341448244385,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T07,adjacent_budget,10000000000000000000,32768,10000000000000000000000,32768,feasible,feasible,both_feasible,True,2.7755575615628914e-17,3.6750157567329143,3.303195235398656,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T08,adjacent_budget,10000000000000000000000,32768,1000000000000000000000000,32768,feasible,feasible,both_feasible,True,5.551115123125783e-17,1.4585859152262788,0.05018947481985382,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T09,adjacent_budget,10000000000000000000,131072,10000000000000000000000,131072,infeasible,feasible,feasibility_boundary,,nan,nan,nan,nan,feasible-domain entry/exit; no numeric configuration difference
B8_calibrated,logarithmic,T10,adjacent_budget,10000000000000000000000,131072,1000000000000000000000000,131072,feasible,feasible,both_feasible,True,2.7755575615628914e-17,1.4585859152262788,0.9925541008502192,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T11,adjacent_context,10000000000000000000,2048,10000000000000000000,4096,feasible,feasible,both_feasible,False,0.05622724992754887,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T12,adjacent_context,10000000000000000000,4096,10000000000000000000,8192,feasible,feasible,both_feasible,True,0.09436378852524532,0.0,-0.28780128327626486,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T13,adjacent_context,10000000000000000000,8192,10000000000000000000,32768,feasible,feasible,both_feasible,True,0.30755426971292055,-0.8338849383173123,0.5109209935624485,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T14,adjacent_context,10000000000000000000,32768,10000000000000000000,131072,feasible,infeasible,feasibility_boundary,,nan,nan,nan,nan,feasible-domain entry/exit; no numeric configuration difference
B8_calibrated,logarithmic,T15,adjacent_context,10000000000000000000000,2048,10000000000000000000000,4096,feasible,feasible,both_feasible,True,0.05622724992754877,0.0,-0.0670105354248771,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T16,adjacent_context,10000000000000000000000,4096,10000000000000000000000,8192,feasible,feasible,both_feasible,True,0.09436378852524535,0.0,-0.11530748924173007,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T17,adjacent_context,10000000000000000000000,8192,10000000000000000000000,32768,feasible,feasible,both_feasible,True,0.3075542697129206,-0.902390278881251,0.4128446700045846,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T18,adjacent_context,10000000000000000000000,32768,10000000000000000000000,131072,feasible,feasible,both_feasible,True,0.29169843719270533,0.0,-0.9423646260303652,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T19,adjacent_context,1000000000000000000000000,2048,1000000000000000000000000,4096,feasible,feasible,both_feasible,False,0.05622724992754882,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T20,adjacent_context,1000000000000000000000000,4096,1000000000000000000000000,8192,feasible,feasible,both_feasible,False,0.09436378852524538,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T21,adjacent_context,1000000000000000000000000,8192,1000000000000000000000000,32768,feasible,feasible,both_feasible,False,0.3075542697129205,0.0,0.0,0.0,discrete conditional solution comparison
B8_calibrated,logarithmic,T22,adjacent_context,1000000000000000000000000,32768,1000000000000000000000000,131072,feasible,feasible,both_feasible,False,0.2916984371927054,0.0,0.0,0.0,discrete conditional solution comparison
