source_row,index,mixture_missing_count,mixture_invalid_count,mixture_nonfinite_count,negative_share_count,zero_share_count,raw_share_sum,absolute_raw_sum_deviation_from_one,zero_sum_row,loss_match_count,loss_missing_count,loss_invalid_count,loss_nonfinite_count,duplicate_raw_recipe_group_size,duplicate_recipe_loss_disagreement,max_loss_range_within_duplicate_recipe,loss_target_ranges_json,row_status
100,99,0,0,0,0,8,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
101,100,0,0,0,0,4,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
102,101,0,0,0,0,10,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
103,102,0,0,0,0,5,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
104,103,0,0,0,0,12,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
105,104,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
106,105,0,0,0,0,4,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
107,106,0,0,0,0,8,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
108,107,0,0,0,0,4,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
109,108,0,0,0,0,9,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
110,109,0,0,0,0,5,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
111,110,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
112,111,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
113,112,0,0,0,0,10,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
114,113,0,0,0,0,13,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
115,114,0,0,0,0,4,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
116,115,0,0,0,0,8,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
117,116,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
118,117,0,0,0,0,9,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
119,118,0,0,0,0,8,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
120,119,0,0,0,0,9,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
121,120,0,0,0,0,9,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
122,121,0,0,0,0,1,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
123,122,0,0,0,0,9,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
124,123,0,0,0,0,9,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
125,124,0,0,0,0,8,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
126,125,0,0,0,0,3,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
127,126,0,0,0,0,9,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
128,127,0,0,0,0,4,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
129,128,0,0,0,0,9,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
130,129,0,0,0,0,6,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
131,130,0,0,0,0,12,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
132,131,0,0,0,0,13,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
133,132,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
134,133,0,0,0,0,5,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
135,134,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
136,135,0,0,0,0,4,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
137,136,0,0,0,0,5,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
138,137,0,0,0,0,3,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
139,138,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
140,139,0,0,0,0,3,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
141,140,0,0,0,0,2,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
142,141,0,0,0,0,3,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
143,142,0,0,0,0,4,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
144,143,0,0,0,0,3,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
145,144,0,0,0,0,3,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
146,145,0,0,0,0,14,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
147,146,0,0,0,0,9,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
148,147,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
149,148,0,0,0,0,6,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
150,149,0,0,0,0,6,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
151,150,0,0,0,0,12,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
152,151,0,0,0,0,5,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
153,152,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
154,153,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
155,154,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
156,155,0,0,0,0,6,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
157,156,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
158,157,0,0,0,0,7,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
159,158,0,0,0,0,12,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
160,159,0,0,0,0,6,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
161,160,0,0,0,0,7,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
162,161,0,0,0,0,7,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
163,162,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
164,163,0,0,0,0,6,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
165,164,0,0,0,0,4,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
166,165,0,0,0,0,2,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
167,166,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
168,167,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
169,168,0,0,0,0,10,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
170,169,0,0,0,0,13,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
171,170,0,0,0,0,3,1.002,0.002,False,1,0,0,0,1,False,,{},PASS
172,171,0,0,0,0,13,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
173,172,0,0,0,0,3,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
174,173,0,0,0,0,8,1.002,0.002,False,1,0,0,0,1,False,,{},PASS
175,174,0,0,0,0,7,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
176,175,0,0,0,0,5,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
177,176,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
178,177,0,0,0,0,4,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
179,178,0,0,0,0,14,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
180,179,0,0,0,0,3,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
181,180,0,0,0,0,12,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
182,181,0,0,0,0,3,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
183,182,0,0,0,0,5,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
184,183,0,0,0,0,9,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
185,184,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
186,185,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
187,186,0,0,0,0,8,1.002,0.002,False,1,0,0,0,1,False,,{},PASS
188,187,0,0,0,0,9,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
189,188,0,0,0,0,4,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
190,189,0,0,0,0,9,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
191,190,0,0,0,0,5,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
192,191,0,0,0,0,8,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
193,192,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
194,193,0,0,0,0,12,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
195,194,0,0,0,0,10,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
196,195,0,0,0,0,3,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
197,196,0,0,0,0,7,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
198,197,0,0,0,0,5,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
199,198,0,0,0,0,7,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
200,199,0,0,0,0,12,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
201,200,0,0,0,0,2,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
202,201,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
203,202,0,0,0,0,4,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
204,203,0,0,0,0,13,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
205,204,0,0,0,0,3,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
206,205,0,0,0,0,8,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
207,206,0,0,0,0,10,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
208,207,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
209,208,0,0,0,0,13,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
210,209,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
211,210,0,0,0,0,11,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
212,211,0,0,0,0,2,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
213,212,0,0,0,0,7,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
214,213,0,0,0,0,4,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
215,214,0,0,0,0,4,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
216,215,0,0,0,0,11,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
217,216,0,0,0,0,7,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
218,217,0,0,0,0,12,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
219,218,0,0,0,0,2,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
220,219,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
221,220,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
222,221,0,0,0,0,5,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
223,222,0,0,0,0,9,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
224,223,0,0,0,0,11,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
225,224,0,0,0,0,9,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
226,225,0,0,0,0,2,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
227,226,0,0,0,0,10,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
228,227,0,0,0,0,4,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
229,228,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
230,229,0,0,0,0,12,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
231,230,0,0,0,0,10,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
232,231,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
233,232,0,0,0,0,8,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
234,233,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
235,234,0,0,0,0,6,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
236,235,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
237,236,0,0,0,0,10,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
238,237,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
239,238,0,0,0,0,11,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
240,239,0,0,0,0,6,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
241,240,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
242,241,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
243,242,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
244,243,0,0,0,0,8,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
245,244,0,0,0,0,8,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
246,245,0,0,0,0,9,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
247,246,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
248,247,0,0,0,0,8,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
249,248,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
250,249,0,0,0,0,7,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
251,250,0,0,0,0,8,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
252,251,0,0,0,0,13,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
253,252,0,0,0,0,3,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
254,253,0,0,0,0,9,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
255,254,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
256,255,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
257,256,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
258,257,0,0,0,0,3,1.002,0.002,False,1,0,0,0,1,False,,{},PASS
259,258,0,0,0,0,6,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
260,259,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
261,260,0,0,0,0,14,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
262,261,0,0,0,0,4,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
263,262,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
264,263,0,0,0,0,6,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
265,264,0,0,0,0,9,1.002,0.002,False,1,0,0,0,1,False,,{},PASS
266,265,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
267,266,0,0,0,0,9,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
268,267,0,0,0,0,14,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
269,268,0,0,0,0,3,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
270,269,0,0,0,0,13,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
271,270,0,0,0,0,4,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
272,271,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
273,272,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
274,273,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
275,274,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
276,275,0,0,0,0,12,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
277,276,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
278,277,0,0,0,0,12,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
279,278,0,0,0,0,14,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
280,279,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
281,280,0,0,0,0,13,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
282,281,0,0,0,0,5,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
283,282,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
284,283,0,0,0,0,10,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
285,284,0,0,0,0,6,1.002,0.002,False,1,0,0,0,1,False,,{},PASS
286,285,0,0,0,0,10,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
287,286,0,0,0,0,8,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
288,287,0,0,0,0,7,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
289,288,0,0,0,0,4,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
290,289,0,0,0,0,8,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
291,290,0,0,0,0,8,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
292,291,0,0,0,0,12,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
293,292,0,0,0,0,12,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
294,293,0,0,0,0,7,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
295,294,0,0,0,0,14,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
296,295,0,0,0,0,5,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
297,296,0,0,0,0,11,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
298,297,0,0,0,0,9,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
299,298,0,0,0,0,4,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
300,299,0,0,0,0,5,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
301,300,0,0,0,0,11,1.002,0.002,False,1,0,0,0,1,False,,{},PASS
302,301,0,0,0,0,1,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
303,302,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
304,303,0,0,0,0,12,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
305,304,0,0,0,0,10,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
306,305,0,0,0,0,11,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
307,306,0,0,0,0,6,0.998,0.002,False,1,0,0,0,1,False,,{},PASS
308,307,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
309,308,0,0,0,0,4,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
310,309,0,0,0,0,14,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
311,310,0,0,0,0,11,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
312,311,0,0,0,0,1,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
313,312,0,0,0,0,9,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
314,313,0,0,0,0,10,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
315,314,0,0,0,0,6,1.000,0.000,False,1,0,0,0,1,False,,{},PASS
316,315,0,0,0,0,8,1.001,0.001,False,1,0,0,0,1,False,,{},PASS
317,316,0,0,0,0,2,0.999,0.001,False,1,0,0,0,1,False,,{},PASS
