dataset,source_domain,sample_id,q_operational,q_version
a1,arxiv,BkiUdJQ4ubng-JcX4VCP,0.556215418224818,Q1-q_huber-v1
a1,arxiv,BkiUbbnxK0-nUh8iIHaL,0.620501792471186,Q1-q_huber-v1
a1,arxiv,BkiUctrxK7FjYHGHzffr,0.511737104761378,Q1-q_huber-v1
a1,arxiv,BkiUawDxK6EuNAra_58K,0.545354160053089,Q1-q_huber-v1
a1,arxiv,BkiUairxK0wg09lJ_0zB,0.547855614458728,Q1-q_huber-v1
a1,arxiv,BkiUdpY4eIOjSBZeeNPE,0.546486720644252,Q1-q_huber-v1
a1,arxiv,BkiUd-k241xg-MOC_zQI,0.615145696666479,Q1-q_huber-v1
a1,arxiv,BkiUeGvxK6nrxjHzCYv8,0.500383114675715,Q1-q_huber-v1
a1,arxiv,BkiUd0Q4eIZjxkFh19au,0.56525883089949,Q1-q_huber-v1
a1,arxiv,BkiUfEs5qhDCNj5tich1,0.5096273146748,Q1-q_huber-v1
a1,arxiv,BkiUeZbxaKgTq1C9OpJ4,0.556557520707431,Q1-q_huber-v1
a1,arxiv,BkiUdgg5qoYDgbkp4TEY,0.595916309476832,Q1-q_huber-v1
a1,arxiv,BkiUbVHxK7FjYCv2QCBP,0.47021703134221,Q1-q_huber-v1
a1,arxiv,BkiUfXDxK1ThhAqzYsFE,0.559144833479253,Q1-q_huber-v1
a1,arxiv,BkiUbq825V5hd-4287Pf,0.597515897940676,Q1-q_huber-v1
a1,arxiv,BkiUdBw25YjgKNDlVLJa,0.620275513517734,Q1-q_huber-v1
a1,arxiv,BkiUbSLxK7Ehm4qsy0t6,0.587437410826761,Q1-q_huber-v1
a1,arxiv,BkiUdgc5qhLBWY0XuZmA,0.599004926069989,Q1-q_huber-v1
a1,arxiv,BkiUd3c4eIZijir1ousz,0.568406497494619,Q1-q_huber-v1
a1,arxiv,BkiUd3A4dbjiVENjpLkA,0.640653544625499,Q1-q_huber-v1
a1,arxiv,BkiUdNs5qWTA6f4qDodK,0.595810616112681,Q1-q_huber-v1
a1,arxiv,BkiUdbfxK02iP5rWKrVw,0.558194655886743,Q1-q_huber-v1
a1,arxiv,BkiUexfxK6nrxjHzDAkJ,0.561649057136824,Q1-q_huber-v1
a1,arxiv,BkiUbUY5qhLACFWlxBr3,0.561315172836634,Q1-q_huber-v1
a1,arxiv,BkiUajHxK6nrxjHy_BsR,0.561636597698049,Q1-q_huber-v1
a1,arxiv,BkiUbVI5i7PA9OgJDNwj,0.528984596335407,Q1-q_huber-v1
a1,arxiv,BkiUbEQ241xg-EsBtZ7v,0.559967885376677,Q1-q_huber-v1
a1,arxiv,BkiUdNc5qsBDGOt8lJgH,0.578413454826046,Q1-q_huber-v1
a1,arxiv,BkiUd9c4uzqh_N6SCiss,0.605170678813158,Q1-q_huber-v1
a1,arxiv,BkiUd6I4eILhQCVbe7nL,0.61315116323698,Q1-q_huber-v1
a1,arxiv,BkiUbv_xK7Ehm2ZQzdWT,0.559042539013751,Q1-q_huber-v1
a1,arxiv,BkiUdmA5qhLAB_d2fBwl,0.515382924486408,Q1-q_huber-v1
a1,arxiv,BkiUakrxK5YsWOzBAUlJ,0.544459175385049,Q1-q_huber-v1
a1,arxiv,BkiUd6TxK6wB9lIs9ivi,0.592889955979638,Q1-q_huber-v1
a1,arxiv,BkiUdjg5qX_Bw5o9IG_E,0.611699433817025,Q1-q_huber-v1
a1,arxiv,BkiUe0nxK7kjXLlzdoBA,0.596074474314895,Q1-q_huber-v1
a1,arxiv,BkiUd2Y4ubnhDSvJRyHO,0.589388618267352,Q1-q_huber-v1
a1,arxiv,BkiUe404uzliCt-nLV60,0.554888005325656,Q1-q_huber-v1
a1,arxiv,BkiUdmQ5qoTA_-bStSha,0.56737402084593,Q1-q_huber-v1
a1,arxiv,BkiUbhzxK3YB9raXyg57,0.604102624215022,Q1-q_huber-v1
a1,arxiv,BkiUeFrxK4sA-9F9lSY9,0.576868810490263,Q1-q_huber-v1
a1,arxiv,BkiUbuo5qoaAwmU2sBb7,0.543739597833389,Q1-q_huber-v1
a1,arxiv,BkiUd5E5qg5A51O-MOXL,0.54987715585011,Q1-q_huber-v1
a1,arxiv,BkiUbynxK4sA-9F9jLdg,0.53394760407158,Q1-q_huber-v1
a1,arxiv,BkiUa245qsNCPV6Yix3b,0.534588733677134,Q1-q_huber-v1
a1,arxiv,BkiUdd4241xg-QyzEflc,0.601097901577463,Q1-q_huber-v1
a1,arxiv,BkiUbb04dbjiU9i0yjOT,0.441193903338524,Q1-q_huber-v1
a1,arxiv,BkiUec7xK02iP4Y2vYfY,0.579208270453007,Q1-q_huber-v1
a1,arxiv,BkiUbL7xK7Ehm308osVM,0.597942777357146,Q1-q_huber-v1
a1,arxiv,BkiUdgs5qhLA5d-DF18W,0.347304314254595,Q1-q_huber-v1
a1,arxiv,BkiUal_xK2li-DeXxupJ,0.557686430541358,Q1-q_huber-v1
a1,arxiv,BkiUbQHxK0iCl7UGVngH,0.627644331987808,Q1-q_huber-v1
a1,arxiv,BkiUdY45qoYA4xX7Fs7m,0.545334586622372,Q1-q_huber-v1
a1,arxiv,BkiUc5025V5ipNhMBkE8,0.490158319319656,Q1-q_huber-v1
a1,arxiv,BkiUbmzxK1UJ-rRH-1MD,0.590217580752038,Q1-q_huber-v1
a1,arxiv,BkiUbh04uzqh_Kly7RNW,0.534179518881823,Q1-q_huber-v1
a1,arxiv,BkiUdK84eIZjvCjkaEGo,0.508156612341468,Q1-q_huber-v1
a1,arxiv,BkiUbLPxK6-gDw5AtUZ3,0.503288425949785,Q1-q_huber-v1
a1,arxiv,BkiUd1_xaKgQMdMtQloi,0.586448674106604,Q1-q_huber-v1
a1,arxiv,BkiUaafxK1Thg9qFa1Qs,0.553253945774292,Q1-q_huber-v1
a1,arxiv,BkiUbRw4ubnjorKKr43C,0.605758516880028,Q1-q_huber-v1
a1,arxiv,BkiUfgM5qhDCiwNLy3CU,0.567471520094491,Q1-q_huber-v1
a1,arxiv,BkiUa2nxK4sA-5Y3qUsP,0.621154118346888,Q1-q_huber-v1
a1,arxiv,BkiUa_U4ubnjoqNEqKRH,0.613372902628859,Q1-q_huber-v1
a1,arxiv,BkiUdW85qsJBjnJ89-mW,0.616163200649991,Q1-q_huber-v1
a1,arxiv,BkiUdlg4eILhQJztnknv,0.617741317600549,Q1-q_huber-v1
a1,arxiv,BkiUfQPxK0zjCrsOBupv,0.608771318725919,Q1-q_huber-v1
a1,arxiv,BkiUfufxK3YB9i3RN54o,0.572871706418189,Q1-q_huber-v1
a1,arxiv,BkiUdX85qdmDH5kXI0R3,0.609368923460499,Q1-q_huber-v1
a1,arxiv,BkiUbjE5qoaAwj4XNMHR,0.568818865086259,Q1-q_huber-v1
a1,arxiv,BkiUbdM5qsMAIwbUZ5AS,0.553209648165103,Q1-q_huber-v1
a1,arxiv,BkiUdTrxK02iP5rWKmQx,0.544617054253715,Q1-q_huber-v1
a1,arxiv,BkiUdBQ5qYVBSqkygqvC,0.507231117815548,Q1-q_huber-v1
a1,arxiv,BkiUdqk25V5i1dkg3xWc,0.607921703123713,Q1-q_huber-v1
a1,arxiv,BkiUbXXxK7Tt6CA5FTG7,0.589226816934156,Q1-q_huber-v1
a1,arxiv,BkiUc_Y4c3aisMwilqSJ,0.526489665132042,Q1-q_huber-v1
a1,arxiv,BkiUdlE5qoYAo52Vqk4-,0.589222910791635,Q1-q_huber-v1
a1,arxiv,BkiUed04eIOjR4Mj-00Z,0.586224864330314,Q1-q_huber-v1
a1,arxiv,BkiUdWg5qg5A59MXG8c0,0.527662844386535,Q1-q_huber-v1
a1,arxiv,BkiUfsA5qhLBrnqN0sQf,0.513402787132884,Q1-q_huber-v1
a1,arxiv,BkiUbwnxK4sA-7sDdyQM,0.449566048003566,Q1-q_huber-v1
a1,arxiv,BkiUd9Y4eILhP_ZFB6pa,0.517256747383295,Q1-q_huber-v1
a1,arxiv,BkiUeTzxK6mkyCfODSv-,0.507682365945788,Q1-q_huber-v1
a1,arxiv,BkiUfbI25V5jXvdT3FCG,0.456023879573953,Q1-q_huber-v1
a1,arxiv,BkiUdhHxaKgQIQzdyQmI,0.613852475599268,Q1-q_huber-v1
a1,arxiv,BkiUc-vxK7IDPXIhnLPg,0.518204802701378,Q1-q_huber-v1
a1,arxiv,BkiUdfTxK6Ot9UjEBlvA,0.566695063548694,Q1-q_huber-v1
a1,arxiv,BkiUdG45qX_Bl-uWGa7i,0.603603471187233,Q1-q_huber-v1
a1,arxiv,BkiUfSvxK6nrxjHzDfaq,0.604163994964749,Q1-q_huber-v1
a1,arxiv,BkiUdPc5qoYA0D8lKjOo,0.595974587509685,Q1-q_huber-v1
a1,arxiv,BkiUbWY25YjgKLaE8IjZ,0.633665788527976,Q1-q_huber-v1
a1,arxiv,BkiUc-XxK3xgpbERC94a,0.542968440919156,Q1-q_huber-v1
a1,arxiv,BkiUftw5qhDCYT-7h2Ps,0.521549472760489,Q1-q_huber-v1
a1,arxiv,BkiUduA4uzlhgyWvJ1dJ,0.556779286353793,Q1-q_huber-v1
a1,arxiv,BkiUfN_xK7IAE_K9ytSd,0.401449105206519,Q1-q_huber-v1
a1,arxiv,BkiUdb45qdmDD94KRNW6,0.565781204603192,Q1-q_huber-v1
a1,arxiv,BkiUc_I5qYVBWXyireYI,0.555050231485636,Q1-q_huber-v1
a1,arxiv,BkiUav3xK6nrxqmoxKc4,0.513976700661553,Q1-q_huber-v1
a1,arxiv,BkiUfHs5qhLBvG9b_Ccl,0.549366933407216,Q1-q_huber-v1
a1,arxiv,BkiUfBXxK3YB9i3RNEBb,0.557463854906301,Q1-q_huber-v1
a1,arxiv,BkiUdl84uBhjAAuFmfLG,0.598263920714666,Q1-q_huber-v1
a1,arxiv,BkiUf13xK1fBGwCLPSMO,0.551840748718954,Q1-q_huber-v1
a1,arxiv,BkiUbEHxK7ICUubsx6Ic,0.581274044022182,Q1-q_huber-v1
a1,arxiv,BkiUbVQ5qhLACAkw_leP,0.565021198783251,Q1-q_huber-v1
a1,arxiv,BkiUd9zxK2li-F6JzCsS,0.61806996771695,Q1-q_huber-v1
a1,arxiv,BkiUbck4uBhhxKZ5uaCF,0.565765160508702,Q1-q_huber-v1
a1,arxiv,BkiUd5s25V5jBFwBuKof,0.616256968176716,Q1-q_huber-v1
a1,arxiv,BkiUdeo5qX_BnmUhN6EM,0.603825153338311,Q1-q_huber-v1
a1,arxiv,BkiUcvY4eIXhokFxRhFy,0.552710506613876,Q1-q_huber-v1
a1,arxiv,BkiUdGM4ubnjow-6Mjh5,0.561674233756195,Q1-q_huber-v1
a1,arxiv,BkiUcnnxK4sA-46xNddg,0.584846795809023,Q1-q_huber-v1
a1,arxiv,BkiUbIA5qWTD6fM1V7xu,0.571699865447934,Q1-q_huber-v1
a1,arxiv,BkiUeL04dbghYS8bBLKb,0.601524285637199,Q1-q_huber-v1
a1,arxiv,BkiUc_Q5qoYAlE7mUWSI,0.355701607705127,Q1-q_huber-v1
a1,arxiv,BkiUbKs5qU2ApuiOWGYO,0.591470478430571,Q1-q_huber-v1
a1,arxiv,BkiUc2zxK6wB9k0iLNKt,0.622977954329071,Q1-q_huber-v1
a1,arxiv,BkiUdYM4ukPiEUwWDEcV,0.599358532817073,Q1-q_huber-v1
a1,arxiv,BkiUd3U4eIOjSJ68LGD2,0.520816172543741,Q1-q_huber-v1
a1,arxiv,BkiUfHg5qsFCifBZHZLT,0.595902467222119,Q1-q_huber-v1
a1,arxiv,BkiUe-bxK4tBVhat5pTg,0.57925630705237,Q1-q_huber-v1
a1,arxiv,BkiUdTA4uBhivVgojJ1E,0.544757303273633,Q1-q_huber-v1
a1,arxiv,BkiUbovxK4sA-9F9jBrS,0.601177110781746,Q1-q_huber-v1
a1,arxiv,BkiUdq45qoYA2zk0vrSH,0.573887231683697,Q1-q_huber-v1
a1,arxiv,BkiUdV45i7PA9OlIEcJP,0.453794357476616,Q1-q_huber-v1
a1,arxiv,BkiUa5w5qX_AYzDLroyZ,0.480467453245334,Q1-q_huber-v1
a1,arxiv,BkiUeGjxK7FjYEXSFtkH,0.544498038636574,Q1-q_huber-v1
a1,arxiv,BkiUdQs4eIXhqTbAZ6vi,0.512443902425458,Q1-q_huber-v1
a1,arxiv,BkiUc-vxK6nrxpQc1A6q,0.581492500430526,Q1-q_huber-v1
a1,arxiv,BkiUeyY25V5jJ1pbbnv0,0.518479400834162,Q1-q_huber-v1
a1,arxiv,BkiUfovxK7kjXIK5t9Ch,0.527578507749444,Q1-q_huber-v1
a1,arxiv,BkiUaHLxK0-nUGYe3P7a,0.536844111230808,Q1-q_huber-v1
a1,arxiv,BkiUc7w4eIXhwh1BwyuE,0.562421326773686,Q1-q_huber-v1
a1,arxiv,BkiUa1LxK6-gDz87Nvcz,0.586923143535747,Q1-q_huber-v1
a1,arxiv,BkiUdZDxK4tBVicoC6ij,0.586250792960046,Q1-q_huber-v1
a1,arxiv,BkiUdqw25V5jEEL8tP0l,0.596900653329092,Q1-q_huber-v1
a1,arxiv,BkiUdvbxaKgQL0dMaDiQ,0.482001093936342,Q1-q_huber-v1
a1,arxiv,BkiUdZM4dbghZzegCCP7,0.597798418985962,Q1-q_huber-v1
a1,arxiv,BkiUdTvxK6wB9mpb2KKI,0.590000873648099,Q1-q_huber-v1
a1,arxiv,BkiUd0c5qWTBLNsCq9jW,0.644959936912057,Q1-q_huber-v1
a1,arxiv,BkiUfCLxK0iCl4WD5TiB,0.390810458397253,Q1-q_huber-v1
a1,arxiv,BkiUdvU5qsBDHTHZ3jMg,0.602701662208608,Q1-q_huber-v1
a1,arxiv,BkiUbAU5qsJBjjX4UzLd,0.501895232923543,Q1-q_huber-v1
a1,arxiv,BkiUdqE4eIOjRwMTjGno,0.484573486590593,Q1-q_huber-v1
a1,arxiv,BkiUdVw4eIZijW5EQLXO,0.587863214934055,Q1-q_huber-v1
a1,arxiv,BkiUdJc5qsBC_MvyfL35,0.540144584047416,Q1-q_huber-v1
a1,arxiv,BkiUervxK1Thg9qFezh8,0.615790240962928,Q1-q_huber-v1
a1,arxiv,BkiUfxXxK1ThhCdy-5v3,0.604963938130259,Q1-q_huber-v1
a1,arxiv,BkiUfTHxK0fkXPSOrRn8,0.540383598808857,Q1-q_huber-v1
a1,arxiv,BkiUcKvxK6-gDz87O8I5,0.630109900047243,Q1-q_huber-v1
a1,arxiv,BkiUduE4eIXgu5sT-Z3g,0.505553416289418,Q1-q_huber-v1
a1,arxiv,BkiUdV84c3aisLf0PuG9,0.565916287721214,Q1-q_huber-v1
a1,arxiv,BkiUcY3xK1fBGsWmup8P,0.578472047645588,Q1-q_huber-v1
a1,arxiv,BkiUdMXxK3xgpZzQoFCv,0.578597400380525,Q1-q_huber-v1
a1,arxiv,BkiUgBDxK7IADzpkVqhY,0.556497422992512,Q1-q_huber-v1
a1,arxiv,BkiUckPxK7Dgs_cY5WH1,0.536376879127834,Q1-q_huber-v1
a1,arxiv,BkiUbAE5i7PA9OgJC22W,0.554904472619418,Q1-q_huber-v1
a1,arxiv,BkiUbybxK19JmejM8HP8,0.622780329201801,Q1-q_huber-v1
a1,arxiv,BkiUgKbxK7Tt522WdVLV,0.562393546339509,Q1-q_huber-v1
a1,arxiv,BkiUdZE5qsMAI4khReue,0.614412933688959,Q1-q_huber-v1
a1,arxiv,BkiUcO7xK0iCl7UGWjGg,0.503963635114262,Q1-q_huber-v1
a1,arxiv,BkiUfYQ5qhDCjWqnQ3hH,0.529602600031597,Q1-q_huber-v1
a1,arxiv,BkiUeZrxK4tBVicoD6Ga,0.625624207311661,Q1-q_huber-v1
a1,arxiv,BkiUfe85qhLBfzo2pOli,0.516146425158921,Q1-q_huber-v1
a1,arxiv,BkiUdu85qYVBhn-WmWnJ,0.528998868605902,Q1-q_huber-v1
a1,arxiv,BkiUddg5qhLBXQtDHM5m,0.519964347027154,Q1-q_huber-v1
a1,arxiv,BkiUeJk25YjgKNDlWMnH,0.577822324859541,Q1-q_huber-v1
a1,arxiv,BkiUdmg5qYVBXTJ3BsEF,0.657191149158562,Q1-q_huber-v1
a1,arxiv,BkiUdd05qWTA8JC6STHR,0.489874782742517,Q1-q_huber-v1
a1,arxiv,BkiUd4g4dbghUyoCIbIC,0.592106241851086,Q1-q_huber-v1
a1,arxiv,BkiUfs_xK6mkyCfOErHR,0.554867139272341,Q1-q_huber-v1
a1,arxiv,BkiUfK425V5jQ-dgBK4F,0.55410127620384,Q1-q_huber-v1
a1,arxiv,BkiUdZI5qWTA_H8tsybT,0.61792215785229,Q1-q_huber-v1
a1,arxiv,BkiUd3E5qoTBB2nxJLAl,0.537361973143041,Q1-q_huber-v1
a1,arxiv,BkiUdx05qsBDH65QVtNl,0.55080658253131,Q1-q_huber-v1
a1,arxiv,BkiUcD_xK7kjXIdG9gHx,0.567442852204936,Q1-q_huber-v1
a1,arxiv,BkiUdKzxK6Ot9WA5hefz,0.522310423297563,Q1-q_huber-v1
a1,arxiv,BkiUd1E5qsMAIzZBdsn6,0.426606416598039,Q1-q_huber-v1
a1,arxiv,BkiUdbA5qhLBWAiyVCvb,0.564763138226573,Q1-q_huber-v1
a1,arxiv,BkiUczvxK3YB9i3RKhUS,0.43489635103788,Q1-q_huber-v1
a1,arxiv,BkiUbZjxK5YsWR0Kh47-,0.58624501234465,Q1-q_huber-v1
a1,arxiv,BkiUa5U4ubnjoqNEqD9W,0.646926731188886,Q1-q_huber-v1
a1,arxiv,BkiUd1U25V5jB4AVSE0P,0.576308586453054,Q1-q_huber-v1
a1,arxiv,BkiUcunxK4tBVhat3gJO,0.597453652376052,Q1-q_huber-v1
a1,arxiv,BkiUalHxK7DgtAAQGwWA,0.521308416280219,Q1-q_huber-v1
a1,arxiv,BkiUd4c4uzlh5TJwJHWa,0.493098134309649,Q1-q_huber-v1
a1,arxiv,BkiUak3xK2li-F6JwYSJ,0.489242417755028,Q1-q_huber-v1
a1,arxiv,BkiUd3U5qoTBG9o64jwL,0.58607909798843,Q1-q_huber-v1
a1,arxiv,BkiUc_s5qsBC-ZU-Hmyc,0.519114166631676,Q1-q_huber-v1
a1,arxiv,BkiUeArxK6wB9mn4_v06,0.571047368194415,Q1-q_huber-v1
a1,arxiv,BkiUairxK6wB9mpbzooS,0.552962003212871,Q1-q_huber-v1
a1,arxiv,BkiUdYU25YjgKOpQ6oY3,0.59168240714993,Q1-q_huber-v1
a1,arxiv,BkiUdso25V5jCst-SORs,0.524037552879944,Q1-q_huber-v1
a1,arxiv,BkiUatDxK4sA-9F9iLym,0.502090654921174,Q1-q_huber-v1
a1,arxiv,BkiUebXxK6Ot9V_E5ERu,0.520403466817134,Q1-q_huber-v1
a1,arxiv,BkiUeH04dbghfPG8YJBu,0.554095634217417,Q1-q_huber-v1
a1,arxiv,BkiUdJXxK6nrxl9bNU3t,0.560970595824967,Q1-q_huber-v1
a1,arxiv,BkiUaV7xK0fkXPSOneXZ,0.60573075663306,Q1-q_huber-v1
a1,arxiv,BkiUfDnxK6nrxq6DpSrb,0.53776924240467,Q1-q_huber-v1
a1,arxiv,BkiUfvnxK3YB9ohkPj9J,0.501454152735187,Q1-q_huber-v1
a1,arxiv,BkiUdvc4eIOjR_CK1Z2j,0.563999637353929,Q1-q_huber-v1
a1,arxiv,BkiUdQY4ubnhAvmH63ED,0.598851542258538,Q1-q_huber-v1
a1,arxiv,BkiUddU5qsBB3YgznBVN,0.423651767207824,Q1-q_huber-v1
a1,arxiv,BkiUdiY4eIfiUYvU09Vw,0.505629398758556,Q1-q_huber-v1
a1,arxiv,BkiUdqc4eIOjRvCHtF0k,0.596146884405519,Q1-q_huber-v1
a1,arxiv,BkiUdOk5qWTA8xMZTlnM,0.61252411921353,Q1-q_huber-v1
a1,arxiv,BkiUe7a6NNjgBtyghHQJ,0.584876423762241,Q1-q_huber-v1
a1,arxiv,BkiUdtY5qsBDCrvnORH5,0.486019834298803,Q1-q_huber-v1
a1,arxiv,BkiUeILxK4sA-5fmyDe0,0.55475583352767,Q1-q_huber-v1
a1,arxiv,BkiUdIfxK1yAga6Jr2zw,0.515482700567523,Q1-q_huber-v1
a1,arxiv,BkiUfZs5qhLBmqyw59dW,0.535506204730661,Q1-q_huber-v1
a1,arxiv,BkiUdO8241xiEnW_4uiy,0.536892159682333,Q1-q_huber-v1
a1,arxiv,BkiUc9c5qsBC5lINcD2t,0.457685100849366,Q1-q_huber-v1
a1,arxiv,BkiUc9DxK0zjCsHeaflN,0.530976165286949,Q1-q_huber-v1
a1,arxiv,BkiUcanxK7Tt52mM8ZKt,0.552011896779204,Q1-q_huber-v1
a1,arxiv,BkiUdsw4ukPiEUQBmYD_,0.528350264944246,Q1-q_huber-v1
a1,arxiv,BkiUdng5qhDACudDNyT7,0.572642907240011,Q1-q_huber-v1
a1,arxiv,BkiUc5zxK6EuM_Ubqfdi,0.563034231644194,Q1-q_huber-v1
a1,arxiv,BkiUc5E5qoTAmkNrkwkS,0.590730167132085,Q1-q_huber-v1
a1,arxiv,BkiUc9I5ixsDMB_MitkG,0.611419123801001,Q1-q_huber-v1
a1,arxiv,BkiUa9o4uBhhxDSKxoGn,0.49276383949544,Q1-q_huber-v1
a1,arxiv,BkiUcV_xK4sA-9F9jqWm,0.51718158487096,Q1-q_huber-v1
a1,arxiv,BkiUc2I4ubngyA6kKubo,0.589229429561202,Q1-q_huber-v1
a1,arxiv,BkiUaEE25V5hRtaNitmg,0.596784338032782,Q1-q_huber-v1
a1,arxiv,BkiUe0W6NNjgB1scZ_gZ,0.586681802952279,Q1-q_huber-v1
a1,arxiv,BkiUahnxK1UJ-rRH9zmm,0.492374283370827,Q1-q_huber-v1
a1,arxiv,BkiUb_A5qsNCPeN2FHd8,0.561613187297249,Q1-q_huber-v1
a1,arxiv,BkiUc4LxK0zjCobCOFe2,0.597533254083084,Q1-q_huber-v1
a1,arxiv,BkiUepXxK7IDND_hDgzg,0.562442264990439,Q1-q_huber-v1
a1,arxiv,BkiUe2zxK0fkXPSOq-FE,0.495526803794503,Q1-q_huber-v1
a1,arxiv,BkiUdds4eIXh0sNxw2Ig,0.514889180642752,Q1-q_huber-v1
a1,arxiv,BkiUb7_xK1UJ-rWoIn0Y,0.490930806048754,Q1-q_huber-v1
a1,arxiv,BkiUd_e6NNjgBpvICM3T,0.534144335525196,Q1-q_huber-v1
a1,arxiv,BkiUdbs5qoTA_-bStJGz,0.524498630742459,Q1-q_huber-v1
a1,arxiv,BkiUgD_xK6Ot9WA5kRT_,0.598008069814158,Q1-q_huber-v1
a1,arxiv,BkiUdtE4uzlhfMbxUQMX,0.604895120636895,Q1-q_huber-v1
a1,arxiv,BkiUd7E5qoTBC5y2MUa5,0.658845310317103,Q1-q_huber-v1
a1,arxiv,BkiUdyk4uzlh5xHhzVik,0.59456789658663,Q1-q_huber-v1
a1,arxiv,BkiUfQM5qhLBeyJsPR3P,0.55613973351632,Q1-q_huber-v1
a1,arxiv,BkiUczc5qhDACrbibYto,0.563502258525249,Q1-q_huber-v1
a1,arxiv,BkiUbrU4uzqh_Kly7amc,0.596653244439045,Q1-q_huber-v1
a1,arxiv,BkiUbRY4eIfiURL9QzlY,0.479193960842375,Q1-q_huber-v1
a1,arxiv,BkiUbgw5qsFAf4WX2WDt,0.616871715343153,Q1-q_huber-v1
a1,arxiv,BkiUgqXxK02iP5rWMwfQ,0.561690216588326,Q1-q_huber-v1
a1,arxiv,BkiUf5k5qhDBLPWJMGyD,0.562269816818128,Q1-q_huber-v1
