c1_normalized_row_sha256,c1_row_numbers,c2_row_numbers,c1_count,c2_count,one_to_one_full_row_match_with_numeric_tolerance,max_numeric_difference
1c0e876522dff6cab04ae378dc8eff43ce04422774b15ce3a30ea4d496b9fb61,[24],[24],1,1,True,3.552713678800501e-15
96f535d2b982e5c08bee78cfc28cf68c305ea58a4c687e383923c7e6bba72c7f,[25],[25],1,1,True,1.7763568394002505e-15
b805258ac67c629a68fcf84854254caf6a904df557431d512a30a20437d32ed6,[26],[26],1,1,True,0.0
51ee8eb12bdc99e7505bd78c7cd0c20fa8b9ce725be5683a5f873a076df7d853,[27],[27],1,1,True,3.552713678800501e-15
bdaff08b511063f1ca8a33de72699e8d0477a8b914645c9b5f57c3c6eb1c91a7,[28],[28],1,1,True,3.552713678800501e-15
dfe03c465ac2fa05258b839c0d53b34f74d531dc3b45dfba73420c147d4220dd,[29],[29],1,1,True,0.0
13d90f97330657804f9d5964c8c8207864430af48ae1a42b805c5776fa2badfa,[30],[30],1,1,True,3.552713678800501e-15
e10009540b7cd9e6988c4c269647a89dced2ab5312ff31888c0155eb840a278b,[31],[31],1,1,True,3.552713678800501e-15
b8fae04860fde15f9f5d427b2e3cca4090a3b633e35ce32b694e4de0b7e79df2,[32],[32],1,1,True,4.440892098500626e-16
efbdac68f4a828fb64c9be15d28dde12b8d8ab82035e3c0c897177c14e0b8a04,[33],[33],1,1,True,3.552713678800501e-15
89e88ba641afd4f13cd373c4204933e2369f9be3fd789e151b22b50285376693,[34],[34],1,1,True,0.0
b556378f7f614f13c52a42c4ebd9ac6185e32cf77ab5b18d60515af09dcf448a,[35],[35],1,1,True,3.552713678800501e-15
32d51c8c94b5e12fea22dc0261abdd04d15d0d2f3c18ad89a359f42c5a2f86db,[36],[36],1,1,True,1.7763568394002505e-15
eaec1810671a08aa71e384d3aeb14b469686c224ba41db3dd4f97bb6d1daada2,[37],[37],1,1,True,1.7763568394002505e-15
4d5f038835ea5fee5e64f27ff51cf25c2328fa11ef930a18ce6a54d7e9f371cd,[38],[38],1,1,True,0.0
961e1ca35eee100b2d590ef2c5f4890b8a27ae35dc67032fdd45efeab9fc7a96,[39],[39],1,1,True,0.0
30c3e8f96287cf78992ce8a782a194a42ac89bcece807226fba255be773b8e7e,[40],[40],1,1,True,3.552713678800501e-15
0aec32e8f2edeeb2700d230f2975274c723277cbe840adcfc4718f54660a9fed,[41],[41],1,1,True,1.7763568394002505e-15
89deeea2c19e4f35fb868792a5912bcbf5ca1fc07f4a94d7ea570ed1ecb0bb49,[42],[42],1,1,True,3.552713678800501e-15
fdfe604a4fb8607f975979d6b982fe4ac4dd47826b4a550f5af090a526aed0bc,[43],[43],1,1,True,3.552713678800501e-15
54e698f1dfeb928a545b4db636fbd079028a46dfe85e457cf490be280c998519,[44],[44],1,1,True,3.552713678800501e-15
4aa1443df812c2474c93d59154e83d2b81b25e28d2cd6a6b88009f7a9cfb5216,[45],[45],1,1,True,3.552713678800501e-15
063d64042d6765d8959601c166e993cb1a7f09d51ef9fc3befa124ac00a2c30a,[46],[46],1,1,True,1.7763568394002505e-15
65f5c2e95cae3d4d29d21657aeaf39d86bd8cd9e2d6e4b444d669c935e276068,[47],[47],1,1,True,5.551115123125783e-17
68649fb2443788e7ffdd3d04df1779967e0dcf96b620f7b9707c35773d7ceb77,[48],[48],1,1,True,3.552713678800501e-15
9ef1361a341be1a15e1b172c0c93d6105b3a7d79891bbdc9d811981e62e2d00d,[49],[49],1,1,True,0.0
fcdb9ce4b036035fa2b2a8889493b4c9e5b26226e39989b00323bd2bfbc555d4,[50],[50],1,1,True,7.105427357601002e-15
9daf2458924ead18d976f9f49ee7b9de756eff073b4cc19c87d0797f269c097f,[51],[51],1,1,True,3.552713678800501e-15
c535a378235b061ab0acdd2b2a48e371b6c181c531cd383d6bb93d97a6d4a014,[52],[52],1,1,True,3.552713678800501e-15
77a9c580e874f952b5edb532fae134391cef377e7806355a269684f380a17a2e,[53],[53],1,1,True,7.105427357601002e-15
33061ee2ebedef9d177da93a3cc54708be99f4fa9d31e5eff06b50a3cd80454d,[54],[54],1,1,True,3.552713678800501e-15
e35828c99239ccb300d55a5312ed53382e2633e7a9e9294175d3708dc8b8dcf7,[55],[55],1,1,True,3.552713678800501e-15
4252054a7da27fd2f79b26d02afb3bcb192f60a013c15a409e1c2e8271523d10,[56],[56],1,1,True,0.0
4de5b6c10c12a9606e75ab94f58089095fd64f394d7db2c05a50860d51e434e4,[57],[57],1,1,True,1.7763568394002505e-15
72c7c27a9f8a5756b57c9c8a3a7aebecf8859fb3efffbdad61a0dfa045adc07f,[58],[58],1,1,True,1.7763568394002505e-15
6017ea3a38d68b32f75d8c5b8624756152ee2375409ae6e6388d2dfa3cea21fe,[59],[59],1,1,True,2.220446049250313e-16
f4504a7dbc788738543fcf2adad3dfc3f0e4a41f298e1c950725e6c765bbf716,[60],[60],1,1,True,3.552713678800501e-15
3da64b0c0fac0c31a3180f6f3ee39f1e6d752c089d6a035c4d033645fe55e901,[61],[61],1,1,True,3.552713678800501e-15
5fdef186095d01ddb7926ce06c2ebf86d98f5e2301282599369dd92699414e61,[62],[62],1,1,True,0.0
5692e94411dc5eec5628a60eef0baea6d2cd0bf852e3694c6809054fa2e8d9a5,[63],[63],1,1,True,4.440892098500626e-16
9bfa7588f86f3b33f096938b1e23dcc67342231eedef6e947dfddf77c70c3d94,[64],[64],1,1,True,0.0
d15758c4ba861148766a75e48e07a07cbb2953f304daadaf295b2888f8fe277b,[65],[65],1,1,True,3.552713678800501e-15
9be3de74397dbad7e0e8d01767d885e1c32766aceee0717b6a99c419997ed90e,[66],[66],1,1,True,4.440892098500626e-16
a2e0d17b61fa07d16ad74cb211b4e840de6bd5c7e91ae4ff6439d26086da4776,[67],[67],1,1,True,2.220446049250313e-16
443ca7a252fc9c0ca6d109802f77c746873a698fe24b2bad358c8a7318426873,[68],[68],1,1,True,1.7763568394002505e-15
bdb7fdd0221939e6aecc2dc3a3b37d61eb2de9a6e39f0dae617491b19ebf417a,[69],[69],1,1,True,4.440892098500626e-16
80287a4235dcffb9eb93ca26c934121e6ffe9d054977ce62172ea02556766d4e,[70],[70],1,1,True,1.7763568394002505e-15
1bff131d981953c7d2c44293d7500bc39bab10b81c2328f124939bad644b4784,[71],[71],1,1,True,1.7763568394002505e-15
3759c0db8c4d1507846ec06ab15f9cb6574894284807e4566be61dad7588827a,[72],[72],1,1,True,3.552713678800501e-15
cfc254875d8e5ccf60f745fe835bc3034425acd3e306260913dc95e937da875d,[73],[73],1,1,True,0.0
60cf9fbe209a89e1f2acf472cd56ee3501727d6923b3194c3354ec34c83bb80e,[74],[74],1,1,True,0.0
12dd50230ca77f364a0bdc36223d190be4314da804df8adfeeaafc0a324a8d66,[75],[75],1,1,True,3.552713678800501e-15
d25cac629e2251dfad7524f44662c2a8072f35c57138d06b4a9d8b4b3769b8cf,[76],[76],1,1,True,3.552713678800501e-15
6921441ac8ad1f1bedb323d682cc7d5b9ac3f08d30e008b63fa46ca7f02c1435,[77],[77],1,1,True,0.0
03c2f194b66d2966b2ac753cbdc00a8b4547e43ea2e0f2d09685f8418919d968,[78],[78],1,1,True,0.0
349881a6d11f42c2a97bee5a5141dd763820e17f36f594e10c83cefd77352624,[79],[79],1,1,True,1.7763568394002505e-15
91b30c74d73208e5d3bf51fb8373beb99d86187c060057af405433c18292c8ad,[80],[80],1,1,True,4.440892098500626e-16
c01d9130522dad3adb44d13df0ed2fb1dc51d26210d895d64cc5309454ba0eaa,[81],[81],1,1,True,3.552713678800501e-15
e0d9e202bbf3811c6f75b26bacb97a7cd090802c5320d2d000cd96778203b016,[82],[82],1,1,True,1.7763568394002505e-15
1976d27549fc99ca665b0be6bfb9d9ce41253cb1657cfb6b4ab59ab306a07f60,[83],[83],1,1,True,1.7763568394002505e-15
4d99d4ea23fac9b660a2b9d43481bd56dd43579145351a9eb90a295c2b659b50,[84],[84],1,1,True,0.0
0616ae526cf2b8c3a9eb3276e3d55d2666593a7f4c0329db54579855d4288d98,[85],[85],1,1,True,8.881784197001252e-16
c16f96861dc0c7356bcdec85b177e123e4172c30f15a14afd1fb57dc3da0adfb,[86],[86],1,1,True,3.552713678800501e-15
bb40a9097994f4fd19d5b11d726099c17c0542b0fc15cfe1cc4bc6fa5d71297f,[87],[87],1,1,True,1.7763568394002505e-15
70aa4b7f2a1d0ec2dd8db385208711b87fd4fbe0b19c6480026e912ee2a26489,[88],[88],1,1,True,0.0
38c3d7613942661ef119eefffe0f99d0b72e0bd11b200cc26d495db65c6c514d,[89],[89],1,1,True,0.0
44b880f5553e58d6693a0721e63faa1d1f12352f452f44bfaacb83769c0dc2f2,[90],[90],1,1,True,1.7763568394002505e-15
c2f1b3879b14d63a62d0206279a2d8e1321406d427d102d5c920f97fc95fa950,[91],[91],1,1,True,2.220446049250313e-16
6b6c1ca7ed9a584630fc005033d62835201ed31f2bb0ea4db2bf1d2f5f3249dc,[92],[92],1,1,True,1.7763568394002505e-15
0737f1509957b03c55ec03db8579c8e7c53b58ad3d76058f9083e772b68ef83b,[93],[93],1,1,True,0.0
545ec33034fabea57f4d0fc76fa46f68a8466d636791364fe482c9ba0b2d8ace,[94],[94],1,1,True,0.0
07b8a9c7cf82f81f19729363d67df9abbfe9d7b07ea9471233537b8a31d9d82f,[95],[95],1,1,True,7.105427357601002e-15
3e5cc6f0d2b08dfc5681e8d464f4eb1e3f687413dda73b04eda26baeb53bb4d2,[96],[96],1,1,True,0.0
22362daa369a15a63029ea2afbbe2ff7ec6d15892ba910fe890d047c64493aad,[97],[97],1,1,True,0.0
4f4f9984bfea8ea5fdebe5c24112fdbd75fefc1943ffb2fd06af5507839175a2,[98],[98],1,1,True,7.105427357601002e-15
c82ed233b653dfa1984eeb4b0089f4d7b53998c6e845f4beab207586b3fefb1d,[99],[99],1,1,True,1.7763568394002505e-15
a7a66dedfeb4f42cf4507d40bab322fdd525965b1ef2dd841d910fda14ddccfa,[100],[100],1,1,True,0.0
726973332190669bae65b52e0870ce2966c621b1afca903f77980859af2c4751,[101],[101],1,1,True,3.552713678800501e-15
e1f97d171ac48600092f83441432c1cb1c43224c68b30c534ed838a96e32f4f0,[102],[102],1,1,True,0.0
f13a2efc0b5e0dcb97347fac078399d2509e7bb5c409e21cbd5b2b0b8c7d6873,[103],[103],1,1,True,0.0
8e2d51446dfc205a592da1b98c6a6edd44b8308b190ec841381ce467d3ba5784,[104],[104],1,1,True,0.0
3492daac1253fe88c922014d05f5cdf9128985ce2ff9f47baae57f2d24cb30e8,[105],[105],1,1,True,3.552713678800501e-15
3145b53803ab80cbbc704eef43f2453be2e5db281b2441bb42aeb9a9254e020e,[106],[106],1,1,True,0.0
cbd7c16f476fab5532beafbfb009250bedb7f143971af31cea2a22d97b3200b6,[107],[107],1,1,True,7.105427357601002e-15
f7045b2ce32298ca9226f014d74d3aea2bb42e5d59a7f3da125a6747c2c46ea4,[108],[108],1,1,True,3.552713678800501e-15
1c8e62e9eab60dbec643ee4d8ed878ef8c9b98309f85743f76e5066198409e1a,[109],[109],1,1,True,0.0
dd7d588f103e3959ed9b9c26722cff6fdca931996668f2e55b7b1eb82e33f8be,[110],[110],1,1,True,1.7763568394002505e-15
183dfec21409fc6456f5efb4bf6f6a3fa4ccc7b1e87b9edcdfd43e1592542d8d,[111],[111],1,1,True,0.0
854654e9131e5331dbcaf3c15fa31ead7219e8bcd237d35715c8f1bff38b9271,[112],[112],1,1,True,1.7763568394002505e-15
c9ffd2a46d46dd8baf9a3b4c0c389ffc0f8a41fe8299a10ccde72f47476ac141,[113],[113],1,1,True,0.0
31cc54c6980341e80a2c49e09a30b9bec3cec911fe2c4bb34873965b6f7c8465,[114],[114],1,1,True,0.0
e1210242475a89da409c2c6f56a9bda570e77dba79428f0800375ad70805251a,[115],[115],1,1,True,0.0
98d7dee90e9951463cfac8870e2f1e37e38ce217b5af192a0e1be4cd20c30012,[116],[116],1,1,True,4.440892098500626e-16
0772fe16e93091b4f784f013942e2e62e27bb384a4982b02e4296a93b7021d6e,[117],[117],1,1,True,1.7763568394002505e-15
b16d423f1ec0ecb5557bf096cfed21b96b690edb49cf7598c21cc9192c3adddf,[118],[118],1,1,True,0.0
6517eebf614f47691216e673059ef02b3c7b2ccc2651eb0c2658028ac57e63b2,[119],[119],1,1,True,1.7763568394002505e-15
dd040c202815d999b8995f2a8138edc88efeb4582aea4fe3536544977ed48cab,[120],[120],1,1,True,4.440892098500626e-16
99af5c7acd3d0bfb5ecbe9426573fe8a3f23a20543555f4dc1d26ff53c32e68e,[121],[121],1,1,True,1.7763568394002505e-15
f8b7cfa27e1abf9974a9cac457dfa3a6869c60d3355dde02a8600685cb65c154,[122],[122],1,1,True,3.552713678800501e-15
4159721f7925deea58d0a499f9b1e3bf2985bf31f827e32df57bd5ce0607f6a1,[123],[123],1,1,True,0.0
5d213e69f4316c6485664c5f2e36ee10899fbb108a8c07b1ddac8d5e9bff1f2f,[124],[124],1,1,True,1.7763568394002505e-15
82aa9ea376553b2a5d0bb89519bef925b2ee623053d4d279a6c4cd3af94a41ba,[125],[125],1,1,True,3.552713678800501e-15
cb855afedf35c7e07a89d02012de8a3da68e8f60c2815c64ab4f6e638aeed2bc,[126],[126],1,1,True,7.105427357601002e-15
57f734bb6406edccc761df8e0b020b2970fe08c1c7b25649fac294c528aa50aa,[127],[127],1,1,True,0.0
7f0470d5b1b244a0729ff9eb785469873949d46bdfbbf2cc491a0dd7db537c8c,[128],[128],1,1,True,4.440892098500626e-16
9b872bd4229a4a1457e050a8a5323912ae9a6719a052e0bf8d9aef49ddcf27f1,[129],[129],1,1,True,0.0
00fe4092b3e441392131381a3bba8b8a5b0d70bbd8f749a4f547fbe574da379b,[130],[130],1,1,True,3.552713678800501e-15
792706cd7d180638223eed9ef56197824333d68ccc671d6308581252e113ed55,[131],[131],1,1,True,4.440892098500626e-16
cf605df60e1458cd5fc258404c7e459359c780ab21d6e934cd37549618cda826,[132],[132],1,1,True,3.552713678800501e-15
3564b57892ba0734364d31fb575ebeb27ccc84de1cd2224418d8da86020065cd,[133],[133],1,1,True,3.552713678800501e-15
9a4ca7a704542fe520fff98f96b5ba507a2ce5dc01db9db30e168efde88fafee,[134],[134],1,1,True,3.552713678800501e-15
c763a3e844773d470003b232fa314a5038708983fbb12f2666dccbceb31d0cc4,[135],[135],1,1,True,3.552713678800501e-15
5aac887d69342772246cb87cc0b01af8097c5308f3a0374a42109002819de40f,[136],[136],1,1,True,0.0
4f4c42d7fb1dfd8c239a8d91346c2652a0b033dc425c722a98113fad6c47e176,[137],[137],1,1,True,1.7763568394002505e-15
3dfd1c1d9ec9ad5337d67b257674d9fc09436570f7b49141a5401b28e339c10e,[138],[138],1,1,True,3.552713678800501e-15
d9ed31a7582c66cc73fc19c5b26175b7bb868138169f2eba833b340eef49a91c,[139],[139],1,1,True,0.0
335c74b07f239665c6cc6826d04e2c9ea9a3222e8873002a620584033907cc4b,[140],[140],1,1,True,0.0
cd575b01fde841bb07afb583ed9b2343d72394bf9baf7442fa888aa8f932cb4a,[141],[141],1,1,True,7.105427357601002e-15
257385e78c7fc4f3288f39469f9ea38832774afa13f0730af9c0330a90e84ece,[142],[142],1,1,True,0.0
5a9e5e8c6a52cc0027ea8edab37932da8fb87229499420fbd21d4d70620b71a7,[143],[143],1,1,True,2.220446049250313e-16
b8f36f15a3fb457a1fff27d6ebe5a37381c65317bdb7ed29debd0a11f2f70e9e,[144],[144],1,1,True,4.440892098500626e-16
19c793b6d4f8ea385f71c6979b72f65abb1aa9a9b6435251e9856d32b6809483,[145],[145],1,1,True,3.552713678800501e-15
76e1a1746d58cf6dbcaf73f9361649c27c75c407ee44d884390c8ebf5a2792f9,[146],[146],1,1,True,2.220446049250313e-16
fa36cd45b97e1d74ee066e0b6c69aeb6379318f3af740a1c0f14ce9cc43da42c,[147],[147],1,1,True,1.7763568394002505e-15
818f24c1d7e448b93fff7ecc7b7e81be8a6f14450c702d5aa7a572f57bbc282f,[148],[148],1,1,True,1.7763568394002505e-15
9c3e1aa810cefaa6d951af2e5bcc9e590dd91c09b5a1f515e6ef17d7597e7aa0,[149],[149],1,1,True,3.552713678800501e-15
1cce203005ebb33718ebe64683e69cd39d1d6e4608ac140a67e0183a9da9652c,[150],[150],1,1,True,3.552713678800501e-15
0cec030b97fe0f706653e1123ecb503095195edff22185d14f2a5438e7dbd496,[151],[151],1,1,True,8.881784197001252e-16
189efb9244b84406c831d5ee1c0a5a4ee6312eacfec6f58cd3ba1a092d4d3050,[152],[152],1,1,True,3.552713678800501e-15
a6066cd3d5b6c784083bbf330e86cd80b530527a31963150365042bce83bb890,[153],[153],1,1,True,0.0
4d750a4330088e15cb241091eaf8c6f8831a4b0818549d1b407cec5918a4323c,[154],[154],1,1,True,3.552713678800501e-15
7a25d772862c6c723422aae00cd6d1df6a36e61d2a76cf015a73dc3f4ec33b41,[155],[155],1,1,True,1.7763568394002505e-15
c0588082cf3c3fbdfb4639229a107ac4a0e281d7bc6707106c8c61860cef1dd5,[156],[156],1,1,True,0.0
525031dc0d5ddf941420affafdf90bd8887a88d0cc0289b9fe0c390f81d2bcfb,[157],[157],1,1,True,1.7763568394002505e-15
233e1bedf56b4410640151c3a7121420e992c9bf99f1c3e1f81ebcdfec9448fd,[158],[158],1,1,True,3.552713678800501e-15
a09e0e4ec551514a7c52f5a5b42e3c5cdf86cdd3c01699f605f62879014a4d90,[159],[159],1,1,True,4.440892098500626e-16
12b43177df7fedd31ab8922a8c3eb22feb55679e753a56775e35349ba5897687,[160],[160],1,1,True,0.0
a8d994735caed6eaf75ca84ca64e44496f62de6b1989e15dbab2c69d02ede63e,[161],[161],1,1,True,0.0
56fd8f667dd5aed78949b51f42ac44eccfe86228feee8bd77b32e60209d94510,[162],[162],1,1,True,7.105427357601002e-15
7d9bb103cbb5c99f99e41214c6a7b4d62cbd1a8681e6b77db8487b07d038a363,[163],[163],1,1,True,3.552713678800501e-15
3bd608ce6b113863138494766aaecf53628bb0cab84b4d4f147e1241a06b871e,[164],[164],1,1,True,3.552713678800501e-15
e82d60dadac2a9e9337a4035236b837f3752a7d6a1f843ea1db84e68e91177bd,[165],[165],1,1,True,3.552713678800501e-15
81f5c09e1642f8d57d8d31cdf209ec0b7d9e25a348eba9a845d0be379aedc118,[166],[166],1,1,True,0.0
2f35cde96e8e9ca20f542633fe75c7ba22d357696637555051358855fb88e1d4,[167],[167],1,1,True,0.0
f61a6533b14c91d28cab3aea135febc70cedc46cfa554adbd13a21298da8e21a,[168],[168],1,1,True,3.552713678800501e-15
c6c3d087bcce33e9e8b87c557337601b60bbca23dc87a9c5d624565b32f77ad1,[169],[169],1,1,True,3.552713678800501e-15
cdc9a4059701825527e82f13dc8e8fdb240e2bc765e6090979882f03b952d9e3,[170],[170],1,1,True,0.0
4c1a9ada0ccaf07b64e1fe071e15a2be22398bb7f788846df9d9702ea0a59622,[171],[171],1,1,True,0.0
fa8c3ffaa8b4aa3699bd48326a36ad59b8ce69f4a3b58c7d6b8385a51945b6e4,[172],[172],1,1,True,5.551115123125783e-17
ade52e107b13e8685064ef371298c726a1cf4a51649d8d0176d99182c146543c,[173],[173],1,1,True,1.7763568394002505e-15
79c9b569d8c3b163023da29a6a85c9233d75ad191b019f7ea97c26167a27463f,[174],[174],1,1,True,0.0
f452d9fdd10e88e66dbb643b97bad260dc52d1a3b4276167594274246c7bdad4,[175],[175],1,1,True,0.0
9eb4658d03bd8cc5ea0bc9dfd7f11f4d0f80a196c5d08f684f26014edadd78e7,[176],[176],1,1,True,1.7763568394002505e-15
481455555cf9f61d0bfc97388f3ac87bb7204aa7a680b98d60aa2d9364e68b1c,[177],[177],1,1,True,3.552713678800501e-15
14bb493fdbfff96524f597338c57e8783c35e0095723a4383fdfad359817e4ea,[178],[178],1,1,True,1.7763568394002505e-15
b5d05fec6dae00ed57e0253299a0c1c91c279750992043d977de54ad8f60d0ef,[179],[179],1,1,True,0.0
d7fcc847151449cd5a7814dc7544d31a57e067e71d0cd7def7217d00a8eba5d7,[180],[180],1,1,True,7.105427357601002e-15
1823b7f0958f0a83f09be960315ccfc46bf1cbe4b4383aa009c1a799e821b766,[181],[181],1,1,True,1.7763568394002505e-15
21ad35a38d40f69f620907bd5db5794b42b5af8e319e72897d6fee5c92e193c4,[182],[182],1,1,True,1.7763568394002505e-15
ef8c01db1f4e9dfd1cfd3b724a7bae7c68ed783024951cc8729965ff173503f5,[183],[183],1,1,True,0.0
c4b971336ea03e848f2551fbe72ebcbe449028caac641ccf775e0ac543b7fe92,[184],[184],1,1,True,7.105427357601002e-15
40e556d45e3f8def81deed64f3115b1d92e7946d596498d34fd016fae1bcc761,[185],[185],1,1,True,7.105427357601002e-15
86e98bc0247155d576fce6b1c09794cf65266bbc0eb3f5705a2af5b040ab398c,[186],[186],1,1,True,5.551115123125783e-17
95e0893cc6f3b755eb7c3130355404673cf8662221704d9f70a6927b11bdef7a,[187],[187],1,1,True,4.440892098500626e-16
d0ad304d3909feded1c34a985bc34113ba7398104efdb8906ca6c0bd80bfedb0,[188],[188],1,1,True,2.220446049250313e-16
703fee76bf91e983ebc6832b8723f7ed70b58cec956d9912a82f5ffc6a7e35e5,[189],[189],1,1,True,3.552713678800501e-15
a948040491442dce536800666a9731a0acd3d2bb36b9a1677bfaa36f569454d9,[190],[190],1,1,True,0.0
a461cc1b6a7044f7ea579e8dad0a57c953b481d023311f599218cc88460edcac,[191],[191],1,1,True,3.552713678800501e-15
19c9d43619836ce94868a73b15e9b023b91ac8e4d2fc4b19f352c2553598e224,[192],[192],1,1,True,5.551115123125783e-17
24b7ad26698ed2ec0d3ab2f4460d7b1719d1f2cd161c1b082039bb0fbfbc911a,[193],[193],1,1,True,7.105427357601002e-15
ea0074dafe27030b80e8264cba092d427674bfd41d4d301f661b4ae8cda158b1,[194],[194],1,1,True,7.105427357601002e-15
c0dc55f2f2aa041c8450a3e19c8752b4e2c43f488bae127875e46396dca96b5f,[195],[195],1,1,True,7.105427357601002e-15
2fba8166bb6e60eaf47db53fa28637cc43409fcf3c49e63fc1e829449ad164da,[196],[196],1,1,True,7.105427357601002e-15
fba6b99545f830ab444af6dc8040cd41aefa80cff68c3e73acd67e0cabd53e70,[197],[197],1,1,True,7.105427357601002e-15
1cb7d90ccd7f7ab870864f2187ed67ea193b067eb2c4f65503e78fdceeaac740,[198],[198],1,1,True,0.0
5c2f1112651dac5de71e1db8bd898bb099623ab80bb2827ad74f2d3cd5ef3fe7,[199],[199],1,1,True,1.7763568394002505e-15
9e3772cd03bdc7c2f3498828433a3e19de4c71b8bece218e33cbd3119060ca47,[200],[200],1,1,True,0.0
d47d951144545aae6098467c9b0dfb1adc94fb792322ddf71ca3671a77da66ad,[201],[201],1,1,True,0.0
1cfc513f7685788ac8eeba09b05a6d5ec3af4f2146b3c51d9b97af88f24be396,[202],[202],1,1,True,7.105427357601002e-15
a42d02a2bb50faf6cbe1f1cdc991b27bc89b09a9b8ee10f238dd2bcc3605d31c,[203],[203],1,1,True,3.552713678800501e-15
3d61156aa611290af8f6a6d58fc31288401262e612fb47ca471e33d261b5e6e9,[204],[204],1,1,True,0.0
aebfde5c7a43da410528fb405604073c8fab254f97157ac4bcfb15daac286373,[205],[205],1,1,True,7.105427357601002e-15
20988fa935adc0a10f4e1d7126614b8d74dc97ff2ca077741325cab06a09fad3,[206],[206],1,1,True,0.0
f08c675ef1ca69fe9bb85d4e609fb687ee98178aebbe4ff7e62632e8e0e8003d,[207],[207],1,1,True,7.105427357601002e-15
4659883062ab75b35a8cca601ef484825426f725c4b460b2a8f61f9e6fd00b4d,[208],[208],1,1,True,7.105427357601002e-15
476b5932d706df16787cf7aef3a5fc5a26ca7c5a14f01a84344e3b3630722a8a,[209],[209],1,1,True,7.105427357601002e-15
9a2154c626b003b2529e1ff389cb7a66b20708831ef0e388d2622e433b4d302b,[210],[210],1,1,True,0.0
35abf1fd6eea229c4c857032a00e6ccdda0c7d4c7539532fcb15bbdd0d8c7622,[211],[211],1,1,True,3.552713678800501e-15
b3813ea314c87bbf2fb07453535bb4b476fb5ff851db7f969f832394dfee3d27,[212],[212],1,1,True,7.105427357601002e-15
fcdad83fc886379ee5499ab8b1b401dd49540ec38b41328e4e1090c92e0e9db5,[213],[213],1,1,True,7.105427357601002e-15
a1af1b3a0cea303e9d37e614e3e93158ad8847c84d42c6d40785b86ff7a3c9cf,[214],[214],1,1,True,7.105427357601002e-15
5800d2b1280bc46301671f2d2603126b42d0f00ed9ea4a0dafa0bb1910a12a7a,[215],[215],1,1,True,0.0
cb7a53bd0ed6f8beb53c3bbfd60268cf9530df55f22d34d9f491988e218b6291,[216],[216],1,1,True,7.105427357601002e-15
