dataset,source_domain,indicator_a,indicator_b,pair_n,mean_abs_gap,spearman_rho,a1_macro_rank
a1,arxiv,modernbert_reasoning,rps_doc_frac_chars_top_3gram,120,0.321394100194517,-0.05624282558025879,162
a1,arxiv,modernbert_reasoning,rps_lines_uppercase_letter_fraction,120,0.48262180836971047,0.12887179548404945,47
a1,arxiv,modernbert_reasoning,rps_lines_ending_with_terminal_punctution_mark,120,0.6842615948272264,-0.09847375455705489,78
a1,arxiv,modernbert_reasoning,rps_lines_numerical_chars_fraction,120,0.6105630509736205,0.25663491141599615,88
a1,arxiv,modernbert_reasoning,rps_doc_mean_word_length,120,0.37672329033812346,0.032758342992320326,140
a1,arxiv,modernbert_professionalism,dsir_books,120,0.9565854275492688,-0.4743868717489244,11
a1,arxiv,modernbert_professionalism,dsir_wiki,120,0.9554912773025965,-0.4790063282104075,10
a1,arxiv,modernbert_professionalism,dsir_math,120,0.9495144480592203,-0.4194273728197222,18
a1,arxiv,modernbert_professionalism,qurater,120,0.04631689855853982,-0.043660922592939126,198
a1,arxiv,modernbert_professionalism,ad_en,120,0.27993141605387706,0.528019610047048,165
a1,arxiv,modernbert_professionalism,rps_doc_word_count,120,0.8817171353011496,-0.15440842020933324,52
a1,arxiv,modernbert_professionalism,rps_doc_num_sentences,120,0.8671490451496842,-0.029198913956951962,55
a1,arxiv,modernbert_professionalism,rps_doc_unigram_entropy,120,0.04009879457276863,0.051267715070486344,154
a1,arxiv,modernbert_professionalism,rps_doc_frac_unique_words,120,0.9399156066809018,-0.17001563690285054,29
a1,arxiv,modernbert_professionalism,rps_doc_frac_no_alph_words,120,0.678745543523495,-0.5249955981732636,40
a1,arxiv,modernbert_professionalism,rps_doc_frac_chars_top_2gram,120,0.21131780638725914,0.05162280155678317,149
a1,arxiv,modernbert_professionalism,rps_doc_frac_chars_top_3gram,120,0.3168079298050937,-0.1961554947773272,144
a1,arxiv,modernbert_professionalism,rps_lines_uppercase_letter_fraction,120,0.47803563798028714,0.20697209907274067,50
a1,arxiv,modernbert_professionalism,rps_lines_ending_with_terminal_punctution_mark,120,0.6796754244378029,-0.2601281821662448,36
a1,arxiv,modernbert_professionalism,rps_lines_numerical_chars_fraction,120,0.6059941343034171,0.14168915291607964,93
a1,arxiv,modernbert_professionalism,rps_doc_mean_word_length,120,0.37237539546333775,-0.1344339434627772,87
a1,arxiv,dsir_books,dsir_wiki,120,0.0010997181151657458,0.999024016943573,231
a1,arxiv,dsir_books,dsir_math,120,0.007076692835947697,0.9904646343989243,230
a1,arxiv,dsir_books,qurater,120,0.9232547696382435,0.12663793945478138,20
a1,arxiv,dsir_books,ad_en,120,0.6767868239114719,-0.2511004158738012,98
a1,arxiv,dsir_books,rps_doc_word_count,120,0.07486829224811936,0.8017408928827697,201
a1,arxiv,dsir_books,rps_doc_num_sentences,120,0.08943638239958474,0.7129612695057451,203
a1,arxiv,dsir_books,rps_doc_unigram_entropy,120,0.9240504212344843,-0.581452052179041,3
a1,arxiv,dsir_books,rps_doc_frac_unique_words,120,0.019922022282061042,0.7014515209113977,226
a1,arxiv,dsir_books,rps_doc_frac_no_alph_words,120,0.27783988402577386,0.6414121877098719,130
a1,arxiv,dsir_books,rps_doc_frac_chars_top_2gram,120,0.7452676211620097,-0.3026723311119817,14
a1,arxiv,dsir_books,rps_doc_frac_chars_top_3gram,120,0.6397774977441751,-0.1420445700972223,46
a1,arxiv,dsir_books,rps_lines_uppercase_letter_fraction,120,0.47885322296178323,-0.13262778847209308,133
a1,arxiv,dsir_books,rps_lines_ending_with_terminal_punctution_mark,120,0.27691000311146585,0.12243902548773984,111
a1,arxiv,dsir_books,rps_lines_numerical_chars_fraction,120,0.35383189188499,0.09611515661690229,115
a1,arxiv,dsir_books,rps_doc_mean_word_length,120,0.5844913676226546,0.16933515436384491,68
a1,arxiv,dsir_wiki,dsir_math,120,0.006051886608096801,0.9901624645743813,229
a1,arxiv,dsir_wiki,qurater,120,0.9221606193915711,0.1339539177883681,19
a1,arxiv,dsir_wiki,ad_en,120,0.6756926736647995,-0.24901050595748148,99
a1,arxiv,dsir_wiki,rps_doc_word_count,120,0.07377414200144693,0.7998786176822227,202
a1,arxiv,dsir_wiki,rps_doc_num_sentences,120,0.08834223215291231,0.7099001626213949,205
a1,arxiv,dsir_wiki,rps_doc_unigram_entropy,120,0.9229562709878117,-0.5789774514985412,2
a1,arxiv,dsir_wiki,rps_doc_frac_unique_words,120,0.019405518032091718,0.700753840798462,227
a1,arxiv,dsir_wiki,rps_doc_frac_no_alph_words,120,0.2767457337791015,0.6432022583449358,129
a1,arxiv,dsir_wiki,rps_doc_frac_chars_top_2gram,120,0.7441734709153373,-0.30735450653243573,13
a1,arxiv,dsir_wiki,rps_doc_frac_chars_top_3gram,120,0.6386833474975028,-0.13912654976729988,44
a1,arxiv,dsir_wiki,rps_lines_uppercase_letter_fraction,120,0.47777837512457694,-0.1340909707441491,132
a1,arxiv,dsir_wiki,rps_lines_ending_with_terminal_punctution_mark,120,0.2758158528647934,0.12476003238862128,107
a1,arxiv,dsir_wiki,rps_lines_numerical_chars_fraction,120,0.35297855601105066,0.08644584416899595,113
a1,arxiv,dsir_wiki,rps_doc_mean_word_length,120,0.5833972173759824,0.17007329317734649,67
a1,arxiv,dsir_math,qurater,120,0.916183790148195,0.12022240755426433,15
a1,arxiv,dsir_math,ad_en,120,0.6697158444214232,-0.21518882670138081,102
a1,arxiv,dsir_math,rps_doc_word_count,120,0.06779731275807081,0.824144043424789,200
a1,arxiv,dsir_math,rps_doc_num_sentences,120,0.08236540290953619,0.7476536784506185,204
a1,arxiv,dsir_math,rps_doc_unigram_entropy,120,0.9169794417444357,-0.5836562453000123,1
a1,arxiv,dsir_math,rps_doc_frac_unique_words,120,0.01740276899092749,0.7335337845249906,228
a1,arxiv,dsir_math,rps_doc_frac_no_alph_words,120,0.2707689045357254,0.6082373316535865,120
a1,arxiv,dsir_math,rps_doc_frac_chars_top_2gram,120,0.7381966416719611,-0.28455962057214557,12
a1,arxiv,dsir_math,rps_doc_frac_chars_top_3gram,120,0.6327065182541266,-0.15007425133587377,43
a1,arxiv,dsir_math,rps_lines_uppercase_letter_fraction,120,0.4717828386529194,-0.10507212199486603,131
a1,arxiv,dsir_math,rps_lines_ending_with_terminal_punctution_mark,120,0.26983902362141726,0.09353329259761164,94
a1,arxiv,dsir_math,rps_lines_numerical_chars_fraction,120,0.34813150052941155,0.09803142145656542,112
a1,arxiv,dsir_math,rps_doc_mean_word_length,120,0.5774203881326062,0.16964024350767806,65
a1,arxiv,qurater,ad_en,120,0.2606017774402852,0.10161354526807977,139
a1,arxiv,qurater,rps_doc_word_count,120,0.848938670127024,-0.00456379181769365,49
a1,arxiv,qurater,rps_doc_num_sentences,120,0.8346292271032508,0.05933175265537307,58
a1,arxiv,qurater,rps_doc_unigram_entropy,120,0.06549387779737842,-0.17176730125892753,195
a1,arxiv,qurater,rps_doc_frac_unique_words,120,0.9070272540706903,-0.13055173858726513,9
a1,arxiv,qurater,rps_doc_frac_no_alph_words,120,0.6454282547789592,0.21100846144457605,157
a1,arxiv,qurater,rps_doc_frac_chars_top_2gram,120,0.21124241716777345,-0.21210335437875236,163
a1,arxiv,qurater,rps_doc_frac_chars_top_3gram,120,0.29905274225167344,-0.02458816703607378,158
a1,arxiv,qurater,rps_lines_uppercase_letter_fraction,120,0.4570285778268487,-0.013872119683484658,86
a1,arxiv,qurater,rps_lines_ending_with_terminal_punctution_mark,120,0.6463447665267776,0.09855426747820696,119
a1,arxiv,qurater,rps_lines_numerical_chars_fraction,120,0.5741669536137749,0.10524180400314419,108
a1,arxiv,qurater,rps_doc_mean_word_length,120,0.3472506452687314,0.3189788081566993,176
a1,arxiv,ad_en,rps_doc_word_count,120,0.6019185316633525,-0.07019968504688452,71
a1,arxiv,ad_en,rps_doc_num_sentences,120,0.5876813574937132,0.044309401858868745,76
a1,arxiv,ad_en,rps_doc_unigram_entropy,120,0.2528162109499093,-0.06577272798311164,48
a1,arxiv,ad_en,rps_doc_frac_unique_words,120,0.6601170030431047,-0.11157126011605913,81
a1,arxiv,ad_en,rps_doc_frac_no_alph_words,120,0.43475170239891897,-0.2885007040495281,72
a1,arxiv,ad_en,rps_doc_frac_chars_top_2gram,120,0.20084455518257888,0.07207135254986587,95
a1,arxiv,ad_en,rps_doc_frac_chars_top_3gram,120,0.2008694132911024,0.04223231942719676,151
a1,arxiv,ad_en,rps_lines_uppercase_letter_fraction,120,0.2768615017023087,0.04689933449956581,80
a1,arxiv,ad_en,rps_lines_ending_with_terminal_punctution_mark,120,0.42932411043630736,-0.042999737828233624,54
a1,arxiv,ad_en,rps_lines_numerical_chars_fraction,120,0.4054779827056951,0.10647669878277702,83
a1,arxiv,ad_en,rps_doc_mean_word_length,120,0.26569374780997973,0.06031353035117419,121
a1,arxiv,rps_doc_word_count,rps_doc_num_sentences,120,0.025460006226658418,0.907983811246098,225
a1,arxiv,rps_doc_word_count,rps_doc_unigram_entropy,120,0.8491821289863649,-0.6749612817808568,32
a1,arxiv,rps_doc_word_count,rps_doc_frac_unique_words,120,0.05842861689214064,0.8670959089723657,199
a1,arxiv,rps_doc_word_count,rps_doc_frac_no_alph_words,120,0.21248620087656336,0.1995208000555594,127
a1,arxiv,rps_doc_word_count,rps_doc_frac_chars_top_2gram,120,0.6703993289138904,-0.20470866032363358,35
a1,arxiv,rps_doc_word_count,rps_doc_frac_chars_top_3gram,120,0.5649092054960557,-0.2999374956594208,37
a1,arxiv,rps_doc_word_count,rps_lines_uppercase_letter_fraction,120,0.40590880274089564,0.01778595735814987,170
a1,arxiv,rps_doc_word_count,rps_lines_ending_with_terminal_punctution_mark,120,0.2192715658780014,-0.059365233696784495,85
a1,arxiv,rps_doc_word_count,rps_lines_numerical_chars_fraction,120,0.3066478552232803,0.0319049934023196,138
a1,arxiv,rps_doc_word_count,rps_doc_mean_word_length,120,0.5116759314484156,-0.035134384332245285,82
a1,arxiv,rps_doc_num_sentences,rps_doc_unigram_entropy,120,0.8346140388348995,-0.7076946049138539,33
a1,arxiv,rps_doc_num_sentences,rps_doc_frac_unique_words,120,0.07333501690901494,0.7521067162492984,196
a1,arxiv,rps_doc_num_sentences,rps_doc_frac_no_alph_words,120,0.21169074826866707,0.21456264662069144,141
a1,arxiv,rps_doc_num_sentences,rps_doc_frac_chars_top_2gram,120,0.6558312387624251,-0.24317609251161856,38
a1,arxiv,rps_doc_num_sentences,rps_doc_frac_chars_top_3gram,120,0.5519210456985802,-0.23626927893430616,42
a1,arxiv,rps_doc_num_sentences,rps_lines_uppercase_letter_fraction,120,0.39536803623061806,0.08480553101313382,172
a1,arxiv,rps_doc_num_sentences,rps_lines_ending_with_terminal_punctution_mark,120,0.22617835289374272,-0.09815036991590483,92
a1,arxiv,rps_doc_num_sentences,rps_lines_numerical_chars_fraction,120,0.2913892542214267,0.21304168918134359,152
a1,arxiv,rps_doc_num_sentences,rps_doc_mean_word_length,120,0.5032310396491605,-0.011844716496838893,91
a1,arxiv,rps_doc_unigram_entropy,rps_doc_frac_unique_words,120,0.9073806003661171,-0.294064943028921,4
a1,arxiv,rps_doc_unigram_entropy,rps_doc_frac_no_alph_words,120,0.6462105372087101,-0.27114571252624536,103
a1,arxiv,rps_doc_unigram_entropy,rps_doc_frac_chars_top_2gram,120,0.18186839191141288,0.37842474078793564,210
a1,arxiv,rps_doc_unigram_entropy,rps_doc_frac_chars_top_3gram,120,0.28427292349030897,0.38900193765739605,180
a1,arxiv,rps_doc_unigram_entropy,rps_lines_uppercase_letter_fraction,120,0.4455006316655024,0.15137961928012322,64
a1,arxiv,rps_doc_unigram_entropy,rps_lines_ending_with_terminal_punctution_mark,120,0.6471404181230185,-0.1403232191381791,79
a1,arxiv,rps_doc_unigram_entropy,rps_lines_numerical_chars_fraction,120,0.582968931205549,-0.32437894562172387,70
a1,arxiv,rps_doc_unigram_entropy,rps_doc_mean_word_length,120,0.34411204533832507,-0.151650473303701,145
a1,arxiv,rps_doc_frac_unique_words,rps_doc_frac_no_alph_words,120,0.26245048051231457,0.134619659468463,89
a1,arxiv,rps_doc_frac_unique_words,rps_doc_frac_chars_top_2gram,120,0.7285978002936427,-0.06003083875688401,34
a1,arxiv,rps_doc_frac_unique_words,rps_doc_frac_chars_top_3gram,120,0.6231076768758081,-0.13864810867348357,57
a1,arxiv,rps_doc_frac_unique_words,rps_lines_uppercase_letter_fraction,120,0.46196999022489976,0.14598961006952965,124
a1,arxiv,rps_doc_frac_unique_words,rps_lines_ending_with_terminal_punctution_mark,120,0.2624175563792691,-0.20739567803778275,74
a1,arxiv,rps_doc_frac_unique_words,rps_lines_numerical_chars_fraction,120,0.3446218265177123,-0.14023170594718132,114
a1,arxiv,rps_doc_frac_unique_words,rps_doc_mean_word_length,120,0.5681855444605631,-0.15547730250756084,51
a1,arxiv,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,120,0.47866375631918623,-0.2838461004236405,109
a1,arxiv,rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_3gram,120,0.37720111671025164,0.11062573789846517,159
a1,arxiv,rps_doc_frac_no_alph_words,rps_lines_uppercase_letter_fraction,120,0.26936955926332995,-0.30299326342107086,174
a1,arxiv,rps_doc_frac_no_alph_words,rps_lines_ending_with_terminal_punctution_mark,120,0.14109318202244825,0.3543232168900618,222
a1,arxiv,rps_doc_frac_no_alph_words,rps_lines_numerical_chars_fraction,120,0.24791311624509085,0.27432460587540797,183
a1,arxiv,rps_doc_frac_no_alph_words,rps_doc_mean_word_length,120,0.33528531624686164,0.17735953885686503,206
a1,arxiv,rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,120,0.14877029282675788,0.29897909577053955,223
a1,arxiv,rps_doc_frac_chars_top_2gram,rps_lines_uppercase_letter_fraction,120,0.29237344954915834,0.0007292173067574136,69
a1,arxiv,rps_doc_frac_chars_top_2gram,rps_lines_ending_with_terminal_punctution_mark,120,0.485546500343213,0.06963678033196749,117
a1,arxiv,rps_doc_frac_chars_top_2gram,rps_lines_numerical_chars_fraction,120,0.4550433645660642,-0.11104243350232654,96
a1,arxiv,rps_doc_frac_chars_top_2gram,rps_doc_mean_word_length,120,0.2785842092911733,-0.2671713313424543,118
a1,arxiv,rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,120,0.22083019417192987,0.032411973053684276,90
a1,arxiv,rps_doc_frac_chars_top_3gram,rps_lines_ending_with_terminal_punctution_mark,120,0.3750265014357963,0.11452878672130007,167
a1,arxiv,rps_doc_frac_chars_top_3gram,rps_lines_numerical_chars_fraction,120,0.3711187352358477,-0.002736301132023057,135
a1,arxiv,rps_doc_frac_chars_top_3gram,rps_doc_mean_word_length,120,0.2209155292021951,0.03005069796513646,156
a1,arxiv,rps_lines_uppercase_letter_fraction,rps_lines_ending_with_terminal_punctution_mark,120,0.32856118697002223,-0.7670741023682199,125
a1,arxiv,rps_lines_uppercase_letter_fraction,rps_lines_numerical_chars_fraction,120,0.31630677940812435,0.042065421209806234,143
a1,arxiv,rps_lines_uppercase_letter_fraction,rps_doc_mean_word_length,120,0.2495246225420839,0.028543648864504476,142
a1,arxiv,rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,120,0.28986768924395273,0.0505173970414612,155
a1,arxiv,rps_lines_ending_with_terminal_punctution_mark,rps_doc_mean_word_length,120,0.3396286675739523,0.06475449684005832,181
a1,arxiv,rps_lines_numerical_chars_fraction,rps_doc_mean_word_length,120,0.3517888663735081,0.1634766303215501,126
a1,book,fineweb_edu,fluency_en,120,0.2783794533573045,0.3194944093339815,188
a1,book,fineweb_edu,modernbert_cleanliness,120,0.23952230686461806,0.30070143759983325,193
a1,book,fineweb_edu,modernbert_readability,120,0.2303940092758811,0.3877422043197444,194
a1,book,fineweb_edu,modernbert_reasoning,120,0.30610450749180534,0.15860823668310298,214
a1,book,fineweb_edu,modernbert_professionalism,120,0.23093671807635044,0.4399541634835752,208
a1,book,fineweb_edu,dsir_books,120,0.5545180093647979,0.10808201808409776,24
a1,book,fineweb_edu,dsir_wiki,120,0.5609423901491105,0.2311190525206104,23
a1,book,fineweb_edu,dsir_math,120,0.5667185176526904,0.14000597758626718,25
a1,book,fineweb_edu,qurater,120,0.20672070859608924,0.5031738315160774,219
a1,book,fineweb_edu,ad_en,120,0.28801569373740205,0.26016872787731155,166
a1,book,fineweb_edu,rps_doc_word_count,120,0.5537033767186608,0.009049239530522953,77
a1,book,fineweb_edu,rps_doc_num_sentences,120,0.548088542069561,0.1127339146263989,73
a1,book,fineweb_edu,rps_doc_unigram_entropy,120,0.4186058016474417,0.04948374955237448,186
a1,book,fineweb_edu,rps_doc_frac_unique_words,120,0.566164245764626,0.13132511886549303,16
a1,book,fineweb_edu,rps_doc_frac_no_alph_words,120,0.2392087408324612,0.09188138065143411,100
a1,book,fineweb_edu,rps_doc_frac_chars_top_2gram,120,0.3233533983820663,-0.3135287172720327,147
a1,book,fineweb_edu,rps_doc_frac_chars_top_3gram,120,0.2654465243359732,-0.1580456976178901,150
a1,book,fineweb_edu,rps_lines_uppercase_letter_fraction,120,0.49926829587078164,-0.060907430430182166,84
a1,book,fineweb_edu,rps_lines_ending_with_terminal_punctution_mark,120,0.3057447311810992,-0.376158066532398,66
a1,book,fineweb_edu,rps_lines_numerical_chars_fraction,120,0.35278933509647226,-0.05363566914369053,110
a1,book,fineweb_edu,rps_doc_mean_word_length,120,0.22375870824082156,0.3354260712549483,168
a1,book,fluency_en,modernbert_cleanliness,120,0.27965871612533244,0.3983332175845545,215
a1,book,fluency_en,modernbert_readability,120,0.28866880829533426,0.26928953399541633,213
a1,book,fluency_en,modernbert_reasoning,120,0.3678207436994575,0.09549968747829708,160
a1,book,fluency_en,modernbert_professionalism,120,0.24080731518606624,0.09391624418362385,128
a1,book,fluency_en,dsir_books,120,0.41534353205342994,0.01154820405373002,63
a1,book,fluency_en,dsir_wiki,120,0.42159987505972046,-0.008882997138496378,61
a1,book,fluency_en,dsir_math,120,0.4273760025633003,-0.0633683643968811,59
a1,book,fluency_en,qurater,120,0.22266470394324642,0.6074796860893117,211
a1,book,fluency_en,ad_en,120,0.24520092780247227,0.26998890542542137,184
a1,book,fluency_en,rps_doc_word_count,120,0.4143608616292706,-0.1295853878741579,106
a1,book,fluency_en,rps_doc_num_sentences,120,0.4169441364952355,-0.07848836199909116,105
a1,book,fluency_en,rps_doc_unigram_entropy,120,0.5549635707707019,0.031793632933929096,146
a1,book,fluency_en,rps_doc_frac_unique_words,120,0.4231402417191322,-0.08064106637093756,45
